id	tag	word	prev_word	next_word	label	prev_label	next_label	prev_tag	start_w_s	start_w_n
14322	G_R	how	her	much	en	en	en	G_PRP	0	0
14323	G_J	much	how	you	en	en	en	G_R	0	0
14324	G_PRP	you	much	love	en	en	en	G_J	0	0
14325	G_V	love	you	her	en	en	en	G_PRP	0	0
14326	G_PRP	her	love		en	en		G_V	0	0
14327	@	@240		:	univ		univ		1	0
14328	G_X	:	@240	I	univ	univ	en	@	0	0
14329	G_PRP	I	:	<3	en	univ	univ	G_X	0	0
14330	$	<3	I	you	univ	en	en	G_PRP	0	1
14331	G_PRP	you	<3	Yamini	en	univ	ne	$	0	0
14332	G_N	Yamini	you	:	ne	en	univ	G_PRP	0	0
14333	G_X	:	Yamini	*	univ	ne	univ	G_N	0	0
14334	G_X	*	:		univ	univ		G_X	0	0
14335	G_V	Are		you	en		en		0	0
14336	G_PRP	you	Are	talking	en	en	en	G_V	0	0
14337	G_V	talking	you	about	en	en	en	G_PRP	0	0
14338	CC	about	talking	the	en	en	en	G_V	0	0
14339	DT	the	about	hair-sucker	en	en	en	CC	0	0
14340	G_V	hair-sucker	the	???	en	en	univ	DT	0	0
14341	G_X	???	hair-sucker		univ	en		G_V	0	0
14342	G_X	>		Yamini	univ		ne		0	0
14343	G_N	Yamini	>		ne	univ		G_X	0	0
14344	$	#239		:	univ		univ		0	1
14345	G_X	:	#239	A	univ	univ	en	$	0	0
14346	DT	A	:	girl	en	univ	en	G_X	0	0
14347	G_N	girl	A	who	en	en	en	DT	0	0
14348	G_PRP	who	girl	worked	en	en	en	G_N	0	0
14349	G_V	worked	who	on	en	en	en	G_PRP	0	0
14350	PSP	on	worked	campus	en	en	en	G_V	0	0
14351	G_N	campus	on	asked	en	en	en	PSP	0	0
14352	G_V	asked	campus	me	en	en	en	G_N	0	0
14353	G_PRP	me	asked	out	en	en	en	G_V	0	0
14354	G_R	out	me	but	en	en	en	G_PRP	0	0
14355	PSP	but	out	I	en	en	en	G_R	0	0
14356	G_PRP	I	but	wasn't	en	en	en	PSP	0	0
14357	G_V	wasn't	I	confident	en	en	en	G_PRP	0	0
14358	G_J	confident	wasn't	about	en	en	en	G_V	0	0
14359	CC	about	confident	my	en	en	en	G_J	0	0
14360	DT	my	about	future	en	en	en	CC	0	0
14361	G_N	future	my	so	en	en	en	DT	0	0
14362	PSP	so	future	I	en	en	en	G_N	0	0
14363	G_PRP	I	so	declined	en	en	en	PSP	0	0
14364	G_V	declined	I	and	en	en	en	G_PRP	0	0
14365	PSP	and	declined	stopped	en	en	en	G_V	0	0
14366	G_V	stopped	and	talking	en	en	en	PSP	0	0
14367	G_V	talking	stopped	to	en	en	en	G_V	0	0
14368	CC	to	talking	her	en	en	en	G_V	0	0
14369	G_PRP	her	to	.	en	en	univ	CC	0	0
14370	G_X	.	her	It	univ	en	en	G_PRP	0	0
14371	G_PRP	It	.	was	en	univ	en	G_X	0	0
14372	G_V	was	It	a	en	en	en	G_PRP	0	0
14373	DT	a	was	hard	en	en	en	G_V	0	0
14374	G_J	hard	a	and	en	en	en	DT	0	0
14375	PSP	and	hard	painful	en	en	en	G_J	0	0
14376	G_J	painful	and	decision	en	en	en	PSP	0	0
14377	G_N	decision	painful	for	en	en	en	G_J	0	0
14378	CC	for	decision	me	en	en	en	G_N	0	0
14379	G_PRP	me	for	but	en	en	en	CC	0	0
14380	PSP	but	me	I	en	en	en	G_PRP	0	0
14381	G_PRP	I	but	was	en	en	en	PSP	0	0
14382	G_V	was	I	pretending	en	en	en	G_PRP	0	0
14383	G_V	pretending	was	to	en	en	en	G_V	0	0
14384	CC	to	pretending	be	en	en	en	G_V	0	0
14385	G_V	be	to	very	en	en	en	CC	0	0
14386	G_R	very	be	casual	en	en	en	G_V	0	0
14387	G_J	casual	very	about	en	en	en	G_R	0	0
14388	CC	about	casual	it	en	en	en	G_J	0	0
14389	G_PRP	it	about	.	en	en	univ	CC	0	0
14390	G_X	.	it	Yesterday	univ	en	en	G_PRP	0	0
14391	G_N	Yesterday	.	we	en	univ	en	G_X	0	0
14392	G_PRP	we	Yesterday	had	en	en	en	G_N	0	0
14393	G_V	had	we	a	en	en	en	G_PRP	0	0
14394	DT	a	had	small	en	en	en	G_V	0	0
14395	G_J	small	a	chat	en	en	en	DT	0	0
14396	G_N	chat	small	and	en	en	en	G_J	0	0
14397	PSP	and	chat	she	en	en	en	G_N	0	0
14398	G_PRP	she	and	told	en	en	en	PSP	0	0
14399	G_V	told	she	me	en	en	en	G_PRP	0	0
14400	G_PRP	me	told	that	en	en	en	G_V	0	0
14401	PSP	that	me	she	en	en	en	G_PRP	0	0
14402	G_PRP	she	that	is	en	en	en	PSP	0	0
14403	DT	is	she	not	en	en	en	G_PRP	0	0
14404	G_R	not	is	working	en	en	en	DT	0	0
14405	G_V	working	not	here	en	en	en	G_R	0	0
14406	G_R	here	working	anymore	en	en	en	G_V	0	0
14407	G_R	anymore	here	!	en	en	univ	G_R	0	0
14408	G_X	!	anymore	I	univ	en	en	G_R	0	0
14409	G_PRP	I	!	am	en	univ	en	G_X	0	0
14410	G_V	am	I	feeling	en	en	en	G_PRP	0	0
14411	G_V	feeling	am	really	en	en	en	G_V	0	0
14412	G_R	really	feeling	really	en	en	en	G_V	0	0
14413	G_R	really	really	very	en	en	en	G_R	0	0
14414	G_R	very	really	bad	en	en	en	G_R	0	0
14415	G_J	bad	very	,	en	en	univ	G_R	0	0
14416	G_X	,	bad	we	univ	en	en	G_J	0	0
14417	G_PRP	we	,	had	en	univ	en	G_X	0	0
14418	G_V	had	we	not	en	en	en	G_PRP	0	0
14419	G_R	not	had	been	en	en	en	G_V	0	0
14420	G_V	been	not	talking	en	en	en	G_R	0	0
14421	G_V	talking	been	for	en	en	en	G_V	0	0
14422	CC	for	talking	more	en	en	en	G_V	0	0
14423	G_J	more	for	than	en	en	en	CC	0	0
14424	CC	than	more	15	en	en	univ	G_J	0	0
14425	$	15	than	days	univ	en	en	CC	0	1
14426	G_N	days	15	and	en	univ	en	$	0	0
14427	PSP	and	days	I	en	en	en	G_N	0	0
14428	G_PRP	I	and	was	en	en	en	PSP	0	0
14429	G_V	was	I	the	en	en	en	G_PRP	0	0
14430	DT	the	was	only	en	en	en	G_V	0	0
14431	G_J	only	the	reason	en	en	en	DT	0	0
14432	G_N	reason	only	for	en	en	en	G_J	0	0
14433	CC	for	reason	it	en	en	en	G_N	0	0
14434	G_PRP	it	for	but	en	en	en	CC	0	0
14435	PSP	but	it	still	en	en	en	G_PRP	0	0
14436	G_R	still	but	there	en	en	en	PSP	0	0
14437	G_R	there	still	was	en	en	en	G_R	0	0
14438	G_V	was	there	a	en	en	en	G_R	0	0
14439	DT	a	was	feeling	en	en	en	G_V	0	0
14440	G_V	feeling	a	that	en	en	en	DT	0	0
14441	G_PRP	that	feeling	somehow	en	en	en	G_V	0	0
14442	G_R	somehow	that	we	en	en	en	G_PRP	0	0
14443	G_PRP	we	somehow	are	en	en	en	G_R	0	0
14444	G_V	are	we	close	en	en	en	G_PRP	0	0
14445	G_J	close	are	to	en	en	en	G_V	0	0
14446	CC	to	close	each	en	en	en	G_J	0	0
14447	DT	each	to	other	en	en	en	CC	0	0
14448	G_J	other	each	.	en	en	univ	DT	0	0
14449	G_X	.	other	Now	univ	en	en	G_J	0	0
14450	G_R	Now	.	we	en	univ	en	G_X	0	0
14451	G_PRP	we	Now	are	en	en	en	G_R	0	0
14452	G_V	are	we	no	en	en	en	G_PRP	0	0
14453	G_R	no	are	longer	en	en	en	G_V	0	0
14454	G_R	longer	no	on	en	en	en	G_R	0	0
14455	PSP	on	longer	the	en	en	en	G_R	0	0
14456	DT	the	on	same	en	en	en	PSP	0	0
14457	G_J	same	the	campus	en	en	en	DT	0	0
14458	G_N	campus	same	anymore	en	en	en	G_J	0	0
14459	G_R	anymore	campus	,	en	en	univ	G_N	0	0
14460	G_X	,	anymore	and	univ	en	en	G_R	0	0
14461	PSP	and	,	I	en	univ	en	G_X	0	0
14462	G_PRP	I	and	have	en	en	en	PSP	0	0
14463	G_V	have	I	never	en	en	en	G_PRP	0	0
14464	G_R	never	have	shown	en	en	en	G_V	0	0
14465	G_V	shown	never	her	en	en	en	G_R	0	0
14466	G_PRP	her	shown	my	en	en	en	G_V	0	0
14467	DT	my	her	true	en	en	en	G_PRP	0	0
14468	G_J	true	my	feelings	en	en	en	DT	0	0
14469	G_N	feelings	true	:(	en	en	univ	G_J	0	0
14470	E	:(	feelings	#OneWhoGotAway	univ	en	univ	G_N	0	0
14471	#	#OneWhoGotAway	:(		univ	univ		E	1	0
14472	$	#238		:	univ		univ		0	1
14473	G_X	:	#238	Lately	univ	univ	en	$	0	0
14474	G_R	Lately	:	our	en	univ	en	G_X	0	0
14475	DT	our	Lately	hostel	en	en	en	G_R	0	0
14476	G_N	hostel	our	warden	en	en	en	DT	0	0
14477	G_N	warden	hostel	(	en	en	univ	G_N	0	0
14478	G_X	(	warden	also	univ	en	en	G_N	0	0
14479	G_R	also	(	my	en	univ	en	G_X	0	0
14480	DT	my	also	guide	en	en	en	G_R	0	0
14481	G_N	guide	my	)	en	en	univ	DT	0	0
14482	G_X	)	guide	has	univ	en	en	G_N	0	0
14483	G_V	has	)	fined	en	univ	en	G_X	0	0
14484	G_V	fined	has	a	en	en	en	G_V	0	0
14485	DT	a	fined	few	en	en	en	G_V	0	0
14486	G_J	few	a	guys	en	en	en	DT	0	0
14487	G_N	guys	few	for	en	en	en	G_J	0	0
14488	CC	for	guys	smuggling	en	en	en	G_N	0	0
14489	G_V	smuggling	for	alcohol	en	en	en	CC	0	0
14490	G_N	alcohol	smuggling	into	en	en	en	G_V	0	0
14491	CC	into	alcohol	the	en	en	en	G_N	0	0
14492	DT	the	into	hostel	en	en	en	CC	0	0
14493	G_N	hostel	the	.	en	en	univ	DT	0	0
14494	G_X	.	hostel	A	univ	en	en	G_N	0	0
14495	DT	A	.	few	en	univ	en	G_X	0	0
14496	G_J	few	A	years	en	en	en	DT	0	0
14497	G_N	years	few	ago	en	en	en	G_J	0	0
14498	PSP	ago	years	the	en	en	en	G_N	0	0
14499	DT	the	ago	same	en	en	en	PSP	0	0
14500	G_J	same	the	guy	en	en	en	DT	0	0
14501	G_N	guy	same	used	en	en	en	G_J	0	0
14502	G_V	used	guy	to	en	en	en	G_N	0	0
14503	CC	to	used	call	en	en	en	G_V	0	0
14504	G_V	call	to	us	en	en	en	CC	0	0
14505	G_PRP	us	call	for	en	en	en	G_V	0	0
14506	CC	for	us	a	en	en	en	G_PRP	0	0
14507	DT	a	for	drink	en	en	en	CC	0	0
14508	G_N	drink	a	at	en	en	en	DT	0	0
14509	CC	at	drink	his	en	en	en	G_N	0	0
14510	G_PRP	his	at	home	en	en	en	CC	0	0
14511	G_N	home	his	or	en	en	en	G_PRP	0	0
14512	PSP	or	home	took	en	en	en	G_N	0	0
14513	G_V	took	or	us	en	en	en	PSP	0	0
14514	G_PRP	us	took	to	en	en	en	G_V	0	0
14515	CC	to	us	some	en	en	en	G_PRP	0	0
14516	DT	some	to	bar	en	en	en	CC	0	0
14517	G_N	bar	some	outside	en	en	en	DT	0	0
14518	PSP	outside	bar	.	en	en	univ	G_N	0	0
14519	G_X	.	outside	Enjoyed	univ	en	en	PSP	0	0
14520	G_V	Enjoyed	.	those	en	univ	en	G_X	0	0
14521	DT	those	Enjoyed	days	en	en	en	G_V	0	0
14522	G_N	days	those	.	en	en	univ	DT	0	0
14523	G_X	.	days	#DeclineOfIITB	univ	en	univ	G_N	0	0
14524	#	#DeclineOfIITB	.		univ	univ		G_X	1	0
14525	$	#237		:	univ		univ		0	1
14526	G_X	:	#237	I	univ	univ	en	$	0	0
14527	G_PRP	I	:	am	en	univ	en	G_X	0	0
14528	G_V	am	I	male	en	en	en	G_PRP	0	0
14529	G_J	male	am	,	en	en	univ	G_V	0	0
14530	G_X	,	male	G1	univ	en	univ	G_J	0	0
14531	G_X	G1	,	and	univ	univ	en	G_X	0	0
14532	PSP	and	G1	G2	en	univ	univ	G_X	0	0
14533	G_X	G2	and	are	univ	en	en	PSP	0	0
14534	G_V	are	G2	females	en	univ	en	G_X	0	0
14535	G_N	females	are	.	en	en	univ	G_V	0	0
14536	G_X	.	females	Though	univ	en	en	G_N	0	0
14537	PSP	Though	.	G1	en	univ	univ	G_X	0	0
14538	G_X	G1	Though	and	univ	en	en	PSP	0	0
14539	PSP	and	G1	G2	en	univ	univ	G_X	0	0
14540	G_X	G2	and	are	univ	en	en	PSP	0	0
14541	G_V	are	G2	good	en	univ	en	G_X	0	0
14542	G_J	good	are	friends	en	en	en	G_V	0	0
14543	G_N	friends	good	with	en	en	en	G_J	0	0
14544	PSP	with	friends	me	en	en	en	G_N	0	0
14545	G_PRP	me	with	,	en	en	univ	PSP	0	0
14546	G_X	,	me	G1	univ	en	univ	G_PRP	0	0
14547	$	G1	,	doesn't	univ	univ	en	G_X	0	1
14548	G_V	doesn't	G1	like	en	univ	en	$	0	0
14549	G_V	like	doesn't	G2	en	en	univ	G_V	0	0
14550	$	G2	like	to	univ	en	en	G_V	0	1
14551	CC	to	G2	mix	en	univ	en	$	0	0
14552	G_V	mix	to	with	en	en	en	CC	0	0
14553	PSP	with	mix	me	en	en	en	G_V	0	0
14554	G_PRP	me	with	and	en	en	en	PSP	0	0
14555	PSP	and	me	G2	en	en	univ	G_PRP	0	0
14556	G_X	G2	and	doesn't	univ	en	en	PSP	0	0
14557	G_V	doesn't	G2	like	en	univ	en	G_X	0	0
14558	G_V	like	doesn't	G1	en	en	univ	G_V	0	0
14559	G_X	G1	like	mixing	univ	en	en	G_V	0	0
14560	G_V	mixing	G1	with	en	univ	en	G_X	0	0
14561	PSP	with	mixing	me	en	en	en	G_V	0	0
14562	G_PRP	me	with	.	en	en	univ	PSP	0	0
14563	G_X	.	me	All	univ	en	en	G_PRP	0	0
14564	DT	All	.	the	en	univ	en	G_X	0	0
14565	DT	the	All	three	en	en	en	DT	0	0
14566	$	three	the	are	en	en	en	DT	0	1
14567	G_V	are	three	kinda	en	en	en	$	0	0
14568	G_R	kinda	are	committed	en	en	en	G_V	0	0
14569	G_V	committed	kinda	in	en	en	en	G_R	0	0
14570	PSP	in	committed	their	en	en	en	G_V	0	0
14571	DT	their	in	own	en	en	en	PSP	0	0
14572	G_J	own	their	life	en	en	en	DT	0	0
14573	G_N	life	own	.	en	en	univ	G_J	0	0
14574	G_X	.	life	So	univ	en	en	G_N	0	0
14575	PSP	So	.	F	en	univ	en	G_X	0	0
14576	G_X	F	So	is	en	en	en	PSP	0	0
14577	DT	is	F	sort	en	en	en	G_X	0	0
14578	G_X	sort	is	of	en	en	en	DT	0	0
14579	CC	of	sort	out	en	en	en	G_X	0	0
14580	G_R	out	of	of	en	en	en	CC	0	0
14581	CC	of	out	question	en	en	en	G_R	0	0
14582	G_N	question	of	.	en	en	univ	CC	0	0
14583	G_X	.	question	What	univ	en	en	G_N	0	0
14584	G_PRP	What	.	should	en	univ	en	G_X	0	0
14585	G_V	should	What	I	en	en	en	G_PRP	0	0
14586	G_PRP	I	should	do	en	en	en	G_V	0	0
14587	G_V	do	I	?	en	en	univ	G_PRP	0	0
14588	G_X	?	do		univ	en		G_V	0	0
14589	$	M+asturbation-G1-G2		:)	univ		univ		0	1
14590	E	:)	M+asturbation-G1-G2		univ	univ		$	0	0
14591	G_PRT	ha		ha	univ		univ		0	0
14592	G_PRT	ha	ha	ha	univ	univ	univ	G_PRT	0	0
14593	G_PRT	ha	ha	ha	univ	univ	univ	G_PRT	0	0
14594	G_PRT	ha	ha		univ	univ		G_PRT	0	0
14595	$	#236		[	univ		univ		0	1
14596	G_X	[	#236	M2K	univ	univ	acro	$	0	0
14597	G_X	M2K	[	]:	acro	univ	univ	G_X	0	0
14598	G_X	]:	M2K	There	univ	acro	en	G_X	0	0
14599	DT	There	]:	was	en	univ	en	G_X	0	0
14600	G_V	was	There	a	en	en	en	DT	0	0
14601	DT	a	was	very	en	en	en	G_V	0	0
14602	G_R	very	a	nbdu	en	en	acro	DT	0	0
14603	G_J	nbdu	very	PhD	acro	en	acro	G_R	0	0
14604	G_N	PhD	nbdu	dude	acro	acro	en	G_J	0	0
14605	G_N	dude	PhD	in	en	acro	en	G_N	0	0
14606	PSP	in	dude	my	en	en	en	G_N	0	0
14607	DT	my	in	lab	en	en	en	PSP	0	0
14608	G_N	lab	my	and	en	en	en	DT	0	0
14609	PSP	and	lab	he	en	en	en	G_N	0	0
14610	G_PRP	he	and	was	en	en	en	PSP	0	0
14611	G_V	was	he	really	en	en	en	G_PRP	0	0
14612	G_R	really	was	bad	en	en	en	G_V	0	0
14613	G_J	bad	really	in	en	en	en	G_R	0	0
14614	PSP	in	bad	English	en	en	en	G_J	0	0
14615	G_N	English	in	.	en	en	univ	PSP	0	0
14616	G_X	.	English	He	univ	en	en	G_N	0	0
14617	G_PRP	He	.	asked	en	univ	en	G_X	0	0
14618	G_V	asked	He	me	en	en	en	G_PRP	0	0
14619	G_PRP	me	asked	to	en	en	en	G_V	0	0
14620	CC	to	me	proofread	en	en	en	G_PRP	0	0
14621	G_V	proofread	to	a	en	en	en	CC	0	0
14622	DT	a	proofread	paper	en	en	en	G_V	0	0
14623	G_N	paper	a	he	en	en	en	DT	0	0
14624	G_PRP	he	paper	wrote	en	en	en	G_N	0	0
14625	G_V	wrote	he	,	en	en	univ	G_PRP	0	0
14626	G_X	,	wrote	I	univ	en	en	G_V	0	0
14627	G_PRP	I	,	spent	en	univ	en	G_X	0	0
14628	G_V	spent	I	2	en	en	univ	G_PRP	0	0
14629	$	2	spent	weeks	univ	en	en	G_V	0	1
14630	G_N	weeks	2	sitting	en	univ	en	$	0	0
14631	G_V	sitting	weeks	on	en	en	en	G_N	0	0
14632	PSP	on	sitting	it	en	en	en	G_V	0	0
14633	DT	it	on	doing	en	en	en	PSP	0	0
14634	G_V	doing	it	nothing	en	en	en	DT	0	0
14635	G_N	nothing	doing	,	en	en	univ	G_V	0	0
14636	G_X	,	nothing	at	univ	en	en	G_N	0	0
14637	CC	at	,	the	en	univ	en	G_X	0	0
14638	DT	the	at	last	en	en	en	CC	0	0
14639	G_J	last	the	minute	en	en	en	DT	0	0
14640	G_N	minute	last	I	en	en	en	G_J	0	0
14641	G_PRP	I	minute	told	en	en	en	G_N	0	0
14642	G_V	told	I	him	en	en	en	G_PRP	0	0
14643	G_PRP	him	told	it	en	en	en	G_V	0	0
14644	DT	it	him	needs	en	en	en	G_PRP	0	0
14645	G_V	needs	it	a	en	en	en	DT	0	0
14646	DT	a	needs	full	en	en	en	G_V	0	0
14647	G_J	full	a	rewrite	en	en	en	DT	0	0
14648	G_V	rewrite	full	as	en	en	en	G_J	0	0
14649	PSP	as	rewrite	the	en	en	en	G_V	0	0
14650	DT	the	as	language	en	en	en	PSP	0	0
14651	G_N	language	the	is	en	en	en	DT	0	0
14652	G_V	is	language	very	en	en	en	G_N	0	0
14653	G_R	very	is	bad	en	en	en	G_V	0	0
14654	G_J	bad	very	and	en	en	en	G_R	0	0
14655	PSP	and	bad	made	en	en	en	G_J	0	0
14656	G_V	made	and	up	en	en	en	PSP	0	0
14657	G_R	up	made	a	en	en	en	G_V	0	0
14658	DT	a	up	fart	en	en	en	G_R	0	0
14659	G_J	fart	a	story	en	en	en	DT	0	0
14660	G_N	story	fart	saying	en	en	en	G_J	0	0
14661	G_V	saying	story	how	en	en	en	G_N	0	0
14662	G_R	how	saying	hard	en	en	en	G_V	0	0
14663	G_J	hard	how	I	en	en	en	G_R	0	0
14664	G_PRP	I	hard	have	en	en	en	G_J	0	0
14665	G_V	have	I	been	en	en	en	G_PRP	0	0
14666	G_V	been	have	working	en	en	en	G_V	0	0
14667	G_V	working	been	on	en	en	en	G_V	0	0
14668	PSP	on	working	his	en	en	en	G_V	0	0
14669	G_PRP	his	on	paper	en	en	en	PSP	0	0
14670	G_N	paper	his	since	en	en	en	G_PRP	0	0
14671	CC	since	paper	2	en	en	univ	G_N	0	0
14672	$	2	since	weeks	univ	en	en	CC	0	1
14673	G_N	weeks	2	etc	en	univ	en	$	0	0
14674	G_X	etc	weeks	etc	en	en	en	G_N	0	0
14675	G_X	etc	etc	...	en	en	univ	G_X	0	0
14676	G_X	...	etc	In	univ	en	en	G_X	0	0
14677	PSP	In	...	the	en	univ	en	G_X	0	0
14678	DT	the	In	end	en	en	en	PSP	0	0
14679	G_N	end	the	I	en	en	en	DT	0	0
14680	G_PRP	I	end	rewrote	en	en	en	G_N	0	0
14681	G_V	rewrote	I	it	en	en	en	G_PRP	0	0
14682	DT	it	rewrote	in	en	en	en	G_V	0	0
14683	PSP	in	it	2	en	en	univ	DT	0	0
14684	$	2	in	hours	univ	en	en	PSP	0	1
14685	G_N	hours	2	and	en	univ	en	$	0	0
14686	PSP	and	hours	handed	en	en	en	G_N	0	0
14687	G_V	handed	and	it	en	en	en	PSP	0	0
14688	DT	it	handed	over	en	en	en	G_V	0	0
14689	G_PRT	over	it	,	en	en	univ	DT	0	0
14690	G_X	,	over	his	univ	en	en	G_PRT	0	0
14691	G_PRP	his	,	prof	en	univ	en	G_X	0	0
14692	G_X	prof	his	was	en	en	en	G_PRP	0	0
14693	G_V	was	prof	so	en	en	en	G_X	0	0
14694	G_R	so	was	impressed	en	en	en	G_V	0	0
14695	G_J	impressed	so	he	en	en	en	G_R	0	0
14696	G_PRP	he	impressed	asked	en	en	en	G_J	0	0
14697	G_V	asked	he	how	en	en	en	G_PRP	0	0
14698	G_R	how	asked	and	en	en	en	G_V	0	0
14699	PSP	and	how	the	en	en	en	G_R	0	0
14700	DT	the	and	nbdu	en	en	acro	PSP	0	0
14701	G_N	nbdu	the	told	acro	en	en	DT	0	0
14702	G_V	told	nbdu	him	en	acro	en	G_N	0	0
14703	G_PRP	him	told	he	en	en	en	G_V	0	0
14704	G_PRP	he	him	took	en	en	en	G_PRP	0	0
14705	G_V	took	he	my	en	en	en	G_PRP	0	0
14706	DT	my	took	help	en	en	en	G_V	0	0
14707	G_N	help	my	,	en	en	univ	DT	0	0
14708	G_X	,	help	the	univ	en	en	G_N	0	0
14709	DT	the	,	prof	en	univ	en	G_X	0	0
14710	G_X	prof	the	insisted	en	en	en	DT	0	0
14711	G_V	insisted	prof	that	en	en	en	G_X	0	0
14712	G_PRP	that	insisted	my	en	en	en	G_V	0	0
14713	DT	my	that	name	en	en	en	G_PRP	0	0
14714	G_N	name	my	be	en	en	en	DT	0	0
14715	G_V	be	name	written	en	en	en	G_N	0	0
14716	G_V	written	be	as	en	en	en	G_V	0	0
14717	PSP	as	written	a	en	en	en	G_V	0	0
14718	DT	a	as	co-author	en	en	en	PSP	0	0
14719	G_N	co-author	a	.	en	en	univ	DT	0	0
14720	G_X	.	co-author	And	univ	en	en	G_N	0	0
14721	CC	And	.	that's	en	univ	en	G_X	0	0
14722	G_X	that's	And	how	en	en	en	CC	0	0
14723	G_R	how	that's	a	en	en	en	G_X	0	0
14724	DT	a	how	4-pointer	en	en	univ	G_R	0	0
14725	$	4-pointer	a	gets	univ	en	en	DT	0	1
14726	G_V	gets	4-pointer	a	en	univ	en	$	0	0
14727	DT	a	gets	paper	en	en	en	G_V	0	0
14728	G_N	paper	a	published	en	en	en	DT	0	0
14729	G_V	published	paper	with	en	en	en	G_N	0	0
14730	G_PRP	with	published	a	en	en	en	G_V	0	0
14731	DT	a	with	highly	en	en	en	G_PRP	0	0
14732	G_R	highly	a	reputed	en	en	en	DT	0	0
14733	G_J	reputed	highly	prof	en	en	en	G_R	0	0
14734	G_X	prof	reputed	in	en	en	en	G_J	0	0
14735	PSP	in	prof	an	en	en	en	G_X	0	0
14736	DT	an	in	international	en	en	en	PSP	0	0
14737	G_N	international	an	journal	en	en	en	DT	0	0
14738	G_N	journal	international	;)	en	en	univ	G_N	0	0
14739	G_N	;)	journal		univ	en		G_N	0	0
14740	G_PRP	I		was	en		en		0	0
14741	G_V	was	I	in	en	en	en	G_PRP	0	0
14742	PSP	in	was	the	en	en	en	G_V	0	0
14743	DT	the	in	same	en	en	en	PSP	0	0
14744	G_J	same	the	class	en	en	en	DT	0	0
14745	G_N	class	same	,	en	en	univ	G_J	0	0
14746	G_X	,	class	same	univ	en	en	G_N	0	0
14747	G_J	same	,	lab	en	univ	en	G_X	0	0
14748	G_N	lab	same	as	en	en	en	G_J	0	0
14749	PSP	as	lab	this	en	en	en	G_N	0	0
14750	DT	this	as	dude	en	en	en	PSP	0	0
14751	G_N	dude	this	...	en	en	univ	DT	0	0
14752	G_X	...	dude	I	univ	en	en	G_N	0	0
14753	G_PRP	I	...	have	en	univ	en	G_X	0	0
14754	G_V	have	I	a	en	en	en	G_PRP	0	0
14755	DT	a	have	copy	en	en	en	G_V	0	0
14756	G_N	copy	a	of	en	en	en	DT	0	0
14757	CC	of	copy	this	en	en	en	G_N	0	0
14758	DT	this	of	paper	en	en	en	CC	0	0
14759	G_N	paper	this	.	en	en	univ	DT	0	0
14760	G_X	.	paper	This	univ	en	en	G_N	0	0
14761	DT	This	.	sort	en	univ	en	G_X	0	0
14762	G_R	sort	This	of	en	en	en	DT	0	0
14763	PSP	of	sort	thing	en	en	en	G_R	0	0
14764	G_N	thing	of	was	en	en	en	PSP	0	0
14765	G_V	was	thing	de	en	en	en	G_N	0	0
14766	DT	de	was	rigeur	en	en	en	G_V	0	0
14767	G_N	rigeur	de	while	en	en	en	DT	0	0
14768	PSP	while	rigeur	we	en	en	en	G_N	0	0
14769	G_PRP	we	while	were	en	en	en	PSP	0	0
14770	G_V	were	we	on	en	en	en	G_PRP	0	0
14771	PSP	on	were	campus	en	en	en	G_V	0	0
14772	G_N	campus	on	.	en	en	univ	PSP	0	0
14773	G_X	.	campus	I	univ	en	en	G_N	0	0
14774	G_PRP	I	.	gather	en	univ	en	G_X	0	0
14775	G_V	gather	I	none	en	en	en	G_PRP	0	0
14776	G_N	none	gather	of	en	en	en	G_V	0	0
14777	CC	of	none	this	en	en	en	G_N	0	0
14778	G_PRP	this	of	happens	en	en	en	CC	0	0
14779	G_V	happens	this	anymore	en	en	en	G_PRP	0	0
14780	G_R	anymore	happens	?	en	en	univ	G_V	0	0
14781	G_X	?	anymore	~	univ	en	univ	G_R	0	0
14782	G_X	~	?	Ed	univ	univ	ne	G_X	0	0
14783	G_X	Ed	~		ne	univ		G_X	0	0
14784	E	_/\\_			univ				0	0
14785	G_V	Sounds		fake	en		en		0	0
14786	G_J	fake	Sounds	.	en	en	univ	G_V	0	0
14787	G_X	.	fake	Dont	univ	en	en	G_J	0	0
14788	G_V	Dont	.	believe	en	univ	en	G_X	0	0
14789	G_V	believe	Dont	everything	en	en	en	G_V	0	0
14790	G_N	everything	believe	you	en	en	en	G_V	0	0
14791	G_PRP	you	everything	read	en	en	en	G_N	0	0
14792	G_V	read	you	on	en	en	en	G_PRP	0	0
14793	PSP	on	read	the	en	en	en	G_V	0	0
14794	DT	the	on	internet	en	en	en	PSP	0	0
14795	G_N	internet	the		en	en		DT	0	0
14796	G_N	cheers		:D	en		univ		0	0
14797	E	:D	cheers	:D	univ	en	univ	G_N	0	0
14798	E	:D	:D		univ	univ		E	0	0
14799	G_PRT	ha		ha	univ		univ		0	0
14800	G_PRT	ha	ha	ha	univ	univ	univ	G_PRT	0	0
14801	G_PRT	ha	ha		univ	univ		G_PRT	0	0
14802	G_PRT	lol		!!!	univ		univ		0	0
14803	G_X	!!!	lol		univ	univ		G_PRT	0	0
14804	$	#235		:	univ		univ		0	1
14805	G_X	:	#235	In	univ	univ	en	$	0	0
14806	PSP	In	:	my	en	univ	en	G_X	0	0
14807	G_J	my	In	4th	en	en	en	PSP	0	0
14808	DT	4th	my	year	en	en	en	G_J	0	0
14809	G_N	year	4th	I	en	en	en	DT	0	0
