id	tag	word	prev_word	label
14708	G_X	,	help	univ
14709	DT	the	,	en
14710	G_X	prof	the	en
14711	G_V	insisted	prof	en
14712	G_PRP	that	insisted	en
14713	DT	my	that	en
14714	G_N	name	my	en
14715	G_V	be	name	en
14716	G_V	written	be	en
14717	PSP	as	written	en
14718	DT	a	as	en
14719	G_N	co-author	a	en
14720	G_X	.	co-author	univ
14721	CC	And	.	en
14722	G_X	that's	And	en
14723	G_R	how	that's	en
14724	DT	a	how	en
14725	$	4-pointer	a	univ
14726	G_V	gets	4-pointer	en
14727	DT	a	gets	en
14728	G_N	paper	a	en
14729	G_V	published	paper	en
14730	G_PRP	with	published	en
14731	DT	a	with	en
14732	G_R	highly	a	en
14733	G_J	reputed	highly	en
14734	G_X	prof	reputed	en
14735	PSP	in	prof	en
14736	DT	an	in	en
14737	G_N	international	an	en
14738	G_N	journal	international	en
14739	G_N	;)	journal	univ
14740	G_PRP	I		en
14741	G_V	was	I	en
14742	PSP	in	was	en
14743	DT	the	in	en
14744	G_J	same	the	en
14745	G_N	class	same	en
14746	G_X	,	class	univ
14747	G_J	same	,	en
14748	G_N	lab	same	en
14749	PSP	as	lab	en
14750	DT	this	as	en
14751	G_N	dude	this	en
14752	G_X	...	dude	univ
14753	G_PRP	I	...	en
14754	G_V	have	I	en
14755	DT	a	have	en
14756	G_N	copy	a	en
14757	CC	of	copy	en
14758	DT	this	of	en
14759	G_N	paper	this	en
14760	G_X	.	paper	univ
14761	DT	This	.	en
14762	G_R	sort	This	en
14763	PSP	of	sort	en
14764	G_N	thing	of	en
14765	G_V	was	thing	en
14766	DT	de	was	en
14767	G_N	rigeur	de	en
14768	PSP	while	rigeur	en
14769	G_PRP	we	while	en
14770	G_V	were	we	en
14771	PSP	on	were	en
14772	G_N	campus	on	en
14773	G_X	.	campus	univ
14774	G_PRP	I	.	en
14775	G_V	gather	I	en
14776	G_N	none	gather	en
14777	CC	of	none	en
14778	G_PRP	this	of	en
14779	G_V	happens	this	en
14780	G_R	anymore	happens	en
14781	G_X	?	anymore	univ
14782	G_X	~	?	univ
14783	G_X	Ed	~	ne
14784	E	_/\\_		univ
14785	G_V	Sounds		en
14786	G_J	fake	Sounds	en
14787	G_X	.	fake	univ
14788	G_V	Dont	.	en
14789	G_V	believe	Dont	en
14790	G_N	everything	believe	en
14791	G_PRP	you	everything	en
14792	G_V	read	you	en
14793	PSP	on	read	en
14794	DT	the	on	en
14795	G_N	internet	the	en
14796	G_N	cheers		en
14797	E	:D	cheers	univ
14798	E	:D	:D	univ
14799	G_PRT	ha		univ
14800	G_PRT	ha	ha	univ
14801	G_PRT	ha	ha	univ
14802	G_PRT	lol		univ
14803	G_X	!!!	lol	univ
14804	$	#235		univ
14805	G_X	:	#235	univ
14806	PSP	In	:	en
14807	G_J	my	In	en
14808	DT	4th	my	en
14809	G_N	year	4th	en
14810	G_PRP	I	year	en
14811	G_V	had	I	en
14812	CC	to	had	en
14813	G_V	do	to	en
14814	$	500	do	univ
14815	G_N	hrs	500	en
14816	G_N	community	hrs	en
14817	G_N	service	community	en
14818	G_X	(	service	univ
14819	CC	for	(	en
14820	G_X	DAC	for	acro
14821	G_PRP	I	DAC	en
14822	G_V	got	I	en
14823	PSP	in	got	en
14824	$	2nd	in	univ
14825	G_N	yr	2nd	en
14826	G_X	,	yr	univ
14827	CC	that's	,	en
14828	G_J	another	that's	en
14829	G_N	story	another	en
14830	G_X	)	story	univ
14831	PSP	so	)	en
14832	G_PRP	I	so	en
14833	G_V	conned	I	en
14834	DT	a	conned	en
14835	G_J	cool	a	en
14836	G_N	prof	cool	en
14837	CC	to	prof	en
14838	G_V	let	to	en
14839	G_PRP	me	let	en
14840	G_V	do	me	en
14841	G_N	chamchagiri	do	hi
14842	CC	for	chamchagiri	en
14843	G_PRP	him	for	en
14844	PSP	in	him	en
14845	G_J	his	in	en
14846	G_N	lab	his	en
14847	PSP	and	lab	en
14848	G_PRP	he	and	en
14849	G_V	would	he	en
14850	G_V	give	would	en
14851	G_PRP	me	give	en
14852	DT	a	me	en
14853	G_X	certi	a	en
14854	G_V	saying	certi	en
14855	G_PRP	I	saying	en
14856	G_V	did	I	en
14857	DT	the	did	en
14858	G_N	community	the	en
14859	G_N	service	community	en
14860	PSP	under	service	en
14861	G_J	his	under	en
14862	G_N	supervision	his	en
14863	G_X	.	supervision	univ
14864	G_PRP	kisi		hi
14865	G_N	ne	kisi	hi
14866	G_PRP	tere	ne	hi
14867	G_J	badle	tere	hi
14868	G_V	likh	badle	hi
14869	G_V	dia	likh	hi
14870	G_V	hoga	dia	hi
14871	E	:P	hoga	univ
14872	G_N	Rakesh		ne
14873	E	:P	Rakesh	univ
14874	$	#234		univ
14875	G_X	:	#234	univ
14876	G_J	First	:	en
14877	G_PRP	I	First	en
14878	G_V	was	I	en
14879	G_J	suspicious	was	en
14880	G_X	,	suspicious	univ
14881	G_R	now	,	en
14882	G_PRP	I'm	now	en
14883	$	90%	I'm	univ
14884	G_J	sure	90%	en
14885	G_PRP	who	sure	en
14886	G_PRP	this	who	en
14887	G_X	M2K	this	acro
14888	G_N	guy	M2K	en
14889	DT	is	guy	en
14890	G_X	,	is	univ
14891	PSP	if	,	en
14892	G_PRP	he	if	en
14893	DT	is	he	en
14894	DT	the	is	en
14895	G_J	same	the	en
14896	PSP	as	same	en
14897	DT	the	as	en
14898	$	one	the	en
14899	G_PRP	who	one	en
14900	G_V	learned	who	en
14901	G_N	Greek	learned	ne
14902	CC	for	Greek	en
14903	G_V	kicks	for	en
14904	G_X	,	kicks	univ
14905	G_PRP	he	,	en
14906	DT	is	he	en
14907	DT	a	is	en
14908	G_J	psycho	a	en
14909	G_X	.	psycho	univ
14910	PSP	By	.	en
14911	$	3rd	By	univ
14912	G_N	year	3rd	en
14913	G_PRP	he	year	en
14914	G_V	was	he	en
14915	G_V	taking	was	en
14916	G_N	notes	taking	en
14917	PSP	in	notes	en
14918	G_N	Arabic	in	ne
14919	PSP	and	Arabic	en
14920	G_N	Cyrillic	and	ne
14921	PSP	as	Cyrillic	en
14922	G_R	well	as	en
14923	G_X	.	well	univ
14924	PSP	If		en
14925	G_PRP	you	If	en
14926	G_V	have	you	en
14927	DT	a	have	en
14928	G_N	clue	a	en
14929	G_V	know	clue	en
14930	G_PRP	who	know	en
14931	G_J	this	who	en
14932	G_N	guy	this	en
14933	DT	is	guy	en
14934	G_X	,	is	univ
14935	G_V	tell	,	en
14936	G_PRP	us	tell	en
14937	G_X	,	us	univ
14938	G_PRP	we	,	en
14939	G_V	have	we	en
14940	G_V	been	have	en
14941	G_V	trying	been	en
14942	CC	to	trying	en
14943	G_V	find	to	en
14944	G_R	out	find	en
14945	G_R	too	out	en
14946	G_X	...	too	univ
14947	$	#233		univ
14948	G_X	:	#233	univ
14949	G_N	I'm	:	en
14950	DT	a	I'm	en
14951	G_N	freshie	a	en
14952	PSP	from	freshie	en
14953	G_N	IITM	from	acro
14954	G_X	.	IITM	univ
14955	G_PRP	You	.	en
14956	G_N	guys	You	en
14957	G_V	have	guys	en
14958	DT	a	have	en
14959	G_R	really	a	en
14960	G_R	slick	really	en
14961	PSP	and	slick	en
14962	G_R	well	and	en
14963	G_V	edited	well	en
14964	G_N	page	edited	en
14965	G_X	...	page	univ
14966	G_PRP	Everything	...	en
14967	DT	is	Everything	en
14968	G_J	high	is	en
14969	G_N	quality	high	en
14970	G_R	here	quality	en
14971	G_X	...	here	univ
14972	G_R	not	...	en
14973	CC	like	not	en
14974	DT	the	like	en
14975	G_N	crap	the	en
14976	G_PRP	we	crap	en
14977	G_V	see	we	en
14978	CC	on	see	en
14979	G_J	other	on	en
14980	G_N	confessions	other	en
14981	G_N	pages	confessions	en
14982	G_X	...	pages	univ
14983	PSP	Of	...	en
14984	DT	all	Of	en
14985	DT	the	all	en
14986	G_J	desi	the	hi
14987	G_N	college	desi	en
14988	G_N	confessions	college	en
14989	G_N	sites	confessions	en
14990	G_PRP	I	sites	en
14991	G_V	like	I	en
14992	G_J	this	like	en
14993	$	one	this	en
14994	DT	the	one	en
14995	G_R	most	the	en
14996	G_X	,	most	univ
14997	G_V	keep	,	en
14998	G_J	up	keep	en
14999	DT	the	up	en
15000	G_J	good	the	en
15001	G_N	work	good	en
15002	G_X	!	work	univ
15003	G_R	Here	!	en
15004	DT	is	Here	en
15005	G_J	another	is	en
15006	G_N	reason	another	en
15007	G_PRP	I	reason	en
15008	G_V	wish	I	en
15009	G_PRP	I	wish	en
15010	G_V	went	I	en
15011	CC	to	went	en
15012	G_N	IITB	to	acro
15013	G_R	instead	IITB	en
15014	PSP	if	instead	en
15015	G_V	ending	if	en
15016	G_J	up	ending	en
15017	PSP	in	up	en
15018	G_J	this	in	en
15019	G_X	maddu	this	hi
15020	G_N	dump	maddu	en
15021	G_X	.	dump	univ
15022	G_N	Thanks		en
15023	G_X	!	Thanks	univ
15024	G_V	Keep	!	en
15025	G_V	visiting	Keep	en
15026	G_X	!	visiting	univ
15027	G_PRP	We		en
15028	G_V	r	We	en
15029	DT	the	r	en
15030	G_J	best	the	en
15031	E	;)	best	univ
15032	$	#232		univ
15033	G_X	:	#232	univ
15034	G_PRP	I	:	en
15035	G_V	am	I	en
15036	DT	a	am	en
15037	G_J	non-CSE	a	en
15038	G_J	non-tech	non-CSE	en
15039	G_N	IITB	non-tech	acro
15040	G_N	guy	IITB	en
15041	G_PRP	who	guy	en
15042	G_V	has	who	en
15043	G_V	got	has	en
15044	G_V	placed	got	en
15045	PSP	in	placed	en
15046	G_R	completely	in	en
15047	G_N	tech	completely	en
15048	G_N	profile	tech	en
15049	G_V	coding	profile	en
15050	G_N	job	coding	en
15051	G_X	.	job	univ
15052	G_N	God	.	en
15053	G_V	would	God	en
15054	G_R	only	would	en
15055	G_V	tell	only	en
15056	G_PRP	what	tell	en
15057	G_PRP	those	what	en
15058	G_N	idiots	those	en
15059	G_V	thought	idiots	en
15060	PSP	at	thought	en
15061	DT	the	at	en
15062	G_N	time	the	en
15063	PSP	of	time	en
15064	G_V	hiring	of	en
15065	G_PRP	me	hiring	en
15066	G_X	.	me	univ
15067	G_PRP	I	.	en
15068	G_V	can't	I	en
15069	G_V	even	can't	en
15070	G_V	write	even	en
15071	DT	a	write	en
15072	G_X	'	a	univ
15073	G_PRT	Hello	'	en
15074	G_X	World!!!'	Hello	univ
15075	G_N	program	World!!!'	en
15076	PSP	in	program	en
15077	DT	any	in	en
15078	G_N	language	any	en
15079	PSP	in	language	en
15080	DT	the	in	en
15081	G_J	first	the	en
15082	G_N	attempt	first	en
15083	G_X	.	attempt	univ
15084	G_V	be		en
15085	G_J	ready	be	en
15086	PSP	to	ready	en
15087	G_V	get	to	en
15088	G_V	fired	get	en
15089	G_X	!	fired	univ
15090	E	:P	!	univ
15091	G_N	Harshad		ne
15092	G_N	Snehil		ne
15093	G_X	:	Snehil	univ
15094	G_J	exact	:	en
15095	G_J	same	exact	en
15096	G_V	thought	same	en
15097	G_V	struck	thought	en
15098	G_PRP	me	struck	en
15099	G_R	as	me	en
15100	G_R	soon	as	en
15101	G_R	as	soon	en
15102	G_PRP	i	as	en
15103	G_V	saw	i	en
15104	G_PRP	this	saw	en
15105	G_X	!	this	univ
15106	G_N	Harshad	!	ne
15107	E	:P	Harshad	univ
15108	G_PRT	hahaha		univ
15109	G_J	main	hahaha	en
15110	G_V	fire	main	en
15111	G_V	ho	fire	hi
15112	G_V	raha	ho	hi
15113	G_V	hu	raha	hi
15114	E	:P	hu	univ
15115	DT	some		en
15116	G_N	motivation	some	en
15117	PSP	for	motivation	en
15118	G_PRP	me	for	en
15119	G_V	don't		en
15120	G_V	worry	don't	en
15121	G_X	.	worry	univ
15122	PSP	if	.	en
15123	DT	a	if	en
15124	G_J	civil	a	en
15125	G_N	guy	civil	en
15126	PSP	from	guy	en
15127	G_J	private	from	en
15128	G_N	state	private	en
15129	G_N	college	state	en
15130	G_V	can	college	en
15131	G_V	be	can	en
15132	DT	a	be	en
15133	G_N	coder	a	en
15134	PSP	in	coder	en
15135	G_N	TCS	in	acro
15136	G_X	,	TCS	univ
15137	G_PRP	you	,	en
15138	G_V	can	you	en
15139	G_V	do	can	en
15140	G_R	better	do	en
15141	G_R	then	better	en
15142	G_PRP	him	then	en
15143	G_N	ur	him	en
15144	DT	an	ur	en
15145	G_N	IITIAN	an	ne
15146	G_R	right	IITIAN	en
15147	G_X	??	right	univ
15148	$	#231		univ
15149	G_X	:	#231	univ
15150	PSP	To	:	en
15151	DT	the	To	en
15152	G_N	4thie	the	univ
15153	G_N	bitch	4thie	en
15154	G_PRP	who	bitch	en
15155	G_V	comes	who	en
15156	PSP	to	comes	en
15157	G_N	LCC	to	acro
15158	G_X	,	LCC	univ
15159	G_V	talks	,	en
15160	G_R	loudly	talks	en
15161	G_X	,	loudly	univ
15162	G_V	farts	,	en
15163	PSP	around	farts	en
15164	G_V	making	around	en
15165	G_N	noise	making	en
15166	G_X	,	noise	univ
15167	G_PRP	you're	,	en
15168	G_V	doing	you're	en
15169	DT	a	doing	en
15170	G_J	mass	a	en
15171	G_X	RG	mass	acro
15172	G_X	...	RG	univ
15173	G_PRP	It's	...	en
15174	G_R	not	It's	en
15175	G_J	cool	not	en
15176	G_X	.	cool	univ
15177	$	#230		univ
15178	G_X	:	#230	univ
15179	CC	During	:	en
15180	G_J	my	During	en
15181	G_J	final	my	en
15182	G_N	year	final	en
15183	PSP	in	year	en
15184	G_N	EP	in	acro
15185	G_X	,	EP	univ
15186	DT	all	,	en
15187	DT	the	all	en
15188	G_N	nbdu	the	acro
15189	G_N	nerds	nbdu	en
15190	PSP	in	nerds	en
15191	DT	our	in	en
15192	G_N	dept	our	en
15193	G_V	started	dept	en
15194	G_V	chilling	started	en
15195	G_R	out	chilling	en
15196	G_X	.	out	univ
15197	PSP	For	.	en
15198	G_J	my	For	en
15199	G_N	birthday	my	en
15200	G_PRP	we	birthday	en
15201	G_V	were	we	en
15202	G_J	supposed	were	en
15203	CC	to	supposed	en
15204	G_V	have	to	en
15205	DT	a	have	en
15206	G_J	small	a	en
15207	G_N	treat	small	en
15208	PSP	so	treat	en
15209	G_PRP	I	so	en
15210	G_V	gave	I	en
15211	DT	the	gave	en
15212	G_N	money	the	en
15213	CC	to	money	en
15214	G_J	this	to	en
15215	G_N	dept	this	en
15216	G_N	topper	dept	en
15217	PSP	and	topper	en
15218	G_V	told	and	en
15219	G_PRP	him	told	en
15220	G_PRP	I	him	en
15221	G_V	will	I	en
15222	G_V	meet	will	en
15223	G_PRP	you	meet	en
15224	G_N	guys	you	en
15225	G_R	later	guys	en
15226	G_X	.	later	univ
15227	G_R	So	.	en
15228	G_R	as	So	en
15229	G_PRP	it	as	en
15230	G_V	turned	it	en
15231	G_R	out	turned	en
15232	PSP	that	out	en
15233	DT	these	that	en
15234	G_N	guys	these	en
15235	G_V	went	guys	en
15236	PSP	and	went	en
15237	G_V	had	and	en
15238	DT	the	had	en
15239	G_N	treat	the	en
15240	PSP	without	treat	en
15241	G_PRP	me	without	en
15242	PSP	and	me	en
15243	G_R	then	and	en
15244	G_R	simply	then	en
15245	G_V	put	simply	en
15246	DT	the	put	en
15247	G_N	blame	the	en
15248	CC	on	blame	en
15249	G_J	poor	on	en
15250	G_N	EP	poor	acro
15251	G_N	nbdu	EP	acro
15252	G_N	topper	nbdu	en
15253	G_X	,	topper	univ
15254	G_R	when	,	en
15255	DT	all	when	en
15256	G_PRP	he	all	en
15257	G_V	was	he	en
15258	G_J	famous	was	en
15259	CC	for	famous	en
15260	G_V	was	for	en
15261	G_V	laughing	was	en
15262	DT	all	laughing	en
15263	DT	the	all	en
15264	G_N	time	the	en
15265	G_X	(	time	univ
15266	PSP	apart	(	en
15267	PSP	from	apart	en
15268	DT	the	from	en
15269	G_N	fact	the	en
15270	PSP	that	fact	en
15271	G_PRP	he	that	en
15272	G_V	was	he	en
15273	DT	the	was	en
15274	G_R	most	the	en
15275	G_J	intelligent	most	en
15276	G_N	guy	intelligent	en
15277	CC	of	guy	en
15278	DT	our	of	en
15279	G_N	batch	our	en
15280	G_X	)	batch	univ
15281	G_X	.	)	univ
15282	G_R	How		en
15283	G_V	did	How	en
15284	G_PRP	this	did	en
15285	G_V	get	this	en
15286	G_V	published	get	en
15287	G_X	?	published	univ
15288	#	#229		univ
15289	G_X	:	#229	univ
15290	#	#AcademicOfficeFail	:	univ
15291	G_PRP	I	#AcademicOfficeFail	en
15292	G_V	appeared	I	en
15293	CC	for	appeared	en
15294	G_N	ES	for	acro
15295	$	200	ES	univ
15296	G_J	endsem	200	en
15297	G_N	exam	endsem	en
15298	G_R	twice	exam	en
15299	CC	in	twice	en
15300	DT	the	in	en
15301	G_N	semester	the	en
15302	PSP	and	semester	en
15303	G_V	got	and	en
15304	DT	a	got	en
15305	G_N	FR	a	acro
15306	CC	in	FR	en
15307	G_N	HS	in	acro
15308	$	200	HS	univ
15309	E	:-/	200	univ
15310	#	#Aero	:-/	univ
15311	G_N	Pawan		ne
15312	G_N	Tez	Pawan	ne
15313	G_X	..!!	Tez	univ
15314	G_N	Pawan		ne
15315	G_N	Tez	Pawan	ne
15316	G_PRP	tune	Tez	hi
15317	G_V	likha	tune	hi
15318	G_V	h	likha	hi
15319	G_X	?	h	univ
15320	$	#228		univ
15321	G_X	:	#228	univ
15322	G_PRP	I	:	en
15323	G_V	was	I	en
15324	DT	an	was	en
15325	G_J	exchange	an	en
15326	G_N	student	exchange	en
15327	PSP	at	student	en
15328	G_N	IITB	at	acro
15329	G_X	...	IITB	univ
15330	G_PRP	it	...	en
15331	G_V	was	it	en
15332	DT	an	was	en
15333	G_J	amazing	an	en
15334	G_N	experience	amazing	en
15335	G_X	.	experience	univ
15336	G_N	India	.	ne
15337	G_V	has	India	en
15338	G_R	so	has	en
15339	G_R	much	so	en
15340	PSP	to	much	en
15341	G_V	give	to	en
15342	G_X	...	give	univ
15343	G_J	many	...	en
15344	G_N	things	many	en
15345	PSP	to	things	en
15346	G_V	see	to	en
15347	G_X	.	see	univ
15348	PSP	And	.	en
15349	G_N	everyday	And	en
15350	G_R	there	everyday	en
15351	G_V	is	there	en
15352	G_N	something	is	en
15353	G_J	new	something	en
15354	PSP	to	new	en
15355	G_V	discover	to	en
15356	G_X	.	discover	univ
15357	PSP	But	.	en
15358	G_X	,	But	univ
15359	G_PRP	I	,	en
15360	G_V	was	I	en
15361	G_R	really	was	en
15362	G_V	surprised	really	en
15363	PSP	to	surprised	en
15364	G_V	see	to	en
15365	DT	that	see	en
15366	G_N	boys	that	en
15367	PSP	and	boys	en
15368	G_N	girls	and	en
15369	PSP	either	girls	en
15370	G_N	mix	either	en
15371	PSP	nor	mix	en
15372	G_V	understand	nor	en
15373	DT	each	understand	en
15374	G_J	other	each	en
15375	G_X	.	other	univ
15376	G_PRP	I	.	en
15377	G_V	don't	I	en
15378	G_V	think	don't	en
15379	G_N	girls	think	en
15380	G_V	are	girls	en
15381	G_R	just	are	en
15382	G_N	entertainment	just	en
15383	PSP	or	entertainment	en
15384	G_V	distraction	or	en
15385	G_X	.	distraction	univ
15386	G_PRP	We	.	en
15387	G_V	can	We	en
15388	G_V	be	can	en
15389	G_J	more	be	en
15390	G_N	friends	more	en
15391	PSP	with	friends	en
15392	G_PRP	them	with	en
15393	PSP	than	them	en
15394	PSP	with	than	en
15395	G_J	other	with	en
15396	G_N	guys	other	en
15397	G_X	,	guys	univ
15398	G_PRP	they	,	en
15399	G_V	are	they	en
15400	G_R	like	are	en
15401	G_PRP	us	like	en
15402	G_X	.	us	univ
15403	G_X	.	.	univ
15404	G_V	Stop	.	en
15405	G_V	objectifying	Stop	en
15406	PSP	and	objectifying	en
15407	G_V	criticizing	and	en
15408	G_PRP	them	criticizing	en
15409	G_X	.	them	univ
15410	DT	There	.	en
15411	G_V	are	There	en
15412	G_R	only	are	en
15413	G_J	few	only	en
15414	G_N	girls	few	en
15415	PSP	in	girls	en
15416	G_N	IIT	in	acro
15417	G_X	.	IIT	univ
15418	G_PRP	You	.	en
15419	G_V	should	You	en
15420	G_V	take	should	en
15421	G_N	care	take	en
15422	PSP	of	care	en
15423	G_PRP	them	of	en
15424	PSP	and	them	en
15425	G_V	learn	and	en
15426	PSP	to	learn	en
15427	G_V	know	to	en
15428	G_PRP	them	know	en
15429	G_J	better	them	en
15430	G_X	.	better	univ
15431	G_V	Love	.	en
15432	G_N	IITB	Love	acro
15433	G_X	.	IITB	univ
15434	DT	The		en
15435	G_J	sweetest	The	en
15436	G_N	confession	sweetest	en
15437	G_PRP	I	confession	en
15438	G_V	have	I	en
15439	G_V	read	have	en
15440	G_R	so	read	en
15441	G_R	far	so	en
15442	G_X	!	far	univ
15443	E	:)	!	univ
15444	$	#227		univ
15445	G_X	:	#227	univ
15446	G_X	[	:	univ
15447	CC	On	[	en
15448	G_N	behalf	On	en
15449	PSP	of	behalf	en
15450	DT	an	of	en
15451	G_N	ex-faculty	an	en
15452	G_N	member	ex-faculty	en
15453	G_X	]	member	univ
15454	PSP	during	]	en
15455	DT	my	during	en
15456	G_J	recent	my	en
15457	G_N	stay	recent	en
15458	PSP	at	stay	en
15459	DT	the	at	en
15460	G_N	IITB	the	acro
15461	G_N	guest	IITB	en
15462	G_N	house	guest	en
15463	G_X	,	house	univ
15464	G_PRP	I	,	en
15465	G_V	notify	I	en
15466	G_N	reception	notify	en
15467	PSP	about	reception	en
15468	$	2	about	univ
15469	G_N	cockroaches	2	en
15470	PSP	in	cockroaches	en
15471	DT	my	in	en
15472	G_N	room	my	en
15473	G_X	.	room	univ
15474	G_N	Staff	.	en
15475	G_R	kindly	Staff	en
15476	G_V	gives	kindly	en
15477	G_PRP	me	gives	en
15478	G_N	broom	me	en
15479	PSP	&	broom	en
15480	G_N	scoop	&	en
15481	PSP	to	scoop	en
15482	G_V	deal	to	en
15483	PSP	with	deal	en
15484	G_PRP	it	with	en
15485	G_X	.	it	univ
15486	G_V	Deposited	.	en
15487	G_PRP	both	Deposited	en
15488	G_X	(	both	univ
15489	G_J	dead	(	en
15490	G_X	)	dead	univ
15491	PSP	at	)	en
15492	G_N	front	at	en
15493	G_N	desk	front	en
15494	G_X	.	desk	univ
15495	G_V	Gives	.	en
15496	G_PRP	you	Gives	en
15497	DT	an	you	en
15498	G_N	idea	an	en
15499	PSP	of	idea	en
15500	G_R	where	of	en
15501	DT	the	where	en
15502	G_N	institute	the	en
15503	G_V	is	institute	en
15504	G_V	going	is	en
15505	E	:(	going	univ
15506	G_N	cockroaches		en
15507	PSP	ko	cockroaches	hi
15508	G_N	raat	ko	hi
15509	PSP	ko	raat	hi
15510	G_N	baygon	ko	hi
15511	PSP	ka	baygon	hi
15512	G_N	bharta	ka	hi
15513	G_V	khila	bharta	hi
15514	G_V	dene	khila	hi
15515	PSP	ka	dene	hi
15516	G_PRP	This		en
15517	G_V	is	This	en
15518	G_R	also	is	en
15519	G_N	Aero	also	en
15520	G_X	!!!	Aero	univ
15521	$	#226		univ
15522	G_X	:	#226	univ
15523	PSP	In	:	en
15524	DT	my	In	en
15525	$	3rd	my	univ
15526	G_N	sem	3rd	en
15527	PSP	during	sem	en
15528	G_X	PH209	during	univ
15529	G_PRP	I	PH209	en
15530	G_V	bunked	I	en
15531	G_J	several	bunked	en
15532	G_N	classes	several	en
15533	PSP	and	classes	en
15534	G_R	when	and	en
15535	G_PRP	I	when	en
15536	G_V	opened	I	en
15537	DT	the	opened	en
15538	G_N	textbook	the	en
15539	PSP	to	textbook	en
15540	G_V	mug	to	en
15541	G_PRP	I	mug	en
15542	G_V	realized	I	en
15543	G_R	there	realized	en
15544	G_V	are	there	en
15545	DT	a	are	en
15546	G_J	few	a	en
15547	G_J	greek	few	en
15548	G_N	letters	greek	en
15549	PSP	that	letters	en
15550	G_PRP	I	that	en
15551	G_V	don't	I	en
15552	G_V	know	don't	en
15553	G_X	...	know	univ
15554	G_R	hence	...	en
15555	G_PRP	I	hence	en
15556	G_V	decided	I	en
15557	PSP	to	decided	en
15558	G_V	mug	to	en
15559	DT	the	mug	en
15560	G_J	entire	the	en
15561	G_J	greek	entire	en
15562	G_N	alphabet	greek	en
15563	G_X	.	alphabet	univ
15564	PSP	So	.	en
15565	G_PRP	I	So	en
15566	G_V	learned	I	en
15567	DT	all	learned	en
15568	DT	the	all	en
15569	$	28	the	univ
15570	G_N	letters	28	en
15571	PSP	and	letters	en
15572	G_R	how	and	en
15573	PSP	to	how	en
15574	G_V	write	to	en
15575	CC	+	write	univ
15576	G_V	pronounce	+	en
15577	G_PRP	them	pronounce	en
15578	G_X	.	them	univ
15579	G_R	Then	.	en
15580	G_PRP	I	Then	en
15581	G_V	got	I	en
15582	G_R	really	got	en
15583	G_J	ambitious	really	en
15584	G_X	,	ambitious	univ
15585	G_PRP	I	,	en
15586	G_V	started	I	en
15587	G_V	writing	started	en
15588	G_PRT	down	writing	en
15589	G_N	class	down	en
15590	G_N	notes	class	en
15591	G_V	substituting	notes	en
15592	G_J	greek	substituting	en
15593	G_N	letters	greek	en
15594	G_R	instead	letters	en
15595	PSP	of	instead	en
15596	DT	the	of	en
15597	G_N	equivalent	the	en
15598	G_N	english	equivalent	en
15599	G_N	letters	english	en
15600	G_X	,	letters	univ
15601	PSP	in	,	en
15602	DT	all	in	en
15603	G_N	classes	all	en
15604	G_X	.	classes	univ
15605	PSP	By	.	en
15606	DT	the	By	en
15607	G_N	end	the	en
15608	PSP	of	end	en
15609	DT	the	of	en
15610	G_N	semester	the	en
15611	G_X	,	semester	univ
15612	G_PRP	I	,	en
15613	G_V	was	I	en
15614	G_J	able	was	en
15615	PSP	to	able	en
15616	G_V	write	to	en
15617	PSP	in	write	en
15618	G_N	english-in-greek	in	en
15619	G_R	fluently	english-in-greek	en
15620	G_X	,	fluently	univ
15621	PSP	as	,	en
15622	G_J	fast	as	en
15623	PSP	as	fast	en
15624	DT	the	as	en
15625	G_N	prof	the	en
15626	G_V	would	prof	en
15627	G_V	blabber	would	en
15628	G_X	.	blabber	univ
15629	PSP	By	.	en
15630	DT	the	By	en
15631	G_N	time	the	en
15632	G_V	endsems	time	en
15633	G_V	came	endsems	en
15634	G_X	,	came	univ
15635	G_PRP	I	,	en
15636	G_V	opened	I	en
15637	DT	my	opened	en
15638	G_N	notes	my	en
15639	PSP	to	notes	en
15640	G_V	mug	to	en
15641	G_X	,	mug	univ
15642	PSP	and	,	en
15643	G_V	realized	and	en
15644	G_PRP	that	realized	en
15645	PSP	while	that	en
15646	G_PRP	I	while	en
15647	G_V	could	I	en
15648	G_V	transliterate	could	en
15649	G_R	very	transliterate	en
15650	G_J	fast	very	en
15651	G_X	,	fast	univ
15652	G_PRP	I	,	en
15653	G_V	didn't	I	en
15654	G_V	develop	didn't	en
15655	DT	the	develop	en
15656	G_N	reverse	the	en
15657	G_N	skill	reverse	en
15658	G_X	,	skill	univ
15659	PSP	to	,	en
15660	G_V	read	to	en
15661	G_J	greek-into-english	read	en
15662	G_X	.	greek-into-english	univ
15663	PSP	So	.	en
15664	DT	a	So	en
15665	G_N	day	a	en
15666	PSP	before	day	en
15667	DT	the	before	en
15668	G_N	endsems	the	en
15669	G_X	,	endsems	univ
15670	G_R	there	,	en
15671	G_PRP	I	there	en
15672	G_V	was	I	en
15673	G_X	,	was	univ
15674	DT	all	,	en
15675	DT	my	all	en
15676	G_N	notes	my	en
15677	G_V	were	notes	en
15678	PSP	in	were	en
15679	G_J	greek	in	en
15680	PSP	and	greek	en
15681	G_PRP	I	and	en
15682	G_V	couldn't	I	en
15683	G_V	read	couldn't	en
15684	G_PRP	them	read	en
15685	G_X	.	them	univ
15686	G_PRP	I	.	en
15687	G_V	flunked	I	en
15688	$	4	flunked	univ
15689	PSP	out	4	en
15690	PSP	of	out	en
