id	tag	word	label	prev_label	next_label
18195	G_N	everyone	en	en	en
18196	CC	of	en	en	en
18197	G_PRP	us	en	en	en
18198	G_V	would	en	en	en
18199	G_V	like	en	en	en
18200	CC	to	en	en	en
18201	G_V	say	en	en	en
18202	G_J	Best	en	en	en
18203	CC	of	en	en	en
18204	G_N	Luck	en	en	en
18205	CC	to	en	en	en
18206	DT	the	en	en	en
18207	G_J	new	en	en	en
18208	G_N	team	en	en	univ
18209	G_X	.	univ	en	en
18210	PSP	About	en	univ	en
18211	G_PRP	your	en	en	en
18212	G_N	experience	en	en	en
18213	G_R	as	en	en	en
18214	G_N	organiser	en	en	univ
18215	G_X	,	univ	en	en
18216	G_PRP	I	en	univ	en
18217	G_PRP	am	en	en	en
18218	G_J	sure	en	en	en
18219	G_PRP	it	en	en	en
18220	G_V	will	en	en	en
18221	G_R	always	en	en	en
18222	G_V	be	en	en	en
18223	DT	a	en	en	en
18224	G_N	memory	en	en	en
18225	CC	to	en	en	en
18226	G_V	cherish	en	en	univ
18227	E	:)	univ	en	en
18228	CC	And	en	univ	en
18229	G_PRP	I	en	en	en
18230	G_PRP	am	en	en	en
18231	G_R	very	en	en	en
18232	G_J	sure	en	en	univ
18233	G_X	,	univ	en	en
18234	G_V	being	en	univ	en
18235	DT	a	en	en	acro
18236	G_X	CG	acro	en	en
18237	G_V	is	en	acro	en
18238	G_R	not	en	en	en
18239	DT	the	en	en	en
18240	G_R	only	en	en	en
18241	G_N	thing	en	en	en
18242	G_PRP	you	en	en	en
18243	G_V	can	en	en	en
18244	G_V	dream	en	en	en
18245	CC	of	en	en	univ
18246	G_X	,	univ	en	en
18247	CC	in	en	univ	en
18248	G_N	life	en	en	univ
18249	G_X	?	univ	en	en
18250	G_V	Dream	en	univ	en
18251	G_J	Bigger	en	en	univ
18252	G_X	.	univ	en	univ
18253	G_PRT	Amen	univ	univ	
18254	G_N	Keshri	ne		univ
18255	G_X	....?	univ	ne	
18256	$	#346	univ		univ
18257	G_X	[	univ	univ	acro
18258	G_N	M2K	acro	univ	univ
18259	G_X	]:	univ	acro	en
18260	G_PRP	I	en	univ	en
18261	G_V	got	en	en	en
18262	G_N	a	en	en	acro
18263	G_N	DD	acro	en	en
18264	CC	in	en	acro	univ
18265	G_X	HS101	univ	en	en
18266	PSP	becuase	en	univ	en
18267	CC	of	en	en	en
18268	G_N	a	en	en	hi
18269	G_X	khadoos	hi	en	en
18270	G_N	prof	en	hi	en
18271	PSP	so	en	en	en
18272	G_PRP	I	en	en	en
18273	G_V	swore	en	en	en
18274	CC	to	en	en	en
18275	G_V	take	en	en	en
18276	G_N	revenge	en	en	en
18277	G_R	someday	en	en	univ
18278	G_X	.	univ	en	en
18279	CC	And	en	univ	en
18280	PSP	so	en	en	en
18281	DT	the	en	en	en
18282	G_J	next	en	en	en
18283	G_N	year	en	en	en
18284	G_R	when	en	en	en
18285	G_PRP	I	en	en	en
18286	G_V	was	en	en	en
18287	G_N	a	en	en	ne
18288	G_X	sophie	ne	en	univ
18289	G_X	,	univ	ne	en
18290	G_PRP	I	en	univ	en
18291	G_V	attended	en	en	en
18292	DT	the	en	en	univ
18293	G_X	HS101	univ	en	en
18294	G_N	endsem	en	univ	univ
18295	G_X	,	univ	en	en
18296	G_V	found	en	univ	en
18297	G_PRT	out	en	en	en
18298	DT	the	en	en	en
18299	G_J	last	en	en	en
18300	G_N	roll	en	en	en
18301	G_N	number	en	en	en
18302	CC	in	en	en	en
18303	G_N	Meta	en	en	univ
18304	G_X	,	univ	en	en
18305	G_V	added	en	univ	univ
18306	$	1	univ	en	en
18307	G_J	more	en	univ	en
18308	CC	to	en	en	en
18309	G_PRP	it	en	en	univ
18310	G_X	,	univ	en	en
18311	G_V	created	en	univ	en
18312	G_N	a	en	en	en
18313	G_J	fake	en	en	en
18314	G_N	name	en	en	en
18315	PSP	and	en	en	en
18316	G_V	proceeded	en	en	en
18317	CC	to	en	en	en
18318	G_V	write	en	en	en
18319	DT	the	en	en	en
18320	G_N	endsem	en	en	en
18321	G_J	full	en	en	en
18322	CC	of	en	en	en
18323	G_J	hardcore	en	en	en
18324	G_J	literary	en	en	en
18325	G_N	porn	en	en	univ
18326	G_X	.	univ	en	en
18327	G_R	Instead	en	univ	en
18328	CC	of	en	en	en
18329	G_N	graphs	en	en	en
18330	G_PRP	I	en	en	en
18331	G_V	drew	en	en	en
18332	G_J	several	en	en	en
18333	G_J	hardcore	en	en	en
18334	G_N	sketches	en	en	en
18335	PSP	or	en	en	en
18336	G_SYM	various	en	en	en
18337	G_N	porn	en	en	en
18338	G_N	activities	en	en	univ
18339	G_X	,	univ	en	en
18340	PSP	and	en	univ	en
18341	G_PRP	I	en	en	en
18342	G_V	was	en	en	en
18343	G_R	very	en	en	en
18344	G_J	proud	en	en	en
18345	CC	of	en	en	en
18346	G_PRP	my	en	en	en
18347	G_J	newfound	en	en	en
18348	G_N	talent	en	en	en
18349	PSP	at	en	en	en
18350	G_X	endsem-art	en	en	univ
18351	G_X	.	univ	en	en
18352	G_R	Unfortunately	en	univ	en
18353	DT	the	en	en	en
18354	G_N	prof	en	en	en
18355	G_V	didn't	en	en	en
18356	G_V	give	en	en	en
18357	G_PRP	me	en	en	en
18358	G_N	a	en	en	en
18359	G_N	grade	en	en	en
18360	DT	this	en	en	en
18361	G_N	time	en	en	univ
18362	G_X	,	univ	en	univ
18363	G_X	(	univ	univ	en
18364	PSP	if	en	univ	en
18365	G_PRP	he	en	en	en
18366	G_V	did	en	en	en
18367	G_R	then	en	en	en
18368	G_R	presumably	en	en	univ
18369	E	XXX	univ	en	en
18370	G_V	would	en	univ	en
18371	G_V	be	en	en	en
18372	G_J	justified	en	en	univ
18373	G_X	)	univ	en	
18374	G_PRP	u	en		en
18375	G_V	r	en	en	en
18376	DT	a	en	en	en
18377	G_X	nOOb	en	en	
18378	U	https://www.facebook.com/photo.php?fbid=10151431420334440&set=pb.738039439.-2207520000.1366545056.&	univ		en
18379	G_N	type	en	univ	univ
18380	E	3	univ	en	univ
18381	G_N	&theater	univ	univ	
18382	$	#196	univ		univ
18383	G_X	:	univ	univ	univ
18384	$	80%	univ	univ	en
18385	G_N	attendance	en	univ	univ
18386	G_X	?	univ	en	univ
18387	G_X	.	univ	univ	en
18388	G_N	Midsem/quizzes	en	univ	univ
18389	G_X	?.	univ	en	en
18390	G_N	Project	en	univ	univ
18391	G_X	?.	univ	en	en
18392	G_N	Course	en	univ	en
18393	G_N	registration	en	en	univ
18394	G_X	?.	univ	en	en
18395	G_J	True	en	univ	en
18396	G_N	Story	en	en	univ
18397	G_X	!	univ	en	
18398	G_N	Siddharth	ne		ne
18399	G_N	Nandan	ne	ne	ne
18400	G_N	Thakur	ne	ne	univ
18401	E	:P	univ	ne	
18402	G_N	Saurabh	ne		hi
18403	G_N	Bhola	hi	ne	hi
18404	G_PRP	tu	hi	hi	hi
18405	G_PRT	hai	hi	hi	hi
18406	G_PRT	na	hi	hi	univ
18407	E	:P	univ	hi	
18408	G_PRT	naah	hi		univ
18409	G_X	...	univ	hi	
18410	G_N	Vivek	ne		ne
18411	G_N	Singh	ne	ne	univ
18412	E	;)	univ	ne	univ
18413	#	#MaukaMauka	univ	univ	hi
18414	G_N	Beta	hi	univ	hi
18415	G_V	cheen	hi	hi	hi
18416	PSP	ke	hi	hi	hi
18417	G_V	haasil	hi	hi	hi
18418	G_V	kiya	hi	hi	hi
18419	G_V	hai	hi	hi	hi
18420	G_PRP	yeh	hi	hi	hi
18421	G_N	mauka	hi	hi	hi
18422	G_R	aaj	hi	hi	univ
18423	G_X	...	univ	hi	en
18424	G_R	So	en	univ	en
18425	G_J	proud	en	en	en
18426	PSP	of	en	en	en
18427	G_PRP	u	en	en	univ
18428	#	#TeamIndia	univ	en	univ
18429	#	#IndvsSA	univ	univ	univ
18430	#	#BleedBlue	univ	univ	univ
18431	#	#CWC15	univ	univ	
18432	G_V	Is	hi		en
18433	G_PRP	this	en	hi	en
18434	DT	the	en	en	ne
18435	G_N	South	ne	en	ne
18436	G_N	Africa	ne	ne	en
18437	G_PRP	we	en	ne	en
18438	G_V	know	en	en	univ
18439	G_X	?	univ	en	hi
18440	G_N	Maang	hi	univ	hi
18441	PSP	ke	hi	hi	hi
18442	G_PRT	nahi	hi	hi	hi
18443	G_V	cheen	hi	hi	hi
18444	PSP	ke	hi	hi	hi
18445	G_V	lenge	hi	hi	univ
18446	#	#MaukaMauka	univ	hi	ne
18447	G_N	India	ne	univ	en
18448	PSP	to	en	ne	en
18449	G_V	break	en	en	en
18450	DT	the	en	en	en
18451	G_N	jinx	en	en	univ
18452	#	#CWC15	univ	en	
18453	@	@HDFCLIFE	univ		hi
18454	G_V	Kehte	hi	univ	hi
18455	G_V	hain	hi	hi	hi
18456	G_PRP	humko	hi	hi	hi
18457	G_N	pyar	hi	hi	hi
18458	PSP	se	hi	hi	ne
18459	G_N	India	ne	hi	hi
18460	G_PRT	wale	hi	ne	hi
18461	G_V	Chhu	hi	hi	hi
18462	G_V	lete	hi	hi	hi
18463	G_N	dil	hi	hi	hi
18464	PSP	ke	hi	hi	hi
18465	G_N	taar	hi	hi	hi
18466	PSP	se	hi	hi	ne
18467	G_N	India	ne	hi	hi
18468	G_PRT	wale	hi	ne	hi
18469	G_N	Har	hi	hi	hi
18470	G_N	jeet	hi	hi	hi
18471	G_V	cheen	hi	hi	hi
18472	PSP	le	hi	hi	hi
18473	G_N	haar	hi	hi	hi
18474	PSP	se	hi	hi	mixed
18475	G_N	Indiawaale	mixed	hi	univ
18476	#	#MyTeamMyPride	univ	mixed	
18477	G_N	Har	hi		hi
18478	G_N	jeet	hi	hi	hi
18479	G_V	cheen	hi	hi	hi
18480	G_V	le	hi	hi	hi
18481	G_N	har	hi	hi	hi
18482	PSP	se	hi	hi	ne
18483	G_N	india	ne	hi	hi
18484	G_PRT	wale	hi	ne	univ
18485	G_X	..	univ	hi	hi
18486	G_N	dusaman	hi	univ	hi
18487	PSP	ke	hi	hi	hi
18488	G_J	chakke	hi	hi	hi
18489	G_V	chhuda	hi	hi	hi
18490	G_V	de	hi	hi	hi
18491	G_PRP	ham	hi	hi	ne
18492	G_N	india	ne	hi	hi
18493	G_PRT	wale	hi	ne	univ
18494	G_X	...	univ	hi	en
18495	G_V	go	en	univ	en
18496	G_V	go	en	en	ne
18497	G_N	india	ne	en	univ
18498	#	#indvsSA	univ	ne	
18499	G_N	Breaking_News	en		univ
18500	G_X	/	univ	en	ne
18501	G_N	Mehar	ne	univ	ne
18502	G_N	Madina	ne	ne	en
18503	G_N	Colony	en	ne	hi
18504	PSP	me	hi	en	hi
18505	G_N	Daketi	hi	hi	hi
18506	PSP	ki	hi	hi	hi
18507	G_N	wardat	hi	hi	en
18508	G_N	Dr	en	hi	ne
18509	G_N	Ilahi	ne	en	hi
18510	PSP	ke	hi	ne	en
18511	G_N	Relative	en	hi	hi
18512	PSP	se	hi	en	en
18513	G_N	Motor	en	hi	en
18514	G_N	cycle	en	en	hi
18515	G_V	cheen	hi	en	hi
18516	G_V	ker	hi	hi	hi
18517	G_V	Farar	hi	hi	univ
18518	G_X	/	univ	hi	ne
18519	G_N	Zarai	ne	univ	en
18520	G_N	Rpt	en	ne	univ
18521	G_X	.	univ	en	ne
18522	G_N	MIR	ne	univ	ne
18523	G_N	GORAR	ne	ne	
18524	@	@Zaya4Jaya	univ		univ
18525	@	@har1603	univ	univ	hi
18526	G_PRP	Mere	hi	univ	hi
18527	G_N	muuh	hi	hi	hi
18528	PSP	ke	hi	hi	hi
18529	G_N	baat	hi	hi	hi
18530	G_V	cheen	hi	hi	hi
18531	G_V	Lee	hi	hi	en
18532	G_R	basically	en	hi	en
18533	G_PRP	I	en	en	en
18534	G_V	missing	en	en	ne
18535	G_N	zaya	ne	en	univ
18536	E	😝	univ	ne	
18537	@	@imshas	univ		en
18538	G_N	Management	en	univ	en
18539	G_N	mobiles	en	en	hi
18540	G_V	cheen	hi	en	hi
18541	PSP	ke	hi	hi	hi
18542	G_V	rakh	hi	hi	hi
18543	G_V	le	hi	hi	hi
18544	G_SYM	sab	hi	hi	hi
18545	PSP	ke	hi	hi	univ
18546	G_X	..	univ	hi	en
18547	G_V	Perform	en	univ	hi
18548	G_PRT	na	hi	en	hi
18549	G_V	kren	hi	hi	hi
18550	CC	tou	hi	hi	hi
18551	G_R	phir	hi	hi	hi
18552	G_V	kehna	hi	hi	univ
18553	G_X	..	univ	hi	
18554	@	@mercyfatal	univ		en
18555	G_J	HIGH	en	univ	en
18556	G_N	SPEED	en	en	en
18557	G_N	VOTE	en	en	hi
18558	G_V	MANGTE	hi	en	hi
18559	G_V	H	hi	hi	hi
18560	G_N	RAJ	hi	hi	hi
18561	G_PRT	NHI	hi	hi	hi
18562	G_V	SEWA	hi	hi	hi
18563	G_N	ROJGAR	hi	hi	hi
18564	G_V	DE	hi	hi	hi
18565	G_V	SAKTE	hi	hi	hi
18566	G_PRT	NHI	hi	hi	hi
18567	G_V	CHEEN	hi	hi	hi
18568	G_V	RHE	hi	hi	hi
18569	G_V	H	hi	hi	en
18570	G_N	VOTE	en	hi	hi
18571	G_V	LE	hi	en	hi
18572	G_V	KR	hi	hi	hi
18573	G_N	DESH	hi	hi	ne
18574	G_N	PUNJAB	ne	hi	hi
18575	PSP	KE	hi	ne	hi
18576	G_N	MALIK	hi	hi	hi
18577	G_V	BN	hi	hi	hi
18578	G_V	GAYA	hi	hi	hi
18579	G_J	AJIB	hi	hi	en
18580	G_N	DEMOCRACY	en	hi	hi
18581	G_V	H	hi	en	
18582	@	@ThePreCambrian	univ		hi
18583	G_PRP	Main	hi	univ	hi
18584	G_R	aur	hi	hi	univ
18585	@	@mahobili	univ	hi	hi
18586	G_PRP	aap	hi	univ	hi
18587	PSP	se	hi	hi	hi
18588	G_V	cheen	hi	hi	hi
18589	PSP	ke	hi	hi	hi
18590	G_PRP	apka	hi	hi	hi
18591	G_N	khana	hi	hi	hi
18592	G_V	khaein	hi	hi	hi
18593	G_V	gein	hi	hi	univ
18594	G_X	.	univ	hi	en
18595	G_J	Guaranteed	en	univ	univ
18596	G_X	!	univ	en	
18597	G_PRP	Kya	hi		hi
18598	G_N	kapde	hi	hi	hi
18599	G_V	Utare	hi	hi	hi
18600	G_V	hai	hi	hi	ne
18601	G_N	India	ne	hi	ne
18602	G_N	today	ne	ne	hi
18603	PSP	ke	hi	ne	en
18604	G_N	conclave	en	hi	univ
18605	$	2014	univ	en	hi
18606	PSP	mein	hi	univ	ne
18607	G_N	kejriwal	ne	hi	hi
18608	PSP	ke	hi	ne	hi
18609	G_V	aate	hi	hi	hi
18610	G_N	waqt	hi	hi	en
18611	G_N	mufflar	en	hi	hi
18612	G_PRT	b	hi	en	hi
18613	G_V	cheen	hi	hi	hi
18614	G_V	liya	hi	hi	
18615	@	@IndiaSpeaksPR	univ		univ
18616	@	@kailashkaushik8	univ	univ	en
18617	G_N	Opposition	en	univ	hi
18618	PSP	ke	hi	en	hi
18619	G_N	Muh	hi	hi	hi
18620	PSP	se	hi	hi	hi
18621	G_N	khana	hi	hi	hi
18622	G_V	cheen	hi	hi	hi
18623	G_V	raheho	hi	hi	univ
18624	G_X	..	univ	hi	hi
18625	G_SYM	Bahut	hi	univ	hi
18626	G_N	na	hi	hi	hi
18627	G_N	insaafi	hi	hi	hi
18628	G_V	huwa	hi	hi	hi
18629	G_PRT	he	hi	hi	univ
18630	G_X	.	univ	hi	
18631	@	@Muskurahateinn	univ		univ
18632	@	@ThatFilmyGirl	univ	univ	acro
18633	G_PRT	BC	acro	univ	univ
18634	G_X	!	univ	acro	en
18635	G_PRP	I	en	univ	en
18636	G_V	got	en	en	en
18637	G_PRP	none	en	en	univ
18638	G_X	.	univ	en	hi
18639	G_PRP	Khud	hi	univ	hi
18640	G_V	hi	hi	hi	hi
18641	G_V	cheen	hi	hi	hi
18642	PSP	ke	hi	hi	hi
18643	G_V	laayi	hi	hi	hi
18644	G_N	logo	hi	hi	hi
18645	PSP	se	hi	hi	univ
18646	G_X	.	univ	hi	univ
18647	E	😑	univ	univ	
18648	@	@bwoyblunder	univ		hi
18649	G_PRP	Yeh	hi	univ	hi
18650	PSP	toh	hi	hi	en
18651	G_N	opposition	en	hi	hi
18652	PSP	ke	hi	en	hi
18653	G_N	haat	hi	hi	hi
18654	PSP	se	hi	hi	hi
18655	G_N	bat	hi	hi	hi
18656	G_V	cheen	hi	hi	hi
18657	PSP	ke	hi	hi	hi
18658	G_PRP	apne	hi	hi	hi
18659	G_PRT	hi	hi	hi	en
18660	G_V	bowling	en	hi	hi
18661	PSP	pe	hi	en	hi
18662	G_SYM	chakka	hi	hi	hi
18663	G_N	maane	hi	hi	hi
18664	PSP	ke	hi	hi	hi
18665	G_J	barabar	hi	hi	hi
18666	G_V	hau	hi	hi	univ
18667	G_PRT	ROFL	univ	hi	
18668	G_N	ZiNdGe	hi		hi
18669	PSP	kE	hi	hi	hi
18670	G_J	TaLkhiYon	hi	hi	hi
18671	G_PRT	nE	hi	hi	hi
18672	G_V	cHeeN	hi	hi	hi
18673	G_V	le	hi	hi	hi
18674	G_N	sHaRarTaiN	hi	hi	hi
18675	G_PRP	mEri	hi	hi	hi
18676	CC	AuR	hi	hi	hi
18677	G_N	LoG	hi	hi	hi
18678	G_X	sAmjTy	hi	hi	hi
18679	G_J	mAgRoOr	hi	hi	hi
18680	G_V	hO	hi	hi	hi
18681	G_V	Gya	hi	hi	hi
18682	G_PRP	uN	hi	hi	hi
18683	PSP	mAin	hi	hi	en
18684	PSP	For	en	hi	en
18685	G_SYM	more	en	en	en
18686	G_PRP	U	en	en	
18687	@	@ImKrish35	univ		univ
18688	@	@S1dharthM	univ	univ	hi
18689	G_V	maaroge	hi	univ	hi
18690	G_PRP	sab	hi	hi	hi
18691	G_PRP	mujhe	hi	hi	hi
18692	G_V	padha	hi	hi	hi
18693	G_V	padha	hi	hi	hi
18694	PSP	ke	hi	hi	univ
18695	G_X	,	univ	hi	hi
18696	G_N	kal	hi	univ	en
18697	G_N	phn	en	hi	hi
18698	G_PRT	bhi	hi	en	hi
18699	G_V	cheen	hi	hi	hi
18700	G_V	liya	hi	hi	hi
18701	G_V	tha	hi	hi	univ
18702	G_X	,	univ	hi	hi
18703	G_J	badi	hi	univ	hi
18704	G_N	mushkil	hi	hi	hi
18705	PSP	se	hi	hi	hi
18706	G_J	waapas	hi	hi	hi
18707	G_V	kara	hi	hi	hi
18708	G_N	mama	hi	hi	hi
18709	PSP	ne	hi	hi	univ
18710	E	😢	univ	hi	
18711	@	@YusufDFI	univ		univ
18712	@	@oldkrish	univ	univ	en
18713	G_R	So	en	univ	univ
18714	G_X	,	univ	en	ne
18715	G_N	Pak	ne	univ	en
18716	G_PRP	is	en	ne	en
18717	DT	a	en	en	en
18718	G_J	failed	en	en	en
18719	G_N	State	en	en	en
18720	PSP	in	en	en	en
18721	G_SYM	more	en	en	en
18722	G_N	senses	en	en	en
18723	PSP	than	en	en	en
18724	G_SYM	one	en	en	univ
18725	G_X	.	univ	en	hi
18726	G_V	Chale	hi	univ	hi
18727	G_V	tthe	hi	hi	ne
18728	G_N	India	ne	hi	hi
18729	PSP	ki	hi	ne	hi
18730	PSP	barabari	hi	hi	hi
18731	G_N	karne	hi	hi	univ
18732	G_X	,	univ	hi	hi
18733	G_V	ban	hi	univ	hi
18734	G_V	gaye	hi	hi	ne
18735	G_V	Cheen	ne	hi	hi
18736	PSP	ke	hi	ne	en
18737	G_N	tattoo	en	hi	univ
18738	G_X	!	univ	en	
18739	$	1/2	hi		ne
18740	G_N	Mehrabpur	ne	hi	ne
18741	G_N	Rahwasi	ne	ne	ne
18742	G_N	Zulfqar	ne	ne	ne
18743	G_N	Gangharo	ne	ne	hi
18744	PSP	ke	hi	ne	hi
18745	G_N	Sath	hi	hi	hi
18746	G_N	Sukkur	hi	hi	en
18747	G_N	ToolPlaza	en	hi	hi
18748	PSP	ke	hi	en	hi
18749	G_N	Amle	hi	hi	hi
18750	PSP	ki	hi	hi	hi
18751	G_PRT	Ziyadati	hi	hi	univ
18752	G_X	.	univ	hi	en
18753	G_N	Tool	en	univ	hi
18754	G_PRT	Na	hi	en	hi
18755	G_N	Dene	hi	hi	hi
18756	PSP	pe	hi	hi	univ
18757	$	16000	univ	hi	hi
18758	G_N	Naqd	hi	univ	hi
18759	G_V	cheen	hi	hi	hi
18760	PSP	k	hi	hi	hi
18761	G_J	Gunda	hi	hi	hi
18762	G_J	Gardi	hi	hi	hi
18763	PSP	ki	hi	hi	
18764	@	@StarSportsIndia	univ		en
18765	G_PRT	yeah😂😂	en	univ	univ
18766	#	#MoukaMouka	univ	en	univ
18767	#	#IndWins	univ	univ	univ
18768	#	#IndvsSA	univ	univ	ne
18769	G_N	Dhonibhaiiii	ne	univ	en
18770	G_PRP	we	en	ne	en
18771	G_V	loveeeeeee	en	en	en
18772	G_PRP	youuuuuu😍😍😍😍😍	en	en	
18773	E	_/\_	univ		univ
18774	E	_/\_	univ	univ	univ
18775	@	@SDhawan25	univ	univ	univ
18776	G_X	...	univ	univ	univ
18777	#	#IndvsSA	univ	univ	ne
18778	G_N	Indians	ne	univ	en
18779	G_V	are	en	ne	en
18780	G_V	twirling	en	en	en
18781	G_PRP	their	en	en	en
18782	G_N	moustache	en	en	univ
18783	G_X	...	univ	en	univ
18784	G_X	~	univ	univ	univ
18785	G_X	~	univ	univ	univ
18786	#	#MoukaMouka	univ	univ	univ
18787	U	http://t.co/bes3OZ9nhl	univ	univ	
18788	#	#IndvsPak	univ		hi
18789	G_J	sir	hi	univ	ne
18790	G_N	jadeja	ne	hi	hi
18791	G_SYM	kuch	hi	ne	hi
18792	G_N	jaadu	hi	hi	hi
18793	G_V	ho	hi	hi	hi
18794	G_V	jaye	hi	hi	univ
18795	G_X	!!	univ	hi	en
18796	G_PRP	We	en	univ	en
18797	G_N	need	en	en	en
18798	G_N	wickets	en	en	univ
18799	G_X	...	univ	en	en
18800	G_V	pray	en	univ	en
18801	G_PRP	u	en	en	en
18802	G_R	all	en	en	univ
18803	G_X	...	univ	en	en
18804	G_V	do	en	univ	en
18805	G_PRT	voodoo	en	en	en
18806	CC	if	en	en	en
18807	G_N	need	en	en	en
18808	G_V	be	en	en	univ
18809	G_X	.	univ	en	univ
18810	#	#Ashwin	univ	univ	univ
18811	G_X	<-	univ	univ	en
18812	G_V	go	en	univ	en
18813	G_N	tiger	en	en	en
18814	G_V	get	en	en	en
18815	G_PRP	us	en	en	en
18816	DT	the	en	en	en
18817	G_N	stump	en	en	
18818	@	@MyCricWin	univ		hi
18819	G_R	abhi	hi	univ	ne
18820	G_N	jadeja	ne	hi	univ
18821	G_X	,	univ	ne	ne
18822	G_N	ashwin	ne	univ	hi
18823	G_N	aur	hi	ne	ne
18824	G_N	shami	ne	hi	hi
18825	PSP	ko	hi	ne	hi
18826	G_V	hai	hi	hi	hi
18827	G_N	jaadu	hi	hi	hi
18828	G_V	dikhana	hi	hi	en
18829	G_N	let's	en	hi	en
18830	G_V	have	en	en	univ
18831	#	#worlcupdobara	univ	en	
18832	G_V	Luk	en		en
18833	G_R	again	en	en	en
18834	PSP	outt	en	en	hi
18835	G_N	balle	hi	en	hi
18836	G_V	oye	hi	hi	univ
18837	G_X	....	univ	hi	hi
18838	G_N	dil	hi	univ	hi
18839	G_J	khush	hi	hi	hi
18840	G_V	krta	hi	hi	univ
18841	#	#IndvsSA	univ	hi	univ
18842	#	#CWC15	univ	univ	
18843	G_PRT	Oye	hi		hi
18844	G_PRT	hoye	hi	hi	hi
18845	G_SYM	ik	hi	hi	hi
18846	CC	hor	hi	hi	en
18847	G_R	out	en	hi	univ
18848	G_X	!!!	univ	en	hi
18849	G_PRT	Balle	hi	univ	hi
18850	G_PRT	balle	hi	hi	univ
18851	#	#IndvsSA	univ	hi	
18852	G_PRT	Oye	hi		hi
18853	G_PRT	Hoye	hi	hi	hi
18854	G_PRT	Balle	hi	hi	hi
18855	G_PRT	Balle	hi	hi	univ
18856	G_X	,	univ	hi	en
18857	G_PRP	you	en	univ	en
18858	G_J	rock	en	en	univ
18859	@	@msdhoni	univ	en	en
18860	CC	and	en	univ	en
18861	DT	the	en	en	en
18862	G_N	boys	en	en	
18863	@	@CelkonMobile	univ		univ
18864	#	#CelkonCheers4India	univ	univ	hi
18865	G_PRT	Oye	hi	univ	hi
18866	G_PRT	Balle	hi	hi	hi
18867	G_PRT	Balle	hi	hi	univ
18868	$	1	univ	hi	hi
18869	CC	aur	hi	univ	en
18870	G_SYM	Four	en	hi	univ
18871	U	http://t.co/dCvJmecLqr	univ	en	
18872	G_PRT	Oye	hi		hi
18873	G_PRT	hoye	hi	hi	hi
18874	G_PRT	balle	hi	hi	hi
18875	G_PRT	balle	hi	hi	univ
18876	G_X	....	univ	hi	univ
18877	G_X	💯	univ	univ	en
18878	PSP	with	en	univ	en
18879	DT	a	en	en	univ
18880	$	4	univ	en	univ
18881	G_X	!	univ	univ	univ
18882	@	@SDhawan25	univ	univ	univ
18883	#	#IndvsSA	univ	univ	
18884	@	@Gurmeetramrahim	univ		univ
18885	#	#BlockBusterMSG	univ	univ	univ
18886	G_X	.	univ	univ	univ
18887	G_PRT	Woww	univ	univ	univ
18888	G_X	....	univ	univ	hi
18889	G_PRT	Oye	hi	univ	hi
18890	G_PRT	balle	hi	hi	hi
18891	G_PRT	balle	hi	hi	univ
18892	G_X	...	univ	hi	univ
18893	E	:)	univ	univ	en
18894	G_N	thank	en	univ	en
18895	G_PRP	u	en	en	en
18896	G_R	soo	en	en	en
18897	G_J	much	en	en	en
18898	PSP	for	en	en	en
18899	G_PRP	ur	en	en	en
18900	G_N	blessing	en	en	univ
18901	G_X	..	univ	en	en
18902	G_V	Love	en	univ	en
18903	G_PRP	u	en	en	univ
18904	G_X	..	univ	en	hi
18905	G_N	Dhan	hi	univ	hi
18906	G_N	dhan	hi	hi	hi
18907	G_N	satguru	hi	hi	hi
18908	G_PRP	tera	hi	hi	hi
18909	G_PRT	hi	hi	hi	hi
18910	G_N	aasra	hi	hi	
18911	@	@SHPA4016	univ		univ
18912	@	@titli29	univ	univ	univ
18913	@	@SrBachchan	univ	univ	hi
18914	G_PRP	Main	hi	univ	hi
18915	G_PRP	koi	hi	hi	hi
18916	G_N	jhoot	hi	hi	hi
18917	G_V	boleya	hi	hi	univ
18918	G_X	..	univ	hi	hi
18919	G_PRP	koi	hi	univ	hi
18920	G_PRT	naa	hi	hi	hi
18921	G_N	bai	hi	hi	hi
18922	G_PRP	koi	hi	hi	hi
18923	G_PRT	na	hi	hi	hi
18924	G_N	bai	hi	hi	hi
18925	G_PRP	koi	hi	hi	hi
18926	PSP	na	hi	hi	univ
18927	G_X	..	univ	hi	hi
18928	G_PRT	oye	hi	univ	hi
18929	G_PRT	balle	hi	hi	hi
18930	G_PRT	balle	hi	hi	hi
18931	G_PRT	balle	hi	hi	hi
18932	G_PRT	balle	hi	hi	univ
18933	G_X	..	univ	hi	univ
18934	G_PRT	haha	univ	univ	univ
18935	G_X	..	univ	univ	en
18936	G_PRP	I	en	univ	en
18937	G_V	rest	en	en	en
18938	DT	my	en	en	en
18939	G_N	case	en	en	univ
18940	E	;)	univ	en	
18941	@	@salmanaddict	univ		univ
18942	G_PRT	hahahaha	univ	univ	hi
18943	G_PRP	kbhi	hi	univ	hi
18944	G_PRP	kbhi	hi	hi	hi
18945	G_N	lalach	hi	hi	hi
18946	G_J	achi	hi	hi	hi
18947	G_V	hpti	hi	hi	hi
18948	G_V	hai	hi	hi	hi
18949	G_V	re	hi	hi	univ
18950	E	:p	univ	hi	hi
18951	G_PRP	maybe	hi	univ	hi
18952	G_V	hogya	hi	hi	hi
18953	G_PRT	to	hi	hi	hi
