word	prev_word	next_word	label	prev_label	next_label	prev_tag	tag
ke	sab	..	hi	hi	univ	G_SYM	PSP
..	ke	Perform	univ	hi	en	PSP	G_X
Perform	..	na	en	univ	hi	G_X	G_V
na	Perform	kren	hi	en	hi	G_V	G_PRT
kren	na	tou	hi	hi	hi	G_PRT	G_V
tou	kren	phir	hi	hi	hi	G_V	CC
phir	tou	kehna	hi	hi	hi	CC	G_R
kehna	phir	..	hi	hi	univ	G_R	G_V
..	kehna	####	univ	hi	####	G_V	G_X
####	..	@mercyfatal	####	univ	univ	G_X	####
@mercyfatal	####	HIGH	univ	####	en	####	@
HIGH	@mercyfatal	SPEED	en	univ	en	@	G_J
SPEED	HIGH	VOTE	en	en	en	G_J	G_N
VOTE	SPEED	MANGTE	en	en	hi	G_N	G_N
MANGTE	VOTE	H	hi	en	hi	G_N	G_V
H	MANGTE	RAJ	hi	hi	hi	G_V	G_V
RAJ	H	NHI	hi	hi	hi	G_V	G_N
NHI	RAJ	SEWA	hi	hi	hi	G_N	G_PRT
SEWA	NHI	ROJGAR	hi	hi	hi	G_PRT	G_V
ROJGAR	SEWA	DE	hi	hi	hi	G_V	G_N
DE	ROJGAR	SAKTE	hi	hi	hi	G_N	G_V
SAKTE	DE	NHI	hi	hi	hi	G_V	G_V
NHI	SAKTE	CHEEN	hi	hi	hi	G_V	G_PRT
CHEEN	NHI	RHE	hi	hi	hi	G_PRT	G_V
RHE	CHEEN	H	hi	hi	hi	G_V	G_V
H	RHE	VOTE	hi	hi	en	G_V	G_V
VOTE	H	LE	en	hi	hi	G_V	G_N
LE	VOTE	KR	hi	en	hi	G_N	G_V
KR	LE	DESH	hi	hi	hi	G_V	G_V
DESH	KR	PUNJAB	hi	hi	ne	G_V	G_N
PUNJAB	DESH	KE	ne	hi	hi	G_N	G_N
KE	PUNJAB	MALIK	hi	ne	hi	G_N	PSP
MALIK	KE	BN	hi	hi	hi	PSP	G_N
BN	MALIK	GAYA	hi	hi	hi	G_N	G_V
GAYA	BN	AJIB	hi	hi	hi	G_V	G_V
AJIB	GAYA	DEMOCRACY	hi	hi	en	G_V	G_J
DEMOCRACY	AJIB	H	en	hi	hi	G_J	G_N
H	DEMOCRACY	####	hi	en	####	G_N	G_V
####	H	@ThePreCambrian	####	hi	univ	G_V	####
@ThePreCambrian	####	Main	univ	####	hi	####	@
Main	@ThePreCambrian	aur	hi	univ	hi	@	G_PRP
aur	Main	@mahobili	hi	hi	univ	G_PRP	G_R
@mahobili	aur	aap	univ	hi	hi	G_R	@
aap	@mahobili	se	hi	univ	hi	@	G_PRP
se	aap	cheen	hi	hi	hi	G_PRP	PSP
cheen	se	ke	hi	hi	hi	PSP	G_V
ke	cheen	apka	hi	hi	hi	G_V	PSP
apka	ke	khana	hi	hi	hi	PSP	G_PRP
khana	apka	khaein	hi	hi	hi	G_PRP	G_N
khaein	khana	gein	hi	hi	hi	G_N	G_V
gein	khaein	0	hi	hi	univ	G_V	G_V
0	gein	Guaranteed	univ	hi	en	G_V	G_X
Guaranteed	0	!	en	univ	univ	G_X	G_J
!	Guaranteed	####	univ	en	####	G_J	G_X
####	!	Kya	####	univ	hi	G_X	####
Kya	####	kapde	hi	####	hi	####	G_PRP
kapde	Kya	Utare	hi	hi	hi	G_PRP	G_N
Utare	kapde	hai	hi	hi	hi	G_N	G_V
hai	Utare	India	hi	hi	ne	G_V	G_V
India	hai	today	ne	hi	ne	G_V	G_N
today	India	ke	ne	ne	hi	G_N	G_N
ke	today	conclave	hi	ne	en	G_N	PSP
conclave	ke	2014	en	hi	univ	PSP	G_N
2014	conclave	mein	univ	en	hi	G_N	$
mein	2014	kejriwal	hi	univ	ne	$	PSP
kejriwal	mein	ke	ne	hi	hi	PSP	G_N
ke	kejriwal	aate	hi	ne	hi	G_N	PSP
aate	ke	waqt	hi	hi	hi	PSP	G_V
waqt	aate	mufflar	hi	hi	en	G_V	G_N
mufflar	waqt	b	en	hi	hi	G_N	G_N
b	mufflar	cheen	hi	en	hi	G_N	G_PRT
cheen	b	liya	hi	hi	hi	G_PRT	G_V
liya	cheen	####	hi	hi	####	G_V	G_V
####	liya	@IndiaSpeaksPR	####	hi	univ	G_V	####
@IndiaSpeaksPR	####	@kailashkaushik8	univ	####	univ	####	@
@kailashkaushik8	@IndiaSpeaksPR	Opposition	univ	univ	en	@	@
Opposition	@kailashkaushik8	ke	en	univ	hi	@	G_N
ke	Opposition	Muh	hi	en	hi	G_N	PSP
Muh	ke	se	hi	hi	hi	PSP	G_N
se	Muh	khana	hi	hi	hi	G_N	PSP
khana	se	cheen	hi	hi	hi	PSP	G_N
cheen	khana	raheho	hi	hi	hi	G_N	G_V
raheho	cheen	..	hi	hi	univ	G_V	G_V
..	raheho	Bahut	univ	hi	hi	G_V	G_X
Bahut	..	na	hi	univ	hi	G_X	G_SYM
na	Bahut	insaafi	hi	hi	hi	G_SYM	G_N
insaafi	na	huwa	hi	hi	hi	G_N	G_N
huwa	insaafi	he	hi	hi	hi	G_N	G_V
he	huwa	0	hi	hi	univ	G_V	G_PRT
0	he	####	univ	hi	####	G_PRT	G_X
####	0	@Muskurahateinn	####	univ	univ	G_X	####
@Muskurahateinn	####	@ThatFilmyGirl	univ	####	univ	####	@
@ThatFilmyGirl	@Muskurahateinn	BC	univ	univ	acro	@	@
BC	@ThatFilmyGirl	!	acro	univ	univ	@	G_PRT
!	BC	I	univ	acro	en	G_PRT	G_X
I	!	got	en	univ	en	G_X	G_PRP
got	I	none	en	en	en	G_PRP	G_V
none	got	0	en	en	univ	G_V	G_PRP
0	none	Khud	univ	en	hi	G_PRP	G_X
Khud	0	hi	hi	univ	hi	G_X	G_PRP
hi	Khud	cheen	hi	hi	hi	G_PRP	G_V
cheen	hi	ke	hi	hi	hi	G_V	G_V
ke	cheen	laayi	hi	hi	hi	G_V	PSP
laayi	ke	logo	hi	hi	hi	PSP	G_V
logo	laayi	se	hi	hi	hi	G_V	G_N
se	logo	0	hi	hi	univ	G_N	PSP
0	se	😑	univ	hi	univ	PSP	G_X
😑	0	####	univ	univ	####	G_X	E
####	😑	@bwoyblunder	####	univ	univ	E	####
@bwoyblunder	####	Yeh	univ	####	hi	####	@
Yeh	@bwoyblunder	toh	hi	univ	hi	@	G_PRP
toh	Yeh	opposition	hi	hi	en	G_PRP	PSP
opposition	toh	ke	en	hi	hi	PSP	G_N
ke	opposition	haat	hi	en	hi	G_N	PSP
haat	ke	se	hi	hi	hi	PSP	G_N
se	haat	bat	hi	hi	hi	G_N	PSP
bat	se	cheen	hi	hi	hi	PSP	G_N
cheen	bat	ke	hi	hi	hi	G_N	G_V
ke	cheen	apne	hi	hi	hi	G_V	PSP
apne	ke	hi	hi	hi	hi	PSP	G_PRP
hi	apne	bowling	hi	hi	en	G_PRP	G_PRT
bowling	hi	pe	en	hi	hi	G_PRT	G_V
pe	bowling	chakka	hi	en	hi	G_V	PSP
chakka	pe	maane	hi	hi	hi	PSP	G_SYM
maane	chakka	ke	hi	hi	hi	G_SYM	G_N
ke	maane	barabar	hi	hi	hi	G_N	PSP
barabar	ke	hau	hi	hi	hi	PSP	G_J
hau	barabar	ROFL	hi	hi	univ	G_J	G_V
ROFL	hau	####	univ	hi	####	G_V	G_PRT
####	ROFL	ZiNdGe	####	univ	hi	G_PRT	####
ZiNdGe	####	kE	hi	####	hi	####	G_N
kE	ZiNdGe	TaLkhiYon	hi	hi	hi	G_N	PSP
TaLkhiYon	kE	nE	hi	hi	hi	PSP	G_J
nE	TaLkhiYon	cHeeN	hi	hi	hi	G_J	G_PRT
cHeeN	nE	le	hi	hi	hi	G_PRT	G_V
le	cHeeN	sHaRarTaiN	hi	hi	hi	G_V	G_V
sHaRarTaiN	le	mEri	hi	hi	hi	G_V	G_N
mEri	sHaRarTaiN	AuR	hi	hi	hi	G_N	G_PRP
AuR	mEri	LoG	hi	hi	hi	G_PRP	CC
LoG	AuR	sAmjTy	hi	hi	hi	CC	G_N
sAmjTy	LoG	mAgRoOr	hi	hi	hi	G_N	G_X
mAgRoOr	sAmjTy	hO	hi	hi	hi	G_X	G_J
hO	mAgRoOr	Gya	hi	hi	hi	G_J	G_V
Gya	hO	uN	hi	hi	hi	G_V	G_V
uN	Gya	mAin	hi	hi	hi	G_V	G_PRP
mAin	uN	For	hi	hi	en	G_PRP	PSP
For	mAin	more	en	hi	en	PSP	PSP
more	For	U	en	en	en	PSP	G_SYM
U	more	####	en	en	####	G_SYM	G_PRP
####	U	@ImKrish35	####	en	univ	G_PRP	####
@ImKrish35	####	@S1dharthM	univ	####	univ	####	@
@S1dharthM	@ImKrish35	maaroge	univ	univ	hi	@	@
maaroge	@S1dharthM	sab	hi	univ	hi	@	G_V
sab	maaroge	mujhe	hi	hi	hi	G_V	G_PRP
mujhe	sab	padha	hi	hi	hi	G_PRP	G_PRP
padha	mujhe	padha	hi	hi	hi	G_PRP	G_V
padha	padha	ke	hi	hi	hi	G_V	G_V
ke	padha	,	hi	hi	univ	G_V	PSP
,	ke	kal	univ	hi	hi	PSP	G_X
kal	,	phn	hi	univ	en	G_X	G_N
phn	kal	bhi	en	hi	hi	G_N	G_N
bhi	phn	cheen	hi	en	hi	G_N	G_PRT
cheen	bhi	liya	hi	hi	hi	G_PRT	G_V
liya	cheen	tha	hi	hi	hi	G_V	G_V
tha	liya	,	hi	hi	univ	G_V	G_V
,	tha	badi	univ	hi	hi	G_V	G_X
badi	,	mushkil	hi	univ	hi	G_X	G_J
mushkil	badi	se	hi	hi	hi	G_J	G_N
se	mushkil	waapas	hi	hi	hi	G_N	PSP
waapas	se	kara	hi	hi	hi	PSP	G_J
kara	waapas	mama	hi	hi	hi	G_J	G_V
mama	kara	ne	hi	hi	hi	G_V	G_N
ne	mama	😢	hi	hi	univ	G_N	PSP
😢	ne	####	univ	hi	####	PSP	E
####	😢	@YusufDFI	####	univ	univ	E	####
@YusufDFI	####	@oldkrish	univ	####	univ	####	@
@oldkrish	@YusufDFI	So	univ	univ	en	@	@
So	@oldkrish	,	en	univ	univ	@	G_R
,	So	Pak	univ	en	ne	G_R	G_X
Pak	,	is	ne	univ	en	G_X	G_N
is	Pak	a	en	ne	en	G_N	G_PRP
a	is	failed	en	en	en	G_PRP	DT
failed	a	State	en	en	en	DT	G_J
State	failed	in	en	en	en	G_J	G_N
in	State	more	en	en	en	G_N	PSP
more	in	senses	en	en	en	PSP	G_SYM
senses	more	than	en	en	en	G_SYM	G_N
than	senses	one	en	en	en	G_N	PSP
one	than	0	en	en	univ	PSP	G_SYM
0	one	Chale	univ	en	hi	G_SYM	G_X
Chale	0	tthe	hi	univ	hi	G_X	G_V
tthe	Chale	India	hi	hi	ne	G_V	G_V
India	tthe	ki	ne	hi	hi	G_V	G_N
ki	India	barabari	hi	ne	hi	G_N	PSP
barabari	ki	karne	hi	hi	hi	PSP	PSP
karne	barabari	,	hi	hi	univ	PSP	G_N
,	karne	ban	univ	hi	hi	G_N	G_X
ban	,	gaye	hi	univ	hi	G_X	G_V
gaye	ban	Cheen	hi	hi	ne	G_V	G_V
Cheen	gaye	ke	ne	hi	hi	G_V	G_V
ke	Cheen	tattoo	hi	ne	en	G_V	PSP
tattoo	ke	!	en	hi	univ	PSP	G_N
!	tattoo	####	univ	en	####	G_N	G_X
####	!	1/2	####	univ	hi	G_X	####
1/2	####	Mehrabpur	hi	####	ne	####	$
Mehrabpur	1/2	Rahwasi	ne	hi	ne	$	G_N
Rahwasi	Mehrabpur	Zulfqar	ne	ne	ne	G_N	G_N
Zulfqar	Rahwasi	Gangharo	ne	ne	ne	G_N	G_N
Gangharo	Zulfqar	ke	ne	ne	hi	G_N	G_N
ke	Gangharo	Sath	hi	ne	hi	G_N	PSP
Sath	ke	Sukkur	hi	hi	hi	PSP	G_N
Sukkur	Sath	ToolPlaza	hi	hi	en	G_N	G_N
ToolPlaza	Sukkur	ke	en	hi	hi	G_N	G_N
ke	ToolPlaza	Amle	hi	en	hi	G_N	PSP
Amle	ke	ki	hi	hi	hi	PSP	G_N
ki	Amle	Ziyadati	hi	hi	hi	G_N	PSP
Ziyadati	ki	0	hi	hi	univ	PSP	G_PRT
0	Ziyadati	Tool	univ	hi	en	G_PRT	G_X
Tool	0	Na	en	univ	hi	G_X	G_N
Na	Tool	Dene	hi	en	hi	G_N	G_PRT
Dene	Na	pe	hi	hi	hi	G_PRT	G_N
pe	Dene	16000	hi	hi	univ	G_N	PSP
16000	pe	Naqd	univ	hi	hi	PSP	$
Naqd	16000	cheen	hi	univ	hi	$	G_N
cheen	Naqd	k	hi	hi	hi	G_N	G_V
k	cheen	Gunda	hi	hi	hi	G_V	PSP
Gunda	k	Gardi	hi	hi	hi	PSP	G_J
Gardi	Gunda	ki	hi	hi	hi	G_J	G_J
ki	Gardi	####	hi	hi	####	G_J	PSP
####	ki	@StarSportsIndia	####	hi	univ	PSP	####
@StarSportsIndia	####	yeah😂😂	univ	####	en	####	@
yeah😂😂	@StarSportsIndia	#MoukaMouka	en	univ	univ	@	G_PRT
#MoukaMouka	yeah😂😂	#IndWins	univ	en	univ	G_PRT	#
#IndWins	#MoukaMouka	#IndvsSA	univ	univ	univ	#	#
#IndvsSA	#IndWins	Dhonibhaiiii	univ	univ	ne	#	#
Dhonibhaiiii	#IndvsSA	we	ne	univ	en	#	G_N
we	Dhonibhaiiii	loveeeeeee	en	ne	en	G_N	G_PRP
loveeeeeee	we	youuuuuu😍😍😍😍😍	en	en	en	G_PRP	G_V
youuuuuu😍😍😍😍😍	loveeeeeee	####	en	en	####	G_V	G_PRP
####	youuuuuu😍😍😍😍😍	_/\_	####	en	univ	G_PRP	####
_/\_	####	_/\_	univ	####	univ	####	E
_/\_	_/\_	@SDhawan25	univ	univ	univ	E	E
@SDhawan25	_/\_	...	univ	univ	univ	E	@
...	@SDhawan25	#IndvsSA	univ	univ	univ	@	G_X
#IndvsSA	...	Indians	univ	univ	ne	G_X	#
Indians	#IndvsSA	are	ne	univ	en	#	G_N
are	Indians	twirling	en	ne	en	G_N	G_V
twirling	are	their	en	en	en	G_V	G_V
their	twirling	moustache	en	en	en	G_V	G_PRP
moustache	their	...	en	en	univ	G_PRP	G_N
...	moustache	~	univ	en	univ	G_N	G_X
~	...	~	univ	univ	univ	G_X	G_X
~	~	#MoukaMouka	univ	univ	univ	G_X	G_X
#MoukaMouka	~	http://t.co/bes3OZ9nhl	univ	univ	univ	G_X	#
http://t.co/bes3OZ9nhl	#MoukaMouka	####	univ	univ	####	#	U
####	http://t.co/bes3OZ9nhl	#IndvsPak	####	univ	univ	U	####
#IndvsPak	####	sir	univ	####	hi	####	#
sir	#IndvsPak	jadeja	hi	univ	ne	#	G_J
jadeja	sir	kuch	ne	hi	hi	G_J	G_N
kuch	jadeja	jaadu	hi	ne	hi	G_N	G_SYM
jaadu	kuch	ho	hi	hi	hi	G_SYM	G_N
ho	jaadu	jaye	hi	hi	hi	G_N	G_V
jaye	ho	!!	hi	hi	univ	G_V	G_V
!!	jaye	We	univ	hi	en	G_V	G_X
We	!!	need	en	univ	en	G_X	G_PRP
need	We	wickets	en	en	en	G_PRP	G_N
wickets	need	...	en	en	univ	G_N	G_N
...	wickets	pray	univ	en	en	G_N	G_X
pray	...	u	en	univ	en	G_X	G_V
u	pray	all	en	en	en	G_V	G_PRP
all	u	...	en	en	univ	G_PRP	G_R
...	all	do	univ	en	en	G_R	G_X
do	...	voodoo	en	univ	en	G_X	G_V
voodoo	do	if	en	en	en	G_V	G_PRT
if	voodoo	need	en	en	en	G_PRT	CC
need	if	be	en	en	en	CC	G_N
be	need	0	en	en	univ	G_N	G_V
0	be	#Ashwin	univ	en	univ	G_V	G_X
#Ashwin	0	<-	univ	univ	univ	G_X	#
<-	#Ashwin	go	univ	univ	en	#	G_X
go	<-	tiger	en	univ	en	G_X	G_V
tiger	go	get	en	en	en	G_V	G_N
get	tiger	us	en	en	en	G_N	G_V
us	get	the	en	en	en	G_V	G_PRP
the	us	stump	en	en	en	G_PRP	DT
stump	the	####	en	en	####	DT	G_N
####	stump	@MyCricWin	####	en	univ	G_N	####
@MyCricWin	####	abhi	univ	####	hi	####	@
abhi	@MyCricWin	jadeja	hi	univ	ne	@	G_R
jadeja	abhi	,	ne	hi	univ	G_R	G_N
,	jadeja	ashwin	univ	ne	ne	G_N	G_X
ashwin	,	aur	ne	univ	hi	G_X	G_N
aur	ashwin	shami	hi	ne	ne	G_N	G_N
shami	aur	ko	ne	hi	hi	G_N	G_N
ko	shami	hai	hi	ne	hi	G_N	PSP
hai	ko	jaadu	hi	hi	hi	PSP	G_V
jaadu	hai	dikhana	hi	hi	hi	G_V	G_N
dikhana	jaadu	let's	hi	hi	en	G_N	G_V
let's	dikhana	have	en	hi	en	G_V	G_N
have	let's	#worlcupdobara	en	en	univ	G_N	G_V
#worlcupdobara	have	####	univ	en	####	G_V	#
####	#worlcupdobara	Luk	####	univ	en	#	####
Luk	####	again	en	####	en	####	G_V
again	Luk	outt	en	en	en	G_V	G_R
outt	again	balle	en	en	hi	G_R	PSP
balle	outt	oye	hi	en	hi	PSP	G_N
oye	balle	....	hi	hi	univ	G_N	G_V
....	oye	dil	univ	hi	hi	G_V	G_X
dil	....	khush	hi	univ	hi	G_X	G_N
khush	dil	krta	hi	hi	hi	G_N	G_J
krta	khush	#IndvsSA	hi	hi	univ	G_J	G_V
#IndvsSA	krta	#CWC15	univ	hi	univ	G_V	#
#CWC15	#IndvsSA	####	univ	univ	####	#	#
####	#CWC15	Oye	####	univ	hi	#	####
Oye	####	hoye	hi	####	hi	####	G_PRT
hoye	Oye	ik	hi	hi	hi	G_PRT	G_PRT
ik	hoye	hor	hi	hi	hi	G_PRT	G_SYM
hor	ik	out	hi	hi	en	G_SYM	CC
out	hor	!!!	en	hi	univ	CC	G_R
!!!	out	Balle	univ	en	hi	G_R	G_X
Balle	!!!	balle	hi	univ	hi	G_X	G_PRT
balle	Balle	#IndvsSA	hi	hi	univ	G_PRT	G_PRT
#IndvsSA	balle	####	univ	hi	####	G_PRT	#
####	#IndvsSA	Oye	####	univ	hi	#	####
Oye	####	Hoye	hi	####	hi	####	G_PRT
Hoye	Oye	Balle	hi	hi	hi	G_PRT	G_PRT
Balle	Hoye	Balle	hi	hi	hi	G_PRT	G_PRT
Balle	Balle	,	hi	hi	univ	G_PRT	G_PRT
,	Balle	you	univ	hi	en	G_PRT	G_X
you	,	rock	en	univ	en	G_X	G_PRP
rock	you	@msdhoni	en	en	univ	G_PRP	G_J
@msdhoni	rock	and	univ	en	en	G_J	@
and	@msdhoni	the	en	univ	en	@	CC
the	and	boys	en	en	en	CC	DT
boys	the	####	en	en	####	DT	G_N
####	boys	@CelkonMobile	####	en	univ	G_N	####
@CelkonMobile	####	#CelkonCheers4India	univ	####	univ	####	@
#CelkonCheers4India	@CelkonMobile	Oye	univ	univ	hi	@	#
Oye	#CelkonCheers4India	Balle	hi	univ	hi	#	G_PRT
Balle	Oye	Balle	hi	hi	hi	G_PRT	G_PRT
Balle	Balle	1	hi	hi	univ	G_PRT	G_PRT
1	Balle	aur	univ	hi	hi	G_PRT	$
aur	1	Four	hi	univ	en	$	CC
Four	aur	http://t.co/dCvJmecLqr	en	hi	univ	CC	G_SYM
http://t.co/dCvJmecLqr	Four	####	univ	en	####	G_SYM	U
####	http://t.co/dCvJmecLqr	Oye	####	univ	hi	U	####
Oye	####	hoye	hi	####	hi	####	G_PRT
hoye	Oye	balle	hi	hi	hi	G_PRT	G_PRT
balle	hoye	balle	hi	hi	hi	G_PRT	G_PRT
balle	balle	....	hi	hi	univ	G_PRT	G_PRT
....	balle	💯	univ	hi	univ	G_PRT	G_X
💯	....	with	univ	univ	en	G_X	G_X
with	💯	a	en	univ	en	G_X	PSP
a	with	4	en	en	univ	PSP	DT
4	a	!	univ	en	univ	DT	$
!	4	@SDhawan25	univ	univ	univ	$	G_X
@SDhawan25	!	#IndvsSA	univ	univ	univ	G_X	@
#IndvsSA	@SDhawan25	####	univ	univ	####	@	#
####	#IndvsSA	@Gurmeetramrahim	####	univ	univ	#	####
@Gurmeetramrahim	####	#BlockBusterMSG	univ	####	univ	####	@
#BlockBusterMSG	@Gurmeetramrahim	0	univ	univ	univ	@	#
0	#BlockBusterMSG	Woww	univ	univ	univ	#	G_X
Woww	0	....	univ	univ	univ	G_X	G_PRT
....	Woww	Oye	univ	univ	hi	G_PRT	G_X
Oye	....	balle	hi	univ	hi	G_X	G_PRT
balle	Oye	balle	hi	hi	hi	G_PRT	G_PRT
balle	balle	...	hi	hi	univ	G_PRT	G_PRT
...	balle	:)	univ	hi	univ	G_PRT	G_X
:)	...	thank	univ	univ	en	G_X	E
thank	:)	u	en	univ	en	E	G_N
u	thank	soo	en	en	en	G_N	G_PRP
soo	u	much	en	en	en	G_PRP	G_R
much	soo	for	en	en	en	G_R	G_J
for	much	ur	en	en	en	G_J	PSP
ur	for	blessing	en	en	en	PSP	G_PRP
blessing	ur	..	en	en	univ	G_PRP	G_N
..	blessing	Love	univ	en	en	G_N	G_X
Love	..	u	en	univ	en	G_X	G_V
u	Love	..	en	en	univ	G_V	G_PRP
..	u	Dhan	univ	en	hi	G_PRP	G_X
Dhan	..	dhan	hi	univ	hi	G_X	G_N
dhan	Dhan	satguru	hi	hi	hi	G_N	G_N
satguru	dhan	tera	hi	hi	hi	G_N	G_N
tera	satguru	hi	hi	hi	hi	G_N	G_PRP
hi	tera	aasra	hi	hi	hi	G_PRP	G_PRT
aasra	hi	####	hi	hi	####	G_PRT	G_N
####	aasra	@SHPA4016	####	hi	univ	G_N	####
@SHPA4016	####	@titli29	univ	####	univ	####	@
@titli29	@SHPA4016	@SrBachchan	univ	univ	univ	@	@
@SrBachchan	@titli29	Main	univ	univ	hi	@	@
Main	@SrBachchan	koi	hi	univ	hi	@	G_PRP
koi	Main	jhoot	hi	hi	hi	G_PRP	G_PRP
jhoot	koi	boleya	hi	hi	hi	G_PRP	G_N
boleya	jhoot	..	hi	hi	univ	G_N	G_V
..	boleya	koi	univ	hi	hi	G_V	G_X
koi	..	naa	hi	univ	hi	G_X	G_PRP
naa	koi	bai	hi	hi	hi	G_PRP	G_PRT
bai	naa	koi	hi	hi	hi	G_PRT	G_N
koi	bai	na	hi	hi	hi	G_N	G_PRP
na	koi	bai	hi	hi	hi	G_PRP	G_PRT
bai	na	koi	hi	hi	hi	G_PRT	G_N
koi	bai	na	hi	hi	hi	G_N	G_PRP
na	koi	..	hi	hi	univ	G_PRP	PSP
..	na	oye	univ	hi	hi	PSP	G_X
oye	..	balle	hi	univ	hi	G_X	G_PRT
balle	oye	balle	hi	hi	hi	G_PRT	G_PRT
balle	balle	balle	hi	hi	hi	G_PRT	G_PRT
balle	balle	balle	hi	hi	hi	G_PRT	G_PRT
balle	balle	..	hi	hi	univ	G_PRT	G_PRT
..	balle	haha	univ	hi	univ	G_PRT	G_X
haha	..	..	univ	univ	univ	G_X	G_PRT
..	haha	I	univ	univ	en	G_PRT	G_X
I	..	rest	en	univ	en	G_X	G_PRP
rest	I	my	en	en	en	G_PRP	G_V
my	rest	case	en	en	en	G_V	DT
case	my	;)	en	en	univ	DT	G_N
;)	case	####	univ	en	####	G_N	E
####	;)	@salmanaddict	####	univ	univ	E	####
@salmanaddict	####	hahahaha	univ	####	univ	####	@
hahahaha	@salmanaddict	kbhi	univ	univ	hi	@	G_PRT
kbhi	hahahaha	kbhi	hi	univ	hi	G_PRT	G_PRP
kbhi	kbhi	lalach	hi	hi	hi	G_PRP	G_PRP
lalach	kbhi	achi	hi	hi	hi	G_PRP	G_N
achi	lalach	hpti	hi	hi	hi	G_N	G_J
hpti	achi	hai	hi	hi	hi	G_J	G_V
hai	hpti	re	hi	hi	hi	G_V	G_V
re	hai	:p	hi	hi	univ	G_V	G_V
:p	re	maybe	univ	hi	hi	G_V	E
maybe	:p	hogya	hi	univ	hi	E	G_PRP
hogya	maybe	to	hi	hi	hi	G_PRP	G_V
to	hogya	phr	hi	hi	hi	G_V	G_PRT
phr	to	to	hi	hi	hi	G_PRT	G_R
to	phr	balle	hi	hi	hi	G_R	PSP
balle	to	balle	hi	hi	hi	PSP	G_PRT
balle	balle	oye	hi	hi	hi	G_PRT	G_PRT
oye	balle	####	hi	hi	####	G_PRT	G_PRT
####	oye	double_quotes	####	hi	univ	G_PRT	####
double_quotes	####	@IndiaToday	univ	####	univ	####	G_X
@IndiaToday	double_quotes	:	univ	univ	univ	G_X	@
:	@IndiaToday	#BudgetBT	univ	univ	univ	@	G_X
#BudgetBT	:	Printing	univ	univ	en	G_X	#
Printing	#BudgetBT	of	en	univ	en	#	G_V
of	Printing	Budget	en	en	en	G_V	PSP
Budget	of	document	en	en	en	PSP	G_N
document	Budget	begins	en	en	en	G_N	G_N
begins	document	with	en	en	en	G_N	G_V
with	begins	'	en	en	univ	G_V	PSP
'	with	Halwa	univ	en	hi	PSP	G_X
Halwa	'	'	hi	univ	univ	G_X	G_N
'	Halwa	ceremony	univ	hi	en	G_N	G_X
ceremony	'	0	en	univ	univ	G_X	G_N
0	ceremony	http://t.co/knYuyDHBul	univ	en	univ	G_N	G_X
http://t.co/knYuyDHBul	0	double_quotes	univ	univ	univ	G_X	U
double_quotes	http://t.co/knYuyDHBul	oye	univ	univ	hi	U	G_X
oye	double_quotes	balle	hi	univ	hi	G_X	G_PRT
balle	oye	!	hi	hi	univ	G_PRT	G_PRT
!	balle	####	univ	hi	####	G_PRT	G_X
####	!	@SamanthaNair23	####	univ	univ	G_X	####
@SamanthaNair23	####	really	univ	####	en	####	@
really	@SamanthaNair23	?	en	univ	univ	@	G_PRT
?	really	oye	univ	en	hi	G_PRT	G_X
oye	?	hoyeee	hi	univ	hi	G_X	G_PRT
hoyeee	oye	balle	hi	hi	hi	G_PRT	G_PRT
balle	hoyeee	balleeee	hi	hi	hi	G_PRT	G_PRT
balleeee	balle	💃💃💃💃😍😍	hi	hi	univ	G_PRT	G_PRT
💃💃💃💃😍😍	balleeee	bas	univ	hi	hi	G_PRT	G_X
bas	💃💃💃💃😍😍	ab	hi	univ	hi	G_X	G_PRT
ab	bas	sward	hi	hi	en	G_PRT	G_N
sward	ab	fighting	en	hi	en	G_N	G_N
fighting	sward	chahye	en	en	hi	G_N	G_V
chahye	fighting	mujhko	hi	en	hi	G_V	G_V
mujhko	chahye	😍😍	hi	hi	univ	G_V	G_PRP
😍😍	mujhko	####	univ	hi	####	G_PRP	E
####	😍😍	Oye	####	univ	hi	E	####
Oye	####	balle	hi	####	hi	####	G_PRT
balle	Oye	balle	hi	hi	hi	G_PRT	G_PRT
balle	balle	...	hi	hi	univ	G_PRT	G_PRT
...	balle	:)	univ	hi	univ	G_PRT	G_X
:)	...	On	univ	univ	en	G_X	E
On	:)	the	en	univ	hi	E	PSP
the	On	set	hi	en	en	PSP	DT
set	the	of	en	hi	en	DT	G_N
of	set	Voice	en	en	en	G_N	PSP
Voice	of	of	en	en	en	PSP	G_N
of	Voice	Punjab	en	en	ne	G_N	PSP
Punjab	of	http://t.co/FtH9PQsbFg	ne	en	univ	PSP	G_N
http://t.co/FtH9PQsbFg	Punjab	####	univ	ne	####	G_N	U
####	http://t.co/FtH9PQsbFg	@itsbisha	####	univ	univ	U	####
@itsbisha	####	@honeybunnymaahi	univ	####	univ	####	@
@honeybunnymaahi	@itsbisha	@lve_mom	univ	univ	univ	@	@
@lve_mom	@honeybunnymaahi	@sweety_rukhsar	univ	univ	univ	@	@
@sweety_rukhsar	@lve_mom	@taher07	univ	univ	univ	@	@
@taher07	@sweety_rukhsar	oye	univ	univ	hi	@	@
oye	@taher07	balle	hi	univ	hi	@	G_PRT
balle	oye	ballee	hi	hi	hi	G_PRT	G_PRT
ballee	balle	..	hi	hi	univ	G_PRT	G_PRT
