id	tag	word	prev_word	next_word	label
18061	G_N	members	CG	and	en
18062	PSP	and	members	it's	en
18063	G_PRP	it's	and	their	en
18064	DT	their	it's	job	en
18065	G_N	job	their	to	en
18066	CC	to	job	make	en
18067	G_V	make	to	MI	en
18068	G_V	MI	make	happen	acro
18069	G_V	happen	MI	0	en
18070	G_X	0	happen	If	univ
18071	PSP	If	0	a	en
18072	DT	a	If	person	en
18073	G_N	person	a	is	en
18074	G_V	is	person	sentimental	en
18075	G_J	sentimental	is	about	en
18076	CC	about	sentimental	something	en
18077	G_N	something	about	definitely	en
18078	G_R	definitely	something	he'll	en
18079	G_PRP	he'll	definitely	be	en
18080	G_V	be	he'll	contributing	en
18081	G_V	contributing	be	a	en
18082	DT	a	contributing	lot	en
18083	G_N	lot	a	more	en
18084	G_R	more	lot	towards	en
18085	PSP	towards	more	the	en
18086	DT	the	towards	goodwill	en
18087	G_N	goodwill	the	of	en
18088	CC	of	goodwill	MI	en
18089	G_N	MI	of	0	acro
18090	G_X	0	MI	Quality	univ
18091	G_N	Quality	0	of	en
18092	CC	of	Quality	MI	en
18093	G_N	MI	of	is	hi
18094	G_V	is	MI	degrading	en
18095	G_J	degrading	is	just	en
18096	G_R	just	degrading	because	en
18097	PSP	because	just	of	en
18098	CC	of	because	these	en
18099	G_J	these	of	people	en
18100	G_N	people	these	who	en
18101	G_PRP	who	people	work	en
18102	G_V	work	who	just	en
18103	G_R	just	work	for	en
18104	PSP	for	just	the	en
18105	DT	the	for	sake	en
18106	G_N	sake	the	of	en
18107	CC	of	sake	PR	en
18108	G_X	PR	of	..	acro
18109	G_X	..	PR	Anyways	univ
18110	G_R	Anyways	..	i'll	hi
18111	G_PRP	i'll	Anyways	always	en
18112	G_R	always	i'll	be	en
18113	G_V	be	always	there	en
18114	G_R	there	be	whenever	en
18115	G_R	whenever	there	MI	en
18116	G_N	MI	whenever	team	en
18117	G_N	team	MI	needs	en
18118	G_V	needs	team	me	en
18119	G_PRP	me	needs	0	en
18120	G_X	0	me	Best	univ
18121	G_J	Best	0	of	en
18122	CC	of	Best	luck	en
18123	G_N	luck	of	to	en
18124	CC	to	luck	new	en
18125	G_J	new	to	team	en
18126	G_N	team	new	MOOD	en
18127	G_X	MOOD	team	INDIGO	en
18128	G_X	INDIGO	MOOD	2013	ne
18129	$	2013	INDIGO	0	univ
18130	G_X	0	2013	Take	univ
18131	G_V	Take	0	MI	en
18132	$	MI	Take	to	acro
18133	CC	to	MI	a	en
18134	DT	a	to	higher	en
18135	G_J	higher	a	level	en
18136	G_N	level	higher	this	en
18137	G_J	this	level	time	en
18138	G_N	time	this	0	en
18139	G_X	0	time		univ
18140	G_PRT	Yeah		...	univ
18141	G_X	...	Yeah	life	univ
18142	G_N	life	...	is	en
18143	G_V	is	life	tough	en
18144	G_J	tough	is	in	en
18145	PSP	in	tough	mi	en
18146	G_X	mi	in	politics	en
18147	G_N	politics	mi	0	en
18148	G_X	0	politics	Consider	univ
18149	G_V	Consider	0	it	en
18150	G_PRP	it	Consider	a	en
18151	DT	a	it	prep	en
18152	G_N	prep	a	for	en
18153	PSP	for	prep	corporAte	en
18154	G_J	corporAte	for	work	en
18155	G_N	work	corporAte	life	en
18156	G_N	life	work		en
18157	G_PRP	I		can	en
18158	G_V	can	I	also	en
18159	G_R	also	can	relate	en
18160	G_V	relate	also	to	en
18161	CC	to	relate	this	en
18162	G_PRP	this	to	as	en
18163	G_R	as	this	I	en
18164	G_PRP	I	as	too	en
18165	G_R	too	I	was	en
18166	G_V	was	too	always	en
18167	G_R	always	was	a	en
18168	DT	a	always	curious	en
18169	G_J	curious	a	being	en
18170	G_V	being	curious	0	en
18171	G_X	0	being	I	univ
18172	G_PRP	I	0	am	en
18173	G_PRP	am	I	sure	en
18174	G_J	sure	am	you	en
18175	G_PRP	you	sure	are	en
18176	G_V	are	you	not	en
18177	G_R	not	are	alone	en
18178	G_R	alone	not	with	en
18179	PSP	with	alone	this	en
18180	DT	this	with	feeling	en
18181	G_N	feeling	this	0	en
18182	G_X	0	feeling	Hypothetically	univ
18183	G_R	Hypothetically	0	in	en
18184	CC	in	Hypothetically	every	en
18185	G_SYM	every	in	college	en
18186	G_N	college	every	,	en
18187	G_X	,	college	similar	univ
18188	G_J	similar	,	things	en
18189	G_N	things	similar	happen	en
18190	G_V	happen	things	every	en
18191	G_SYM	every	happen	year	en
18192	G_N	year	every	0	en
18193	G_X	0	year	And	univ
18194	CC	And	0	everyone	en
18195	G_N	everyone	And	of	en
18196	CC	of	everyone	us	en
18197	G_PRP	us	of	would	en
18198	G_V	would	us	like	en
18199	G_V	like	would	to	en
18200	CC	to	like	say	en
18201	G_V	say	to	Best	en
18202	G_J	Best	say	of	en
18203	CC	of	Best	Luck	en
18204	G_N	Luck	of	to	en
18205	CC	to	Luck	the	en
18206	DT	the	to	new	en
18207	G_J	new	the	team	en
18208	G_N	team	new	0	en
18209	G_X	0	team	About	univ
18210	PSP	About	0	your	en
18211	G_PRP	your	About	experience	en
18212	G_N	experience	your	as	en
18213	G_R	as	experience	organiser	en
18214	G_N	organiser	as	,	en
18215	G_X	,	organiser	I	univ
18216	G_PRP	I	,	am	en
18217	G_PRP	am	I	sure	en
18218	G_J	sure	am	it	en
18219	G_PRP	it	sure	will	en
18220	G_V	will	it	always	en
18221	G_R	always	will	be	en
18222	G_V	be	always	a	en
18223	DT	a	be	memory	en
18224	G_N	memory	a	to	en
18225	CC	to	memory	cherish	en
18226	G_V	cherish	to	:)	en
18227	E	:)	cherish	And	univ
18228	CC	And	:)	I	en
18229	G_PRP	I	And	am	en
18230	G_PRP	am	I	very	en
18231	G_R	very	am	sure	en
18232	G_J	sure	very	,	en
18233	G_X	,	sure	being	univ
18234	G_V	being	,	a	en
18235	DT	a	being	CG	en
18236	G_X	CG	a	is	acro
18237	G_V	is	CG	not	en
18238	G_R	not	is	the	en
18239	DT	the	not	only	en
18240	G_R	only	the	thing	en
18241	G_N	thing	only	you	en
18242	G_PRP	you	thing	can	en
18243	G_V	can	you	dream	en
18244	G_V	dream	can	of	en
18245	CC	of	dream	,	en
18246	G_X	,	of	in	univ
18247	CC	in	,	life	en
18248	G_N	life	in	?	en
18249	G_X	?	life	Dream	univ
18250	G_V	Dream	?	Bigger	en
18251	G_J	Bigger	Dream	0	en
18252	G_X	0	Bigger	Amen	univ
18253	G_PRT	Amen	0		univ
18254	G_N	Keshri		....?	ne
18255	G_X	....?	Keshri		univ
18256	$	#346		[	univ
18257	G_X	[	#346	M2K	univ
18258	G_N	M2K	[	]:	acro
18259	G_X	]:	M2K	I	univ
18260	G_PRP	I	]:	got	en
18261	G_V	got	I	a	en
18262	G_N	a	got	DD	en
18263	G_N	DD	a	in	acro
18264	CC	in	DD	HS101	en
18265	G_X	HS101	in	becuase	univ
18266	PSP	becuase	HS101	of	en
18267	CC	of	becuase	a	en
18268	G_N	a	of	khadoos	en
18269	G_X	khadoos	a	prof	hi
18270	G_N	prof	khadoos	so	en
18271	PSP	so	prof	I	en
18272	G_PRP	I	so	swore	en
18273	G_V	swore	I	to	en
18274	CC	to	swore	take	en
18275	G_V	take	to	revenge	en
18276	G_N	revenge	take	someday	en
18277	G_R	someday	revenge	0	en
18278	G_X	0	someday	And	univ
18279	CC	And	0	so	en
18280	PSP	so	And	the	en
18281	DT	the	so	next	en
18282	G_J	next	the	year	en
18283	G_N	year	next	when	en
18284	G_R	when	year	I	en
18285	G_PRP	I	when	was	en
18286	G_V	was	I	a	en
18287	G_N	a	was	sophie	en
18288	G_X	sophie	a	,	ne
18289	G_X	,	sophie	I	univ
18290	G_PRP	I	,	attended	en
18291	G_V	attended	I	the	en
18292	DT	the	attended	HS101	en
18293	G_X	HS101	the	endsem	univ
18294	G_N	endsem	HS101	,	en
18295	G_X	,	endsem	found	univ
18296	G_V	found	,	out	en
18297	G_PRT	out	found	the	en
18298	DT	the	out	last	en
18299	G_J	last	the	roll	en
18300	G_N	roll	last	number	en
18301	G_N	number	roll	in	en
18302	CC	in	number	Meta	en
18303	G_N	Meta	in	,	en
18304	G_X	,	Meta	added	univ
18305	G_V	added	,	1	en
18306	$	1	added	more	univ
18307	G_J	more	1	to	en
18308	CC	to	more	it	en
18309	G_PRP	it	to	,	en
18310	G_X	,	it	created	univ
18311	G_V	created	,	a	en
18312	G_N	a	created	fake	en
18313	G_J	fake	a	name	en
18314	G_N	name	fake	and	en
18315	PSP	and	name	proceeded	en
18316	G_V	proceeded	and	to	en
18317	CC	to	proceeded	write	en
18318	G_V	write	to	the	en
18319	DT	the	write	endsem	en
18320	G_N	endsem	the	full	en
18321	G_J	full	endsem	of	en
18322	CC	of	full	hardcore	en
18323	G_J	hardcore	of	literary	en
18324	G_J	literary	hardcore	porn	en
18325	G_N	porn	literary	0	en
18326	G_X	0	porn	Instead	univ
18327	G_R	Instead	0	of	en
18328	CC	of	Instead	graphs	en
18329	G_N	graphs	of	I	en
18330	G_PRP	I	graphs	drew	en
18331	G_V	drew	I	several	en
18332	G_J	several	drew	hardcore	en
18333	G_J	hardcore	several	sketches	en
18334	G_N	sketches	hardcore	or	en
18335	PSP	or	sketches	various	en
18336	G_SYM	various	or	porn	en
18337	G_N	porn	various	activities	en
18338	G_N	activities	porn	,	en
18339	G_X	,	activities	and	univ
18340	PSP	and	,	I	en
18341	G_PRP	I	and	was	en
18342	G_V	was	I	very	en
18343	G_R	very	was	proud	en
18344	G_J	proud	very	of	en
18345	CC	of	proud	my	en
18346	G_PRP	my	of	newfound	en
18347	G_J	newfound	my	talent	en
18348	G_N	talent	newfound	at	en
18349	PSP	at	talent	endsem-art	en
18350	G_X	endsem-art	at	0	en
18351	G_X	0	endsem-art	Unfortunately	univ
18352	G_R	Unfortunately	0	the	en
18353	DT	the	Unfortunately	prof	en
18354	G_N	prof	the	didn't	en
18355	G_V	didn't	prof	give	en
18356	G_V	give	didn't	me	en
18357	G_PRP	me	give	a	en
18358	G_N	a	me	grade	en
18359	G_N	grade	a	this	en
18360	DT	this	grade	time	en
18361	G_N	time	this	,	en
18362	G_X	,	time	(	univ
18363	G_X	(	,	if	univ
18364	PSP	if	(	he	en
18365	G_PRP	he	if	did	en
18366	G_V	did	he	then	en
18367	G_R	then	did	presumably	en
18368	G_R	presumably	then	XXX	en
18369	E	XXX	presumably	would	univ
18370	G_V	would	XXX	be	en
18371	G_V	be	would	justified	en
18372	G_J	justified	be	)	en
18373	G_X	)	justified		univ
18374	G_PRP	u		r	en
18375	G_V	r	u	a	en
18376	DT	a	r	nOOb	en
18377	G_X	nOOb	a		en
18378	U	https://www.facebook.com/photo.php?fbid=10151431420334440&set=pb.738039439.-2207520000.1366545056.&		type	univ
18379	G_N	type	https://www.facebook.com/photo.php?fbid=10151431420334440&set=pb.738039439.-2207520000.1366545056.&	3	en
18380	E	3	type	&theater	univ
18381	G_N	&theater	3		univ
18382	$	#196		:	univ
18383	G_X	:	#196	80%	univ
18384	$	80%	:	attendance	univ
18385	G_N	attendance	80%	?	en
18386	G_X	?	attendance	0	univ
18387	G_X	0	?	Midsem/quizzes	univ
18388	G_N	Midsem/quizzes	0	?.	en
18389	G_X	?.	Midsem/quizzes	Project	univ
18390	G_N	Project	?.	?.	en
18391	G_X	?.	Project	Course	univ
18392	G_N	Course	?.	registration	en
18393	G_N	registration	Course	?.	en
18394	G_X	?.	registration	True	univ
18395	G_J	True	?.	Story	en
18396	G_N	Story	True	!	en
18397	G_X	!	Story		univ
18398	G_N	Siddharth		Nandan	ne
18399	G_N	Nandan	Siddharth	Thakur	ne
18400	G_N	Thakur	Nandan	:P	ne
18401	E	:P	Thakur		univ
18402	G_N	Saurabh		Bhola	ne
18403	G_N	Bhola	Saurabh	tu	hi
18404	G_PRP	tu	Bhola	hai	hi
18405	G_PRT	hai	tu	na	hi
18406	G_PRT	na	hai	:P	hi
18407	E	:P	na		univ
18408	G_PRT	naah		...	hi
18409	G_X	...	naah		univ
18410	G_N	Vivek		Singh	ne
18411	G_N	Singh	Vivek	;)	ne
18412	E	;)	Singh	#MaukaMauka	univ
18413	#	#MaukaMauka	;)	Beta	univ
18414	G_N	Beta	#MaukaMauka	cheen	hi
18415	G_V	cheen	Beta	ke	hi
18416	PSP	ke	cheen	haasil	hi
18417	G_V	haasil	ke	kiya	hi
18418	G_V	kiya	haasil	hai	hi
18419	G_V	hai	kiya	yeh	hi
18420	G_PRP	yeh	hai	mauka	hi
18421	G_N	mauka	yeh	aaj	hi
18422	G_R	aaj	mauka	...	hi
18423	G_X	...	aaj	So	univ
18424	G_R	So	...	proud	en
18425	G_J	proud	So	of	en
18426	PSP	of	proud	u	en
18427	G_PRP	u	of	#TeamIndia	en
18428	#	#TeamIndia	u	#IndvsSA	univ
18429	#	#IndvsSA	#TeamIndia	#BleedBlue	univ
18430	#	#BleedBlue	#IndvsSA	#CWC15	univ
18431	#	#CWC15	#BleedBlue		univ
18432	G_V	Is		this	hi
18433	G_PRP	this	Is	the	en
18434	DT	the	this	South	en
18435	G_N	South	the	Africa	ne
18436	G_N	Africa	South	we	ne
18437	G_PRP	we	Africa	know	en
18438	G_V	know	we	?	en
18439	G_X	?	know	Maang	univ
18440	G_N	Maang	?	ke	hi
18441	PSP	ke	Maang	nahi	hi
18442	G_PRT	nahi	ke	cheen	hi
18443	G_V	cheen	nahi	ke	hi
18444	PSP	ke	cheen	lenge	hi
18445	G_V	lenge	ke	#MaukaMauka	hi
18446	#	#MaukaMauka	lenge	India	univ
18447	G_N	India	#MaukaMauka	to	ne
18448	PSP	to	India	break	en
18449	G_V	break	to	the	en
18450	DT	the	break	jinx	en
18451	G_N	jinx	the	#CWC15	en
18452	#	#CWC15	jinx		univ
18453	@	@HDFCLIFE		Kehte	univ
18454	G_V	Kehte	@HDFCLIFE	hain	hi
18455	G_V	hain	Kehte	humko	hi
18456	G_PRP	humko	hain	pyar	hi
18457	G_N	pyar	humko	se	hi
18458	PSP	se	pyar	India	hi
18459	G_N	India	se	wale	ne
18460	G_PRT	wale	India	Chhu	hi
18461	G_V	Chhu	wale	lete	hi
18462	G_V	lete	Chhu	dil	hi
18463	G_N	dil	lete	ke	hi
18464	PSP	ke	dil	taar	hi
18465	G_N	taar	ke	se	hi
18466	PSP	se	taar	India	hi
18467	G_N	India	se	wale	ne
18468	G_PRT	wale	India	Har	hi
18469	G_N	Har	wale	jeet	hi
18470	G_N	jeet	Har	cheen	hi
18471	G_V	cheen	jeet	le	hi
18472	PSP	le	cheen	haar	hi
18473	G_N	haar	le	se	hi
18474	PSP	se	haar	Indiawaale	hi
18475	G_N	Indiawaale	se	#MyTeamMyPride	mixed
18476	#	#MyTeamMyPride	Indiawaale		univ
18477	G_N	Har		jeet	hi
18478	G_N	jeet	Har	cheen	hi
18479	G_V	cheen	jeet	le	hi
18480	G_V	le	cheen	har	hi
18481	G_N	har	le	se	hi
18482	PSP	se	har	india	hi
18483	G_N	india	se	wale	ne
18484	G_PRT	wale	india	..	hi
18485	G_X	..	wale	dusaman	univ
18486	G_N	dusaman	..	ke	hi
18487	PSP	ke	dusaman	chakke	hi
18488	G_J	chakke	ke	chhuda	hi
18489	G_V	chhuda	chakke	de	hi
18490	G_V	de	chhuda	ham	hi
18491	G_PRP	ham	de	india	hi
18492	G_N	india	ham	wale	ne
18493	G_PRT	wale	india	...	hi
18494	G_X	...	wale	go	univ
18495	G_V	go	...	go	en
18496	G_V	go	go	india	en
18497	G_N	india	go	#indvsSA	ne
18498	#	#indvsSA	india		univ
18499	G_N	Breaking_News		/	en
18500	G_X	/	Breaking_News	Mehar	univ
18501	G_N	Mehar	/	Madina	ne
18502	G_N	Madina	Mehar	Colony	ne
18503	G_N	Colony	Madina	me	en
18504	PSP	me	Colony	Daketi	hi
18505	G_N	Daketi	me	ki	hi
18506	PSP	ki	Daketi	wardat	hi
18507	G_N	wardat	ki	Dr	hi
18508	G_N	Dr	wardat	Ilahi	en
18509	G_N	Ilahi	Dr	ke	ne
18510	PSP	ke	Ilahi	Relative	hi
18511	G_N	Relative	ke	se	en
18512	PSP	se	Relative	Motor	hi
18513	G_N	Motor	se	cycle	en
18514	G_N	cycle	Motor	cheen	en
18515	G_V	cheen	cycle	ker	hi
18516	G_V	ker	cheen	Farar	hi
18517	G_V	Farar	ker	/	hi
18518	G_X	/	Farar	Zarai	univ
18519	G_N	Zarai	/	Rpt	ne
18520	G_N	Rpt	Zarai	0	en
18521	G_X	0	Rpt	MIR	univ
18522	G_N	MIR	0	GORAR	ne
18523	G_N	GORAR	MIR		ne
18524	@	@Zaya4Jaya		@har1603	univ
18525	@	@har1603	@Zaya4Jaya	Mere	univ
18526	G_PRP	Mere	@har1603	muuh	hi
18527	G_N	muuh	Mere	ke	hi
18528	PSP	ke	muuh	baat	hi
18529	G_N	baat	ke	cheen	hi
18530	G_V	cheen	baat	Lee	hi
18531	G_V	Lee	cheen	basically	hi
18532	G_R	basically	Lee	I	en
18533	G_PRP	I	basically	missing	en
18534	G_V	missing	I	zaya	en
18535	G_N	zaya	missing	😝	ne
18536	E	😝	zaya		univ
18537	@	@imshas		Management	univ
18538	G_N	Management	@imshas	mobiles	en
18539	G_N	mobiles	Management	cheen	en
18540	G_V	cheen	mobiles	ke	hi
18541	PSP	ke	cheen	rakh	hi
18542	G_V	rakh	ke	le	hi
18543	G_V	le	rakh	sab	hi
18544	G_SYM	sab	le	ke	hi
18545	PSP	ke	sab	..	hi
18546	G_X	..	ke	Perform	univ
18547	G_V	Perform	..	na	en
18548	G_PRT	na	Perform	kren	hi
18549	G_V	kren	na	tou	hi
18550	CC	tou	kren	phir	hi
18551	G_R	phir	tou	kehna	hi
18552	G_V	kehna	phir	..	hi
18553	G_X	..	kehna		univ
18554	@	@mercyfatal		HIGH	univ
18555	G_J	HIGH	@mercyfatal	SPEED	en
18556	G_N	SPEED	HIGH	VOTE	en
18557	G_N	VOTE	SPEED	MANGTE	en
18558	G_V	MANGTE	VOTE	H	hi
18559	G_V	H	MANGTE	RAJ	hi
18560	G_N	RAJ	H	NHI	hi
18561	G_PRT	NHI	RAJ	SEWA	hi
18562	G_V	SEWA	NHI	ROJGAR	hi
18563	G_N	ROJGAR	SEWA	DE	hi
18564	G_V	DE	ROJGAR	SAKTE	hi
18565	G_V	SAKTE	DE	NHI	hi
18566	G_PRT	NHI	SAKTE	CHEEN	hi
18567	G_V	CHEEN	NHI	RHE	hi
18568	G_V	RHE	CHEEN	H	hi
18569	G_V	H	RHE	VOTE	hi
18570	G_N	VOTE	H	LE	en
18571	G_V	LE	VOTE	KR	hi
18572	G_V	KR	LE	DESH	hi
18573	G_N	DESH	KR	PUNJAB	hi
18574	G_N	PUNJAB	DESH	KE	ne
18575	PSP	KE	PUNJAB	MALIK	hi
18576	G_N	MALIK	KE	BN	hi
18577	G_V	BN	MALIK	GAYA	hi
18578	G_V	GAYA	BN	AJIB	hi
18579	G_J	AJIB	GAYA	DEMOCRACY	hi
18580	G_N	DEMOCRACY	AJIB	H	en
18581	G_V	H	DEMOCRACY		hi
18582	@	@ThePreCambrian		Main	univ
18583	G_PRP	Main	@ThePreCambrian	aur	hi
18584	G_R	aur	Main	@mahobili	hi
18585	@	@mahobili	aur	aap	univ
18586	G_PRP	aap	@mahobili	se	hi
18587	PSP	se	aap	cheen	hi
18588	G_V	cheen	se	ke	hi
18589	PSP	ke	cheen	apka	hi
18590	G_PRP	apka	ke	khana	hi
18591	G_N	khana	apka	khaein	hi
18592	G_V	khaein	khana	gein	hi
18593	G_V	gein	khaein	0	hi
18594	G_X	0	gein	Guaranteed	univ
18595	G_J	Guaranteed	0	!	en
18596	G_X	!	Guaranteed		univ
18597	G_PRP	Kya		kapde	hi
18598	G_N	kapde	Kya	Utare	hi
18599	G_V	Utare	kapde	hai	hi
18600	G_V	hai	Utare	India	hi
18601	G_N	India	hai	today	ne
18602	G_N	today	India	ke	ne
18603	PSP	ke	today	conclave	hi
18604	G_N	conclave	ke	2014	en
18605	$	2014	conclave	mein	univ
18606	PSP	mein	2014	kejriwal	hi
18607	G_N	kejriwal	mein	ke	ne
18608	PSP	ke	kejriwal	aate	hi
18609	G_V	aate	ke	waqt	hi
18610	G_N	waqt	aate	mufflar	hi
18611	G_N	mufflar	waqt	b	en
18612	G_PRT	b	mufflar	cheen	hi
18613	G_V	cheen	b	liya	hi
18614	G_V	liya	cheen		hi
18615	@	@IndiaSpeaksPR		@kailashkaushik8	univ
18616	@	@kailashkaushik8	@IndiaSpeaksPR	Opposition	univ
18617	G_N	Opposition	@kailashkaushik8	ke	en
18618	PSP	ke	Opposition	Muh	hi
18619	G_N	Muh	ke	se	hi
18620	PSP	se	Muh	khana	hi
18621	G_N	khana	se	cheen	hi
18622	G_V	cheen	khana	raheho	hi
18623	G_V	raheho	cheen	..	hi
18624	G_X	..	raheho	Bahut	univ
18625	G_SYM	Bahut	..	na	hi
18626	G_N	na	Bahut	insaafi	hi
18627	G_N	insaafi	na	huwa	hi
18628	G_V	huwa	insaafi	he	hi
18629	G_PRT	he	huwa	0	hi
18630	G_X	0	he		univ
18631	@	@Muskurahateinn		@ThatFilmyGirl	univ
18632	@	@ThatFilmyGirl	@Muskurahateinn	BC	univ
18633	G_PRT	BC	@ThatFilmyGirl	!	acro
18634	G_X	!	BC	I	univ
18635	G_PRP	I	!	got	en
18636	G_V	got	I	none	en
18637	G_PRP	none	got	0	en
18638	G_X	0	none	Khud	univ
18639	G_PRP	Khud	0	hi	hi
18640	G_V	hi	Khud	cheen	hi
18641	G_V	cheen	hi	ke	hi
18642	PSP	ke	cheen	laayi	hi
18643	G_V	laayi	ke	logo	hi
18644	G_N	logo	laayi	se	hi
18645	PSP	se	logo	0	hi
18646	G_X	0	se	😑	univ
18647	E	😑	0		univ
18648	@	@bwoyblunder		Yeh	univ
18649	G_PRP	Yeh	@bwoyblunder	toh	hi
18650	PSP	toh	Yeh	opposition	hi
18651	G_N	opposition	toh	ke	en
18652	PSP	ke	opposition	haat	hi
18653	G_N	haat	ke	se	hi
18654	PSP	se	haat	bat	hi
18655	G_N	bat	se	cheen	hi
18656	G_V	cheen	bat	ke	hi
18657	PSP	ke	cheen	apne	hi
18658	G_PRP	apne	ke	hi	hi
18659	G_PRT	hi	apne	bowling	hi
18660	G_V	bowling	hi	pe	en
18661	PSP	pe	bowling	chakka	hi
18662	G_SYM	chakka	pe	maane	hi
18663	G_N	maane	chakka	ke	hi
18664	PSP	ke	maane	barabar	hi
18665	G_J	barabar	ke	hau	hi
18666	G_V	hau	barabar	ROFL	hi
18667	G_PRT	ROFL	hau		univ
18668	G_N	ZiNdGe		kE	hi
18669	PSP	kE	ZiNdGe	TaLkhiYon	hi
18670	G_J	TaLkhiYon	kE	nE	hi
18671	G_PRT	nE	TaLkhiYon	cHeeN	hi
18672	G_V	cHeeN	nE	le	hi
18673	G_V	le	cHeeN	sHaRarTaiN	hi
18674	G_N	sHaRarTaiN	le	mEri	hi
18675	G_PRP	mEri	sHaRarTaiN	AuR	hi
18676	CC	AuR	mEri	LoG	hi
18677	G_N	LoG	AuR	sAmjTy	hi
18678	G_X	sAmjTy	LoG	mAgRoOr	hi
18679	G_J	mAgRoOr	sAmjTy	hO	hi
18680	G_V	hO	mAgRoOr	Gya	hi
18681	G_V	Gya	hO	uN	hi
18682	G_PRP	uN	Gya	mAin	hi
18683	PSP	mAin	uN	For	hi
18684	PSP	For	mAin	more	en
18685	G_SYM	more	For	U	en
18686	G_PRP	U	more		en
18687	@	@ImKrish35		@S1dharthM	univ
18688	@	@S1dharthM	@ImKrish35	maaroge	univ
18689	G_V	maaroge	@S1dharthM	sab	hi
18690	G_PRP	sab	maaroge	mujhe	hi
18691	G_PRP	mujhe	sab	padha	hi
18692	G_V	padha	mujhe	padha	hi
18693	G_V	padha	padha	ke	hi
18694	PSP	ke	padha	,	hi
18695	G_X	,	ke	kal	univ
18696	G_N	kal	,	phn	hi
18697	G_N	phn	kal	bhi	en
18698	G_PRT	bhi	phn	cheen	hi
18699	G_V	cheen	bhi	liya	hi
18700	G_V	liya	cheen	tha	hi
18701	G_V	tha	liya	,	hi
18702	G_X	,	tha	badi	univ
18703	G_J	badi	,	mushkil	hi
18704	G_N	mushkil	badi	se	hi
18705	PSP	se	mushkil	waapas	hi
18706	G_J	waapas	se	kara	hi
18707	G_V	kara	waapas	mama	hi
18708	G_N	mama	kara	ne	hi
18709	PSP	ne	mama	😢	hi
18710	E	😢	ne		univ
18711	@	@YusufDFI		@oldkrish	univ
18712	@	@oldkrish	@YusufDFI	So	univ
18713	G_R	So	@oldkrish	,	en
18714	G_X	,	So	Pak	univ
18715	G_N	Pak	,	is	ne
18716	G_PRP	is	Pak	a	en
18717	DT	a	is	failed	en
18718	G_J	failed	a	State	en
18719	G_N	State	failed	in	en
18720	PSP	in	State	more	en
18721	G_SYM	more	in	senses	en
18722	G_N	senses	more	than	en
18723	PSP	than	senses	one	en
18724	G_SYM	one	than	0	en
18725	G_X	0	one	Chale	univ
18726	G_V	Chale	0	tthe	hi
18727	G_V	tthe	Chale	India	hi
18728	G_N	India	tthe	ki	ne
18729	PSP	ki	India	barabari	hi
18730	PSP	barabari	ki	karne	hi
18731	G_N	karne	barabari	,	hi
18732	G_X	,	karne	ban	univ
18733	G_V	ban	,	gaye	hi
18734	G_V	gaye	ban	Cheen	hi
18735	G_V	Cheen	gaye	ke	ne
18736	PSP	ke	Cheen	tattoo	hi
18737	G_N	tattoo	ke	!	en
18738	G_X	!	tattoo		univ
18739	$	1/2		Mehrabpur	hi
18740	G_N	Mehrabpur	1/2	Rahwasi	ne
18741	G_N	Rahwasi	Mehrabpur	Zulfqar	ne
18742	G_N	Zulfqar	Rahwasi	Gangharo	ne
18743	G_N	Gangharo	Zulfqar	ke	ne
18744	PSP	ke	Gangharo	Sath	hi
18745	G_N	Sath	ke	Sukkur	hi
18746	G_N	Sukkur	Sath	ToolPlaza	hi
18747	G_N	ToolPlaza	Sukkur	ke	en
18748	PSP	ke	ToolPlaza	Amle	hi
18749	G_N	Amle	ke	ki	hi
18750	PSP	ki	Amle	Ziyadati	hi
18751	G_PRT	Ziyadati	ki	0	hi
18752	G_X	0	Ziyadati	Tool	univ
18753	G_N	Tool	0	Na	en
18754	G_PRT	Na	Tool	Dene	hi
18755	G_N	Dene	Na	pe	hi
18756	PSP	pe	Dene	16000	hi
18757	$	16000	pe	Naqd	univ
18758	G_N	Naqd	16000	cheen	hi
18759	G_V	cheen	Naqd	k	hi
18760	PSP	k	cheen	Gunda	hi
18761	G_J	Gunda	k	Gardi	hi
18762	G_J	Gardi	Gunda	ki	hi
18763	PSP	ki	Gardi		hi
18764	@	@StarSportsIndia		yeah😂😂	univ
18765	G_PRT	yeah😂😂	@StarSportsIndia	#MoukaMouka	en
18766	#	#MoukaMouka	yeah😂😂	#IndWins	univ
18767	#	#IndWins	#MoukaMouka	#IndvsSA	univ
18768	#	#IndvsSA	#IndWins	Dhonibhaiiii	univ
18769	G_N	Dhonibhaiiii	#IndvsSA	we	ne
18770	G_PRP	we	Dhonibhaiiii	loveeeeeee	en
18771	G_V	loveeeeeee	we	youuuuuu😍😍😍😍😍	en
18772	G_PRP	youuuuuu😍😍😍😍😍	loveeeeeee		en
18773	E	_/\_		_/\_	univ
18774	E	_/\_	_/\_	@SDhawan25	univ
18775	@	@SDhawan25	_/\_	...	univ
18776	G_X	...	@SDhawan25	#IndvsSA	univ
18777	#	#IndvsSA	...	Indians	univ
18778	G_N	Indians	#IndvsSA	are	ne
18779	G_V	are	Indians	twirling	en
18780	G_V	twirling	are	their	en
18781	G_PRP	their	twirling	moustache	en
18782	G_N	moustache	their	...	en
18783	G_X	...	moustache	~	univ
18784	G_X	~	...	~	univ
18785	G_X	~	~	#MoukaMouka	univ
