 0 1 2
17504 my en DT
17505 lab en G_N
17506 schedule en G_N
17507 . univ G_X
17508 After en PSP
17509 some en G_PRP
17510 days en G_N
17511 I en G_PRP
17512 found en G_V
17513 out en G_PRT
17514 he en G_PRP
17515 brings en G_V
17516 randis hi G_N
17517 from en PSP
17518 outside en G_J
17519 and en PSP
17520 fucks en G_V
17521 them en G_PRP
17522 in en CC
17523 my en DT
17524 room en G_N
17525 , univ G_X
17526 I en G_PRP
17527 was en G_V
17528 fucking en G_R
17529 disgusted en G_J
17530 ... univ G_X
17531 I en G_PRP
17532 had en G_V
17533 to en PSP
17534 throw en G_V
17535 the en DT
17536 mattress en G_N
17537 which en G_J
17538 I en G_PRP
17539 had en G_V
17540 been en G_V
17541 sleeping en G_V
17542 on en PSP
17543 . univ G_X
17544 #### #### ####
17545 #207 univ $
17546 : univ G_X
17547 I'm en G_PRP
17548 a en DT
17549 PhD acro G_N
17550 scholar en G_N
17551 . univ G_X
17552 I en G_PRP
17553 have en G_V
17554 always en G_R
17555 wanted en G_V
17556 to en PSP
17557 know en G_V
17558 what en G_PRP
17559 the en DT
17560 inside en G_N
17561 of en PSP
17562 the en DT
17563 ladies en G_N
17564 ' univ G_X
17565 toilet en G_N
17566 looked en G_V
17567 like en G_R
17568 . univ G_X
17569 So en G_R
17570 after en G_R
17571 hours en G_N
17572 , univ G_X
17573 we en G_PRP
17574 use en G_V
17575 the en DT
17576 ladies en G_N
17577 toilet en G_N
17578 in en PSP
17579 the en DT
17580 department en G_N
17581 . univ G_X
17582 Since en PSP
17583 the en DT
17584 past en G_J
17585 3 univ $
17586 years en G_N
17587 I en G_PRP
17588 have en G_V
17589 often en G_R
17590 piddled en G_V
17591 in en PSP
17592 this en G_J
17593 forbidden en G_J
17594 territory en G_N
17595 of en PSP
17596 my en G_J
17597 department en G_N
17598 . univ G_X
17599 Before en PSP
17600 I en G_PRP
17601 graduate en G_V
17602 , univ G_X
17603 I en G_PRP
17604 have en G_V
17605 this en G_J
17606 burning en G_V
17607 desire en G_N
17608 to en PSP
17609 try en G_V
17610 it en G_PRP
17611 once en G_R
17612 during en PSP
17613 the en DT
17614 daytime en G_V
17615 ... univ G_X
17616 #### #### ####
17617 See en G_V
17618 the en DT
17619 level en G_N
17620 of en PSP
17621 people en G_N
17622 doing en G_V
17623 phd acro G_N
17624 , univ G_X
17625 i en G_PRP
17626 dnt en G_V
17627 know en G_V
17628 wat en G_PRP
17629 shit en G_N
17630 they en G_PRP
17631 will en G_V
17632 teach en G_V
17633 to en PSP
17634 students en G_N
17635 ? univ G_X
17636 #### #### ####
17637 u en G_PRP
17638 came en G_V
17639 to en PSP
17640 knw en G_V
17641 dat en DT
17642 ladies en G_N
17643 cant en G_V
17644 do en G_V
17645 susu hi G_X
17646 by en PSP
17647 standing en G_V
17648 as en PSP
17649 we en G_PRP
17650 do en G_V
17651 !! univ G_X
17652 #### #### ####
17653 good en G_J
17654 going en G_J
17655 dude en G_N
17656 ... univ G_X
17657 keep en G_V
17658 it en G_PRP
17659 up en G_PRT
17660 ... univ G_X
17661 :P univ E
17662 #### #### ####
17663 Physics en G_N
17664 Department en G_N
17665 ..... univ G_X
17666 I en G_PRP
17667 know en G_V
17668 that en DT
17669 guy en G_N
17670 ...!. univ G_X
17671 spotted en G_V
17672 him en G_PRP
17673 2 univ $
17674 days en G_N
17675 back en G_R
17676 before en PSP
17677 PH acro G_X
17678 103 univ $
17679 exam en G_N
17680 #### #### ####
17681 wah univ G_PRT
17682 ! univ G_X
17683 #### #### ####
17684 machaya hi G_N
17685 ., univ G_X
17686 #### #### ####
17687 #206 univ $
17688 : univ G_X
17689 My en G_PRP
17690 gf acro G_N
17691 just en G_R
17692 got en G_V
17693 her en G_PRP
17694 braces en G_N
17695 taken en G_V
17696 off en G_V
17697 and en PSP
17698 now en G_R
17699 she en G_PRP
17700 can en G_V
17701 get en G_V
17702 back en G_R
17703 to en PSP
17704 doing en G_V
17705 more en G_R
17706 interesting en G_J
17707 stuff en G_N
17708 to en PSP
17709 me en G_PRP
17710 on en PSP
17711 Sundays en G_N
17712 when en G_R
17713 we en G_PRP
17714 meet en G_V
17715 . univ G_X
17716 It's en G_PRP
17717 been en G_V
17718 more en G_J
17719 than en PSP
17720 a en DT
17721 year en G_N
17722 , univ G_X
17723 am en G_PRP
17724 I en G_PRP
17725 way en G_R
17726 too en G_R
17727 excited en G_J
17728 about en CC
17729 this en G_PRP
17730 ? univ G_X
17731 #### #### ####
17732 #205 univ $
17733 : univ G_X
17734 Before en PSP
17735 coming en G_V
17736 to en PSP
17737 Bombay ne G_N
17738 I en G_PRP
17739 was en G_V
17740 a en DT
17741 never-been-kissed en G_R
17742 virgin en G_N
17743 . univ G_X
17744 Now en G_R
17745 , univ G_X
17746 after en CC
17747 6 univ $
17748 semesters en G_N
17749 , univ G_X
17750 I en G_PRP
17751 have en G_V
17752 a en DT
17753 big en G_J
17754 bag en G_N
17755 of en PSP
17756 lingerie en G_N
17757 in en CC
17758 my en DT
17759 closet en G_N
17760 and en PSP
17761 I've en G_N
17762 done en G_V
17763 more en G_J
17764 than en PSP
17765 a en DT
17766 few en G_J
17767 very en G_R
17768 questionable en G_J
17769 things en G_N
17770 . univ G_X
17771 I en G_PRP
17772 am en G_PRP
17773 proud en G_J
17774 as en G_R
17775 I en G_PRP
17776 learned en G_V
17777 some en G_PRP
17778 tricks en G_N
17779 along en PSP
17780 the en DT
17781 way en G_N
17782 and en PSP
17783 had en G_V
17784 a en DT
17785 great en G_J
17786 time en G_N
17787 as en G_R
17788 well en G_R
17789 . univ G_X
17790 I en G_PRP
17791 think en G_V
17792 this en G_PRP
17793 is en G_V
17794 a en DT
17795 part en G_N
17796 of en PSP
17797 growing en G_V
17798 up en G_R
17799 however en G_R
17800 our en G_PRP
17801 society en G_N
17802 is en G_V
17803 fucked en G_V
17804 up en G_R
17805 to en PSP
17806 an en DT
17807 extent en G_N
17808 where en G_R
17809 we en G_PRP
17810 question en G_V
17811 our en G_PRP
17812 virtue en G_J
17813 . univ G_X
17814 I en G_PRP
17815 hope en G_V
17816 you en G_PRP
17817 all en DT
17818 of en PSP
17819 my en DT
17820 generation en G_N
17821 will en G_V
17822 bring en G_V
17823 up en G_R
17824 our en G_PRP
17825 kids en G_N
17826 to en PSP
17827 be en G_V
17828 free en G_J
17829 thinkers en G_N
17830 who en G_PRP
17831 enjoy en G_V
17832 hedonism en G_X
17833 rather en G_R
17834 than en PSP
17835 feel en G_V
17836 guilty en G_J
17837 because en PSP
17838 of en PSP
17839 social en G_J
17840 programming en G_N
17841 . univ G_X
17842 #### #### ####
17843 #204 univ $
17844 : univ G_X
17845 Everytime en G_R
17846 I en G_PRP
17847 read en G_V
17848 this en G_J
17849 page en G_N
17850 my en DT
17851 IQ acro G_N
17852 goes en G_V
17853 down en G_PRT
17854 ... univ G_X
17855 #### #### ####
17856 #203 univ #
17857 : univ G_X
17858 IITB acro G_N
17859 guys en G_N
17860 , univ G_X
17861 why en G_R
17862 can't en G_V
17863 you en G_PRP
17864 use en G_V
17865 deodorant en G_N
17866 , univ G_X
17867 why en G_R
17868 can't en G_V
17869 you en G_PRP
17870 brush en G_V
17871 your en G_PRP
17872 teeth en G_N
17873 , univ G_X
17874 why en G_R
17875 can't en G_V
17876 you en G_PRP
17877 spell en G_V
17878 check en G_V
17879 , univ G_X
17880 why en G_R
17881 can't en G_V
17882 you en G_PRP
17883 stop en G_V
17884 pinging en G_V
17885 random en G_J
17886 girls en G_N
17887 on en PSP
17888 FB acro G_N
17889 and en PSP
17890 whyowhyowhy en G_R
17891 can't en G_V
17892 you en G_PRP
17893 just en G_R
17894 dress en G_V
17895 normal en G_J
17896 ? univ G_X
17897 After en PSP
17898 all en DT
17899 this en G_J
17900 don't en G_V
17901 complain en G_V
17902 ki hi PSP
17903 bandi hi G_J
17904 nahi hi G_N
17905 milti hi G_N
17906 ... univ ~
17907 #### #### ####
17908 we en G_PRP
17909 do en G_V
17910 so en G_R
17911 in en CC
17912 IIT acro G_N
17913 only en G_R
17914 , univ G_X
17915 coz en PSP
17916 hamein hi G_V
17917 IIT acro G_N
17918 mein hi G_V
17919 koi hi G_J
17920 bandi hi G_X
17921 nahi hi G_N
17922 chahiye hi G_V
17923 :D univ E
17924 :P univ E
17925 #### #### ####
17926 ^like en PSP
17927 a en DT
17928 boss en G_N
17929 ...!!! univ G_X
17930 #### #### ####
17931 #202 univ #
17932 : univ G_X
17933 I en G_PRP
17934 think en G_V
17935 I en G_PRP
17936 fell en G_V
17937 in en CC
17938 <3 univ E
17939 with en PSP
17940 a en DT
17941 H10 univ $
17942 girl en G_N
17943 . univ G_X
17944 but en PSP
17945 I en G_PRP
17946 live en G_V
17947 in en CC
17948 H13 univ G_N
17949 . univ G_X
17950 Is en G_V
17951 it en G_PRP
17952 possible en G_J
17953 to en PSP
17954 maintain en G_V
17955 a en DT
17956 long en G_J
17957 distance en G_N
17958 relationship en G_N
17959 ? univ G_X
17960 #### #### ####
17961 Then en G_R
17962 y en G_R
17963 dont en G_V
17964 u en G_PRP
17965 shift en G_N
17966 in hi PSP
17967 Hostel en G_N
17968 10 univ $
17969 itself en G_PRP
17970 .. univ G_X
17971 #### #### ####
17972 ladkiyon hi G_N
17973 ko hi PSP
17974 hostel en G_N
17975 14 univ $
17976 ka hi PSP
17977 ek hi G_SYM
17978 wing en G_N
17979 kyun hi G_V
17980 nhi hi G_V
17981 de hi G_V
17982 dete hi G_V
17983 .... univ G_X
17984 long en G_J
17985 distance en G_N
17986 se hi PSP
17987 chutkkara hi G_X
17988 milega hi G_X
17989 n hi CC
17990 3-4 univ $
17991 hostels en G_N
17992 ka hi G_X
17993 fayda hi G_X
17994 ho hi G_V
17995 jayega hi G_N
17996 #### #### ####
17997 Yeah en G_PRT
17998 , univ G_X
17999 you en G_V
18000 can en G_V
18001 always en G_R
18002 the en DT
18003 maintain en G_V
18004 the en DT
18005 relationship en G_N
18006 , univ G_X
18007 as en G_R
18008 long en G_J
18009 as en PSP
18010 you en G_PRP
18011 can en G_V
18012 afford en G_V
18013 the en DT
18014 maintenance en G_N
18015 costs en G_N
18016 ..!! univ G_X
18017 :P univ E
18018 #### #### ####
18019 it's en G_PRP
18020 depend en G_V
18021 upon en CC
18022 H10 univ G_N
18023 girl en G_N
18024 ... univ G_X
18025 LOL univ G_PRT
18026 ] univ G_X
18027 #### #### ####
18028 Chandresh ne G_N
18029 K ne G_X
18030 . univ G_X
18031 Khatri ne G_N
18032 . univ G_X
18033 pakka hi G_J
18034 yahi hi G_N
18035 hai hi G_PRT
18036 #### #### ####
18037 Ravi ne G_N
18038 Kumar ne G_N
18039 hostel en G_N
18040 15 univ $
18041 mei hi G_N
18042 ladko hi G_N
18043 ladkiyo hi G_N
18044 ko hi PSP
18045 milne hi G_N
18046 wala hi G_J
18047 hai hi G_PRT
18048 ... univ G_X
18049 kuch hi G_PRT
18050 dino hi G_N
18051 ka hi PSP
18052 intezaar hi G_N
18053 karlo hi G_N
18054 .... univ G_X
18055 #### #### ####
18056 na hi G_PRT
18057 , univ G_X
18058 it en G_PRP
18059 seems en G_V
18060 too en G_R
18061 complicated en G_J
18062 #### #### ####
18063 it's en G_N
18064 too en G_R
18065 long en G_J
18066 .. univ G_X
18067 #### #### ####
18068 ha hi G_PRT
18069 ha hi G_PRT
18070 ha hi G_PRT
18071 .. univ G_X
18072 no en G_PRT
18073 no en G_PRT
18074 ... univ G_X
18075 u en G_PRP
18076 have en G_V
18077 to en PSP
18078 stay en G_V
18079 together en G_R
18080 :P univ E
18081 :P univ E
18082 #### #### ####
18083 lol acro G_PRT
18084 !! univ G_X
18085 no en G_PRT
18086 ... univ G_X
18087 it's en G_PRP
18088 not en G_R
18089 !! univ G_X
18090 :p univ E
18091 #### #### ####
18092 LOL univ G_PRT
18093 #### #### ####
18094 abe hi G_N
18095 .,., univ G_X
18096 joke en G_N
18097 marna hi G_N
18098 hai hi G_PRT
18099 to en PSP
18100 aur hi CC
18101 kahi hi G_N
18102 maar hi G_N
18103 .,.,. univ G_X
18104 confession en G_N
18105 page en G_N
18106 ki hi PSP
18107 bejaati hi G_J
18108 maat hi G_N
18109 ker hi G_N
18110 bhai hi G_N
18111 .. univ G_X
18112 JOKE en G_N
18113 MARA hi G_N
18114 ???????????? univ G_X
18115 HASU hi G_PRT
18116 ? univ G_X
18117 \ univ G_X
18118 "	univ	G_X
haha	univ	G_PRT
..!	univ	G_X
\	univ	G_X
" univ G_X
18119 #### #### ####
18120 #201 univ #
18121 : univ G_X
18122 Why en G_R
18123 do hi G_V
18124 IITB acro G_N
18125 guys en G_N
18126 always en G_R
18127 wear en G_V
18128 weird en G_J
18129 clothes en G_N
18130 and en PSP
18131 chappals en G_N
18132 ??? univ G_X
18133 #### #### ####
18134 because en PSP
18135 it en G_PRP
18136 reduces en G_V
18137 the en DT
18138 probability en G_N
18139 of en PSP
18140 getting en G_V
18141 a en DT
18142 girl en G_N
18143 . univ G_X
18144 which en G_R
18145 in en CC
18146 turn en G_V
18147 reduces en G_V
18148 the en DT
18149 probability en G_N
18150 of en PSP
18151 our en G_PRP
18152 precious en G_J
18153 money en G_N
18154 being en G_V
18155 wasted en G_V
18156 on en PSP
18157 these en DT
18158 girl en G_N
18159 which en G_R
18160 should en G_V
18161 be en G_V
18162 invested en G_V
18163 in en CC
18164 daru hi G_N
18165 ... univ G_X
18166 :P univ E
18167 #### #### ####
18168 why en G_R
18169 dont en G_V
18170 people en G_N
18171 understand en G_V
18172 the en DT
18173 difference en G_N
18174 betwen en PSP
18175 a en DT
18176 confession en G_N
18177 nd en PSP
18178 a en DT
18179 question en G_N
18180 ? univ G_X
18181 anyway en G_R
18182 to en CC
18183 answer en G_V
18184 ur en DT
18185 question en G_N
18186 .. univ G_X
18187 because en PSP
18188 we en G_PRP
18189 dont en G_V
18190 need en G_V
18191 to en CC
18192 impress en G_V
18193 anyone en G_N
18194 -_- univ E
18195 #### #### ####
18196 It's en G_PRP
18197 our en G_PRP
18198 campus en G_N
18199 outfit en G_N
18200 .,., univ G_X
18201 :P univ E
18202 #### #### ####
18203 y en G_R
18204 d en G_X
18205 hell en G_N
18206 u en G_PRP
18207 look en G_V
18208 fr en CC
18209 our en G_PRP
18210 chappals hi G_N
18211 ..... univ G_X
18212 u en G_PRP
18213 mr/miss en G_N
18214 showoff en G_N
18215 please en G_V
18216 stop en G_V
18217 confessing en G_V
18218 ... univ G_X
18219 u en G_PRP
18220 r en G_V
18221 making en G_V
18222 the en DT
18223 page en G_N
18224 boring en G_J
18225 :P univ E
18226 #### #### ####
18227 I en G_PRP
18228 think en G_V
18229 wearing en G_V
18230 weird en G_J
18231 clothes en G_N
18232 and en PSP
18233 chappals hi G_N
18234 mean en G_V
18235 we en G_PRP
18236 are en G_V
18237 INNOCENT en G_J
18238 . univ G_X
18239 Train en G_V
18240 us en G_PRP
18241 with en PSP
18242 your en G_PRP
18243 own en G_J
18244 risk en G_N
18245 :D univ E
18246 #### #### ####
18247 #200 univ #
18248 : univ G_X
18249 I en G_PRP
18250 want en G_V
18251 to en CC
18252 confess en G_V
18253 that en PSP
18254 I en G_PRP
18255 am en G_PRP
18256 a en DT
18257 total en G_J
18258 loser en G_N
18259 . univ G_X
18260 I en G_PRP
18261 saw en G_V
18262 the en DT
18263 most en G_R
18264 beautiful en G_J
18265 girl en G_N
18266 during en PSP
18267 Techfest hi G_N
18268 and en PSP
18269 followed en G_V
18270 her en G_PRP
18271 to en CC
18272 the en DT
18273 bus en G_N
18274 stop en G_V
18275 as en G_R
18276 she en G_PRP
18277 was en G_V
18278 leaving en G_V
18279 campus en G_N
18280 . univ G_X
18281 As en G_R
18282 much en G_J
18283 as en G_R
18284 I en G_PRP
18285 wanted en G_V
18286 to en CC
18287 talk en G_V
18288 to en CC
18289 her en G_PRP
18290 and en PSP
18291 get en G_V
18292 to en CC
18293 know en G_V
18294 her en G_PRP
18295 , univ G_X
18296 I en G_PRP
18297 did en G_V
18298 not en G_R
18299 . univ G_X
18300 She en G_PRP
18301 got en G_V
18302 in en CC
18303 Bus hi G_N
18304 422 univ $
18305 and en PSP
18306 left en G_V
18307 . univ G_X
18308 The en DT
18309 same en G_J
18310 thing en G_N
18311 happened en G_V
18312 the en DT
18313 next en G_J
18314 day en G_N
18315 and en PSP
18316 I en G_PRP
18317 followed en G_V
18318 her en G_PRP
18319 again en G_R
18320 to en CC
18321 the en DT
18322 bus en G_N
18323 stop en G_V
18324 . univ G_X
18325 This en G_PRP
18326 would en G_V
18327 have en G_V
18328 been en G_V
18329 the en DT
18330 perfect en G_J
18331 chance en G_N
18332 for en PSP
18333 me en G_PRP
18334 to en CC
18335 talk en G_V
18336 to en CC
18337 her en G_PRP
18338 but en PSP
18339 I en G_PRP
18340 was en G_V
18341 so en G_R
18342 busy en G_J
18343 eating en G_V
18344 my en DT
18345 bar-one en G_N
18346 and en PSP
18347 being en G_V
18348 a en DT
18349 loser en G_N
18350 that en PSP
18351 I en G_PRP
18352 didn't en G_V
18353 . univ G_X
18354 After en PSP
18355 a en DT
18356 while en G_N
18357 , univ G_X
18358 422 univ $
18359 arrived en G_V
18360 and en PSP
18361 I en G_PRP
18362 did en G_V
18363 not en G_R
18364 even en G_V
18365 get en G_V
18366 on en PSP
18367 the en DT
18368 bus en G_N
18369 . univ G_X
18370 I en G_PRP
18371 am en G_PRP
18372 such en G_J
18373 a en DT
18374 loser en G_N
18375 ... univ G_X
18376 #### #### ####
18377 side en G_R
18378 effect en G_V
18379 of en CC
18380 freebees en G_N
18381 \ univ G_X
18382 "	univ	G_X
eating	en	G_V
my	en	DT
bar-one\	en	G_N
" univ G_X
18383 ... univ G_X
18384 :P univ E
18385 #### #### ####
18386 #199 univ $
18387 : univ G_X
18388 Masturbating en G_V
18389 is en G_V
18390 evil en G_N
18391 , univ G_X
18392 please en G_V
18393 don't en G_V
18394 do en G_V
18395 it en G_PRP
18396 . univ G_X
18397 Or en PSP
18398 you en G_PRP
18399 will en G_V
18400 go en G_V
18401 to en CC
18402 hell en G_N
18403 . univ G_X
18404 #### #### ####
18405 Watch en G_V
18406 this en G_PRP
18407 thank en G_V
18408 me en G_PRP
18409 later en G_R
18410 . univ G_X
18411 https://www.youtube.com/watch?v=A-b2YNErwxw univ U
18412 #### #### ####
18413 #198 univ $
18414 : univ G_X
18415 How en G_R
18416 many en G_SYM
18417 confessions en G_N
18418 posted en G_V
18419 here en G_R
18420 are en G_V
18421 real en G_J
18422 ? univ G_X
18423 Why en G_R
18424 do en G_V
18425 I en G_PRP
18426 get en G_V
18427 the en DT
18428 sense en G_N
18429 that en PSP
18430 many en G_SYM
18431 may en G_V
18432 simply en G_R
18433 be en G_V
18434 fantasies en G_N
18435 of en CC
18436 some en G_PRP
18437 folks en G_N
18438 and en PSP
18439 a en DT
18440 few en G_J
18441 others en G_N
18442 may en G_V
18443 simply en G_R
18444 be en G_V
18445 teasers en G_N
18446 to en CC
18447 provoke en G_V
18448 comments en G_N
18449 . univ G_X
18450 No en G_PRT
18451 ? univ G_X
18452 #### #### ####
18453 #197 univ $
18454 : univ G_X
18455 # univ #
18456 Just en G_R
18457 want en G_V
18458 to en CC
18459 get en G_V
18460 this en G_PRP
18461 off en G_V
18462 my en G_PRP
18463 chest en G_N
18464 . univ G_X
18465 I en G_PRP
18466 haven't en G_V
18467 expressed en G_V
18468 my en G_PRP
18469 feelings en G_N
18470 to en CC
18471 anyone en G_N
18472 . univ G_X
18473 . univ G_X
18474 . univ G_X
18475 I en G_PRP
18476 was en G_V
18477 coordinator en G_N
18478 of en CC
18479 MI acro G_N
18480 2012 univ $
18481 . univ G_X
18482 Right en G_R
18483 from en PSP
18484 the en DT
18485 beginning en G_N
18486 i en G_PRP
18487 worked en G_V
18488 with en PSP
18489 true en G_J
18490 enthusiasm en G_N
18491 , univ G_X
18492 dedication en G_N
18493 and en PSP
18494 passion en G_N
18495 . univ G_X
18496 During en PSP
18497 MI acro G_N
18498 OC acro G_X
18499 elections en G_N
18500 , univ G_X
18501 I en G_PRP
18502 was en G_V
18503 considered en G_V
18504 a en DT
18505 very en G_R
18506 strong en G_J
18507 candidate en G_N
18508 for en PSP
18509 CG acro G_X
18510 as en G_R
18511 people en G_N
18512 appreciated en G_V
18513 my en G_PRP
18514 work en G_N
18515 a en DT
18516 lot en G_N
18517 . univ G_X
18518 Somehow en G_R
18519 I en G_PRP
18520 wasn't en G_V
18521 selected en G_V
18522 as en G_R
18523 a en DT
18524 CG acro G_X
18525 member en G_N
18526 . univ G_X
18527 I en G_PRP
18528 literally en G_R
18529 cried en G_V
18530 thebwhole en DT
18531 night en G_N
18532 when en G_R
18533 results en G_N
18534 were en G_V
18535 declared en G_V
18536 .. univ G_X
18537 I en G_PRP
18538 just en G_R
18539 want en G_V
18540 to en CC
18541 ask en G_V
18542 one univ $
18543 question en G_N
18544 , univ G_X
18545 is en G_V
18546 this en G_PRP
18547 what en G_PRP
18548 one univ $
18549 gets en G_V
18550 for en PSP
18551 true en G_J
18552 hard en G_J
18553 work en G_N
18554 and en PSP
18555 dedication en G_N
18556 ? univ G_X
18557 I en G_PRP
18558 don't en G_V
18559 have en G_V
18560 any en G_J
18561 regrets en G_V
18562 regarding en G_V
18563 working en G_V
18564 hard en G_J
18565 for en PSP
18566 MI acro G_N
18567 . univ G_X
18568 The en DT
18569 memories en G_N
18570 I en G_PRP
18571 have en G_V
18572 gathered en G_V
18573 will en G_V
18574 be en G_V
18575 cherished en G_J
18576 for en PSP
18577 life en G_N
18578 . univ G_X
18579 I en G_PRP
18580 know en G_V
18581 some en G_PRP
18582 people en G_N
18583 in en CC
18584 thebcurrent hi G_X
18585 team en G_N
18586 who en G_PRP
18587 don't en G_V
18588 give en G_V
18589 a en DT
18590 fuck en G_N
18591 about en CC
18592 about en CC
18593 MI acro G_N
18594 . univ G_X
18595 Now en G_R
18596 they en G_PRP
18597 have en G_V
18598 become en G_V
18599 CG acro G_X
18600 members en G_N
18601 and en PSP
18602 it's en G_PRP
18603 their en DT
18604 job en G_N
18605 to en CC
18606 make en G_V
18607 MI acro G_V
18608 happen en G_V
18609 . univ G_X
18610 If en PSP
18611 a en DT
18612 person en G_N
18613 is en G_V
18614 sentimental en G_J
18615 about en CC
18616 something en G_N
18617 definitely en G_R
18618 he'll en G_PRP
18619 be en G_V
18620 contributing en G_V
18621 a en DT
18622 lot en G_N
18623 more en G_R
18624 towards en PSP
18625 the en DT
18626 goodwill en G_N
18627 of en CC
18628 MI acro G_N
18629 . univ G_X
18630 Quality en G_N
18631 of en CC
18632 MI hi G_N
18633 is en G_V
18634 degrading en G_J
18635 just en G_R
18636 because en PSP
18637 of en CC
18638 these en G_J
18639 people en G_N
18640 who en G_PRP
18641 work en G_V
18642 just en G_R
18643 for en PSP
18644 the en DT
18645 sake en G_N
18646 of en CC
18647 PR acro G_X
18648 .. univ G_X
18649 Anyways hi G_R
18650 i'll en G_PRP
18651 always en G_R
18652 be en G_V
18653 there en G_R
18654 whenever en G_R
18655 MI en G_N
18656 team en G_N
18657 needs en G_V
18658 me en G_PRP
18659 . univ G_X
18660 Best en G_J
18661 of en CC
18662 luck en G_N
18663 to en CC
18664 new en G_J
18665 team en G_N
18666 MOOD en G_X
18667 INDIGO ne G_X
18668 2013 univ $
18669 . univ G_X
18670 Take en G_V
18671 MI acro $
18672 to en CC
18673 a en DT
18674 higher en G_J
18675 level en G_N
18676 this en G_J
18677 time en G_N
18678 . univ G_X
18679 #### #### ####
18680 Yeah univ G_PRT
18681 ... univ G_X
18682 life en G_N
18683 is en G_V
18684 tough en G_J
18685 in en PSP
18686 mi en G_X
18687 politics en G_N
18688 . univ G_X
18689 Consider en G_V
18690 it en G_PRP
18691 a en DT
18692 prep en G_N
18693 for en PSP
18694 corporAte en G_J
18695 work en G_N
18696 life en G_N
18697 #### #### ####
18698 I en G_PRP
18699 can en G_V
18700 also en G_R
18701 relate en G_V
18702 to en CC
18703 this en G_PRP
18704 as en G_R
18705 I en G_PRP
18706 too en G_R
18707 was en G_V
18708 always en G_R
18709 a en DT
18710 curious en G_J
18711 being en G_V
18712 . univ G_X
18713 I en G_PRP
18714 am en G_PRP
18715 sure en G_J
18716 you en G_PRP
18717 are en G_V
18718 not en G_R
18719 alone en G_R
18720 with en PSP
18721 this en DT
18722 feeling en G_N
18723 . univ G_X
18724 Hypothetically en G_R
18725 in en CC
18726 every en G_SYM
18727 college en G_N
18728 , univ G_X
18729 similar en G_J
18730 things en G_N
18731 happen en G_V
18732 every en G_SYM
18733 year en G_N
18734 . univ G_X
18735 And en CC
18736 everyone en G_N
18737 of en CC
18738 us en G_PRP
18739 would en G_V
18740 like en G_V
18741 to en CC
18742 say en G_V
18743 Best en G_J
18744 of en CC
18745 Luck en G_N
18746 to en CC
18747 the en DT
18748 new en G_J
18749 team en G_N
18750 . univ G_X
18751 About en PSP
18752 your en G_PRP
18753 experience en G_N
18754 as en G_R
18755 organiser en G_N
18756 , univ G_X
18757 I en G_PRP
18758 am en G_PRP
18759 sure en G_J
18760 it en G_PRP
18761 will en G_V
18762 always en G_R
18763 be en G_V
18764 a en DT
18765 memory en G_N
18766 to en CC
18767 cherish en G_V
18768 :) univ E
18769 And en CC
18770 I en G_PRP
18771 am en G_PRP
18772 very en G_R
18773 sure en G_J
18774 , univ G_X
18775 being en G_V
18776 a en DT
18777 CG acro G_X
18778 is en G_V
18779 not en G_R
18780 the en DT
18781 only en G_R
18782 thing en G_N
18783 you en G_PRP
18784 can en G_V
18785 dream en G_V
18786 of en CC
18787 , univ G_X
18788 in en CC
18789 life en G_N
18790 ? univ G_X
18791 Dream en G_V
18792 Bigger en G_J
18793 . univ G_X
18794 Amen univ G_PRT
18795 #### #### ####
18796 Keshri ne G_N
18797 ....? univ G_X
18798 #### #### ####
18799 #346 univ $
18800 [ univ G_X
18801 M2K acro G_N
18802 ]: univ G_X
18803 I en G_PRP
18804 got en G_V
18805 a en G_N
18806 DD acro G_N
18807 in en CC
18808 HS101 univ G_X
18809 becuase en PSP
18810 of en CC
18811 a en G_N
18812 khadoos hi G_X
18813 prof en G_N
18814 so en PSP
18815 I en G_PRP
18816 swore en G_V
18817 to en CC
18818 take en G_V
18819 revenge en G_N
18820 someday en G_R
18821 . univ G_X
18822 And en CC
18823 so en PSP
18824 the en DT
18825 next en G_J
18826 year en G_N
18827 when en G_R
18828 I en G_PRP
18829 was en G_V
18830 a en G_N
18831 sophie ne G_X
18832 , univ G_X
18833 I en G_PRP
18834 attended en G_V
18835 the en DT
18836 HS101 univ G_X
18837 endsem en G_N
18838 , univ G_X
18839 found en G_V
18840 out en G_PRT
18841 the en DT
18842 last en G_J
18843 roll en G_N
18844 number en G_N
18845 in en CC
18846 Meta en G_N
18847 , univ G_X
18848 added en G_V
18849 1 univ $
18850 more en G_J
18851 to en CC
18852 it en G_PRP
18853 , univ G_X
18854 created en G_V
18855 a en G_N
18856 fake en G_J
18857 name en G_N
18858 and en PSP
18859 proceeded en G_V
18860 to en CC
18861 write en G_V
18862 the en DT
18863 endsem en G_N
18864 full en G_J
18865 of en CC
18866 hardcore en G_J
18867 literary en G_J
18868 porn en G_N
18869 . univ G_X
18870 Instead en G_R
18871 of en CC
18872 graphs en G_N
18873 I en G_PRP
18874 drew en G_V
18875 several en G_J
18876 hardcore en G_J
18877 sketches en G_N
18878 or en PSP
18879 various en G_SYM
18880 porn en G_N
18881 activities en G_N
18882 , univ G_X
18883 and en PSP
18884 I en G_PRP
18885 was en G_V
18886 very en G_R
18887 proud en G_J
18888 of en CC
18889 my en G_PRP
18890 newfound en G_J
18891 talent en G_N
18892 at en PSP
18893 endsem-art en G_X
18894 . univ G_X
18895 Unfortunately en G_R
