id	tag	word	label	prev_label
15876	$	one	en	en
15877	G_N	afternoon	en	en
15878	PSP	after	en	en
15879	DT	a	en	en
15880	G_R	very	en	en
15881	G_J	bad	en	en
15882	G_N	lunch	en	en
15883	PSP	and	en	en
15884	G_PRP	I	en	en
15885	G_V	had	en	en
15886	DT	a	en	en
15887	G_J	huge	en	en
15888	G_N	urge	en	en
15889	CC	to	en	en
15890	G_V	take	en	en
15891	DT	a	en	en
15892	G_N	dump	en	en
15893	G_X	.	univ	en
15894	G_V	Went	en	univ
15895	CC	to	en	en
15896	DT	the	en	en
15897	G_N	department	en	en
15898	G_N	bathroom	en	en
15899	G_X	,	univ	en
15900	DT	the	en	univ
15901	G_N	bog	en	en
15902	PSP	next	en	en
15903	CC	to	en	en
15904	G_PRP	me	en	en
15905	G_V	was	en	en
15906	G_J	occupied	en	en
15907	G_X	,	univ	en
15908	PSP	and	en	univ
15909	G_PRP	I	en	en
15910	G_V	knew	en	en
15911	G_PRP	my	en	en
15912	G_N	tummy	en	en
15913	G_V	was	en	en
15914	G_V	going	en	en
15915	CC	to	en	en
15916	G_V	get	en	en
15917	G_J	noisy	en	en
15918	G_X	,	univ	en
15919	PSP	so	en	univ
15920	G_PRP	I	en	en
15921	G_V	held	en	en
15922	G_PRP	it	en	en
15923	CC	in	en	en
15924	PSP	for	en	en
15925	DT	a	en	en
15926	G_J	good	en	en
15927	$	20	univ	en
15928	G_N	minutes	en	univ
15929	G_X	.	univ	en
15930	G_PRP	It	en	univ
15931	G_V	seemed	en	en
15932	G_R	like	en	en
15933	DT	the	en	en
15934	G_J	other	en	en
15935	G_N	guy	en	en
15936	G_V	was	en	en
15937	G_V	doing	en	en
15938	DT	the	en	en
15939	G_J	same	en	en
15940	G_X	,	univ	en
15941	PSP	because	en	univ
15942	DT	neither	en	en
15943	CC	of	en	en
15944	G_PRP	us	en	en
15945	G_V	moved	en	en
15946	PSP	from	en	en
15947	DT	the	en	en
15948	G_N	toilet	en	en
15949	G_X	,	univ	en
15950	PSP	nor	en	univ
15951	G_V	did	en	en
15952	G_PRP	we	en	en
15953	G_V	plop	en	en
15954	G_V	plop	en	en
15955	G_N	anything	en	en
15956	CC	into	en	en
15957	DT	the	en	en
15958	G_N	pot	en	en
15959	G_X	.	univ	en
15960	G_PRP	I	en	univ
15961	G_V	was	en	en
15962	G_R	about	en	en
15963	CC	to	en	en
15964	G_V	burst	en	en
15965	G_R	when	en	en
15966	DT	the	en	en
15967	G_N	guy	en	en
15968	G_R	just	en	en
15969	G_V	said	en	en
15970	G_X	:	univ	en
15971	G_X	\	univ	univ
15972	G_X	double_quotes	univ	univ
15973	G_V	Fuck	en	univ
15974	G_N	benchod	hi	en
15975	G_X	,	univ	hi
15976	G_PRP	I	en	univ
15977	G_V	have	en	en
15978	CC	to	en	en
15979	G_V	go\	en	en
15980	G_X	double_quotes	univ	en
15981	G_PRP	It	en	univ
15982	G_V	sounded	en	en
15983	G_R	like	en	en
15984	G_PRP	he	en	en
15985	G_V	had	en	en
15986	G_PRP	some	en	en
15987	G_J	mean	en	en
15988	G_N	diarrhea	en	en
15989	G_X	.	univ	en
15990	G_R	Just	en	univ
15991	DT	a	en	en
15992	G_J	few	en	en
15993	G_N	minutes	en	en
15994	PSP	before	en	en
15995	G_PRP	that	en	en
15996	G_PRP	I	en	en
15997	G_V	recognized	en	en
15998	DT	the	en	en
15999	G_N	guy	en	en
16000	PSP	by	en	en
16001	G_PRP	his	en	en
16002	G_N	shoes	en	en
16003	G_X	,	univ	en
16004	G_PRP	it	en	univ
16005	G_V	was	en	en
16006	G_PRP	my	en	en
16007	G_N	TA	acro	en
16008	G_X	.	univ	acro
16009	G_PRP	I	en	univ
16010	G_V	don't	en	en
16011	G_V	think	en	en
16012	G_PRP	I	en	en
16013	G_V	will	en	en
16014	G_V	be	en	en
16015	G_J	able	en	en
16016	CC	to	en	en
16017	G_V	look	en	en
16018	PSP	at	en	en
16019	G_PRP	him	en	en
16020	PSP	without	en	en
16021	G_V	remembering	en	en
16022	DT	our	en	en
16023	G_J	little	en	en
16024	G_N	encounter	en	en
16025	CC	in	en	en
16026	DT	the	en	en
16027	G_N	bathroom	en	en
16028	G_X	.	univ	en
16029	$	#223	univ	
16030	G_X	:	univ	univ
16031	CC	To	en	univ
16032	DT	all	en	en
16033	CC	of	en	en
16034	G_PRP	you	en	en
16035	G_N	chootiyas	hi	en
16036	G_V	doing	en	hi
16037	G_X	M	undef	en
16038	G_X	.	univ	undef
16039	G_N	Phil	ne	univ
16040	CC	in	en	ne
16041	G_N	HSS	acro	en
16042	G_X	:	univ	acro
16043	DT	your	en	univ
16044	G_X	(	ne	en
16045	G_N	f)arts	en	ne
16046	G_N	degrees	en	en
16047	G_V	aren't	en	en
16048	G_J	worth	en	en
16049	G_N	anything	en	en
16050	G_X	.	univ	en
16051	G_PRP	You	en	univ
16052	G_V	should	en	en
16053	PSP	either	en	en
16054	G_N	drop	en	en
16055	PSP	out	en	en
16056	CC	of	en	en
16057	G_N	college	en	en
16058	PSP	and	en	en
16059	G_V	become	en	en
16060	G_N	McDonald's	ne	en
16061	G_N	managers	en	ne
16062	G_X	(	univ	en
16063	PSP	at	en	univ
16064	G_J	most	en	en
16065	G_X	)	univ	en
16066	PSP	or	en	univ
16067	G_V	switch	en	en
16068	CC	to	en	en
16069	DT	a	en	en
16070	G_J	true	en	en
16071	G_N	degree	en	en
16072	G_X	.	univ	en
16073	G_V	Posted	en	univ
16074	PSP	by	en	en
16075	DT	a	en	en
16076	G_N	DD	ne	en
16077	G_N	EE	ne	ne
16078	G_N	FF	ne	ne
16079	G_N	guy	en	ne
16080	E	;)	univ	en
16081	G_N	butt	en	
16082	G_V	hurt	en	en
16083	G_N	DD	ne	
16084	G_N	EE	ne	ne
16085	G_N	FF	ne	ne
16086	E	:D	univ	ne
16087	#	#222	univ	
16088	G_X	[	univ	univ
16089	G_N	M2K	acro	univ
16090	G_X	]:	univ	acro
16091	PSP	In	en	univ
16092	G_PRP	my	en	en
16093	$	5th	univ	en
16094	PSP	and	en	univ
16095	$	6th	univ	en
16096	G_N	year	en	univ
16097	G_PRP	I	en	en
16098	G_R	purposely	en	en
16099	G_V	used	en	en
16100	CC	to	en	en
16101	G_V	attend	en	en
16102	G_N	midsems	en	en
16103	PSP	and	en	en
16104	G_N	endsems	en	en
16105	PSP	for	en	en
16106	G_N	courses	en	en
16107	G_PRP	I	en	en
16108	G_R	never	en	en
16109	G_V	registered	en	en
16110	PSP	for	en	en
16111	G_X	,	univ	en
16112	G_R	then	en	univ
16113	G_PRP	I	en	en
16114	G_V	used	en	en
16115	CC	to	en	en
16116	G_V	turn	en	en
16117	CC	in	en	en
16118	DT	the	en	en
16119	G_N	test	en	en
16120	$	30	univ	en
16121	G_N	minutes	en	univ
16122	G_J	early	en	en
16123	CC	to	en	en
16124	G_V	freak	en	en
16125	G_R	out	en	en
16126	G_PRP	those	en	en
16127	G_N	muggus	hi	en
16128	PSP	and	en	hi
16129	G_N	nbdus	acro	en
16130	G_PRP	who	en	acro
16131	G_V	were	en	en
16132	G_R	actually	en	en
16133	CC	in	en	en
16134	DT	the	en	en
16135	G_N	course	en	en
16136	G_X	.	univ	en
16137	G_PRT	Yup	univ	univ
16138	G_X	,	univ	univ
16139	G_PRP	I'm	en	univ
16140	G_V	going	en	en
16141	CC	to	en	en
16142	G_N	hell	en	en
16143	G_X	.	univ	en
16144	G_N	M2K	acro	
16145	G_J	stud	en	acro
16146	G_V	h	hi	en
16147	E	:D	univ	hi
16148	E	_/\\_	univ	
16149	E	:-D	univ	
16150	#	#221	univ	
16151	G_X	:	univ	univ
16152	G_PRP	I	en	univ
16153	G_V	was	en	en
16154	DT	a	en	en
16155	G_N	maha-backlogger	mixed	en
16156	G_X	,	univ	mixed
16157	G_PRP	I	en	univ
16158	G_V	remained	en	en
16159	PSP	on	en	en
16160	G_N	campus	en	en
16161	PSP	for	en	en
16162	$	8	univ	en
16163	G_N	years	en	univ
16164	G_V	trying	en	en
16165	CC	to	en	en
16166	G_V	get	en	en
16167	DT	a	en	en
16168	G_N	B	en	en
16169	G_X	.	univ	en
16170	G_N	Tech	en	univ
16171	G_X	.	univ	en
16172	DT	All	en	univ
16173	G_PRP	I	en	en
16174	G_V	can	en	en
16175	G_V	say	en	en
16176	G_V	is	en	en
16177	G_PRP	that	en	en
16178	G_V	graduating	en	en
16179	PSP	from	en	en
16180	G_N	college	en	en
16181	PSP	at	en	en
16182	$	22	univ	en
16183	G_V	is	en	univ
16184	G_R	like	en	en
16185	G_V	leaving	en	en
16186	DT	the	en	en
16187	G_N	party	en	en
16188	PSP	at	en	en
16189	$	9pm	univ	en
16190	G_X	...	univ	univ
16191	PSP	after	en	
16192	$	9pm	univ	en
16193	G_X	,	univ	univ
16194	G_PRP	we	en	univ
16195	G_V	have	en	en
16196	DT	another	en	en
16197	G_N	party	en	en
16198	CC	to	en	en
16199	G_V	attend	en	en
16200	G_N	buddy	en	en
16201	G_X	..	univ	en
16202	E	;)	univ	univ
16203	G_N	Grad	en	
16204	G_N	school	en	en
16205	G_N	dude	en	en
16206	G_X	!	univ	en
16207	G_PRP	i	en	
16208	G_V	am	en	en
16209	DT	a	en	en
16210	G_J	dudda	hi	en
16211	PSP	and	en	hi
16212	G_PRP	i'll	en	en
16213	G_V	leave	en	en
16214	PSP	at	en	en
16215	$	21	univ	en
16216	$	#220	univ	
16217	G_X	:	univ	univ
16218	G_PRP	My	en	univ
16219	G_N	girlfriend	en	en
16220	G_V	has	en	en
16221	DT	a	en	en
16222	G_J	weird	en	en
16223	G_N	fetish	en	en
16224	G_X	,	univ	en
16225	G_PRP	she	en	univ
16226	G_V	likes	en	en
16227	CC	to	en	en
16228	G_V	dress	en	en
16229	G_R	up	en	en
16230	G_R	like	en	en
16231	G_PRP	herself	en	en
16232	PSP	but	en	en
16233	G_V	acts	en	en
16234	G_R	like	en	en
16235	DT	a	en	en
16236	G_J	complete	en	en
16237	G_N	bitch	en	en
16238	G_X	.	univ	en
16239	G_PRP	It	en	univ
16240	G_V	should	en	en
16241	G_R	ideally	en	en
16242	G_V	be	en	en
16243	DT	the	en	en
16244	G_J	other	en	en
16245	G_N	way	en	en
16246	G_N	round	en	en
16247	G_X	...	univ	en
16248	$	#219	univ	
16249	G_X	:	univ	univ
16250	G_PRP	I	en	univ
16251	G_V	am	en	en
16252	DT	a	en	en
16253	$	9	univ	en
16254	G_N	pointer	en	univ
16255	PSP	and	en	en
16256	G_PRP	I	en	en
16257	G_V	have	en	en
16258	G_V	been	en	en
16259	G_V	smoking	en	en
16260	G_N	joints	en	en
16261	G_R	ever	en	en
16262	PSP	since	en	en
16263	G_PRP	I	en	en
16264	G_V	joined	en	en
16265	G_N	IITB	acro	en
16266	G_X	.	univ	acro
16267	G_PRP	I	en	univ
16268	G_V	have	en	en
16269	G_V	even	en	en
16270	G_V	attended	en	en
16271	G_N	quizzes	en	en
16272	G_X	,	univ	en
16273	G_N	labs	en	univ
16274	PSP	and	en	en
16275	G_N	endsems	en	en
16276	G_R	totally	en	en
16277	G_J	high	en	en
16278	G_X	,	univ	en
16279	PSP	and	en	univ
16280	G_N	nobody	en	en
16281	G_V	figured	en	en
16282	G_PRP	it	en	en
16283	G_R	out	en	en
16284	G_R	yet	en	en
16285	G_X	.	univ	en
16286	$	#217	univ	
16287	G_X	:	univ	univ
16288	$	One	en	univ
16289	CC	of	en	en
16290	DT	our	en	en
16291	G_N	wingies	en	en
16292	G_V	was	en	en
16293	DT	a	en	en
16294	G_N	stud	en	en
16295	PSP	and	en	en
16296	G_R	somehow	en	en
16297	G_V	managed	en	en
16298	CC	to	en	en
16299	G_V	patao	en	en
16300	G_PRP	some	en	en
16301	G_J	new	en	en
16302	G_N	bandi	hi	en
16303	DT	every	en	hi
16304	G_J	few	en	en
16305	G_N	months	en	en
16306	G_X	.	univ	en
16307	G_PRP	He	en	univ
16308	G_V	used	en	en
16309	CC	to	en	en
16310	G_V	bring	en	en
16311	G_PRP	her	en	en
16312	CC	to	en	en
16313	G_PRP	his	en	en
16314	G_N	room	en	en
16315	CC	in	en	en
16316	G_N	H8/B2R	univ	en
16317	PSP	and	en	univ
16318	G_PRP	they	en	en
16319	G_V	would	en	en
16320	G_V	close	en	en
16321	DT	the	en	en
16322	G_N	door	en	en
16323	PSP	and	en	en
16324	G_V	play	en	en
16325	G_J	loud	en	en
16326	G_N	music	en	en
16327	G_X	.	univ	en
16328	PSP	Without	en	univ
16329	DT	their	en	en
16330	G_N	knowledge	en	en
16331	G_X	,	univ	en
16332	DT	the	en	univ
16333	G_N	rest	en	en
16334	CC	of	en	en
16335	G_PRP	us	en	en
16336	G_V	would	en	en
16337	G_V	try	en	en
16338	CC	to	en	en
16339	G_V	take	en	en
16340	G_V	turns	en	en
16341	G_V	peeking	en	en
16342	CC	in	en	en
16343	PSP	from	en	en
16344	PSP	above	en	en
16345	DT	the	en	en
16346	G_N	door	en	en
16347	G_X	(	univ	en
16348	DT	the	en	univ
16349	G_N	mosqui	en	en
16350	G_N	net	en	en
16351	G_X	)	univ	en
16352	G_X	.	univ	univ
16353	G_J	Bastard	en	univ
16354	G_R	later	en	en
16355	G_V	boarded	en	en
16356	G_R	up	en	en
16357	G_PRP	that	en	en
16358	G_V	peeping	en	en
16359	G_N	spot	en	en
16360	G_X	.	univ	en
16361	G_N	Sachin	ne	
16362	G_N	Pratap	ne	ne
16363	G_N	Singh	ne	ne
16364	G_N	Ryan	ne	ne
16365	G_N	Gazder	ne	ne
16366	G_N	Deepesh	ne	ne
16367	G_N	Sati	ne	ne
16368	G_V	recall	en	ne
16369	G_N	anythin	en	en
16370	G_N	guys	en	en
16371	E	:p	univ	en
16372	G_R	Actually	en	
16373	G_PRP	this	en	en
16374	G_V	was	en	en
16375	$	one	en	en
16376	PSP	of	en	en
16377	DT	our	en	en
16378	G_J	illustrious	en	en
16379	G_N	aero	en	en
16380	G_N	seniors	en	en
16381	PSP	before	en	en
16382	G_PRP	you	en	en
16383	G_N	guys	en	en
16384	G_V	joined	en	en
16385	DT	the	en	en
16386	G_N	wing	en	en
16387	E	;)	univ	en
16388	G_PRP	I	en	
16389	G_R	very	en	en
16390	G_R	well	en	en
16391	G_V	know	en	en
16392	DT	the	en	en
16393	G_N	guy	en	en
16394	G_X	!	univ	en
16395	PSP	And	en	univ
16396	G_PRP	I	en	en
16397	G_V	know	en	en
16398	DT	the	en	en
16399	G_N	B2R	univ	en
16400	G_N	room	en	univ
16401	G_N	number	en	en
16402	PSP	as	en	en
16403	G_R	well	en	en
16404	G_X	.	univ	en
16405	G_N	Karan	ne	
16406	G_N	Bhalla	ne	ne
16407	G_N	Bharath	ne	ne
16408	G_N	Jannu	ne	ne
16409	G_N	Shrenik	ne	ne
16410	G_N	Shah	ne	ne
16411	G_N	Siddharth	ne	ne
16412	G_N	R	ne	ne
16413	G_N	Shah	ne	ne
16414	$	#218	univ	
16415	G_X	:	univ	univ
16416	G_V	Hate	en	univ
16417	G_PRP	it	en	en
16418	G_R	when	en	en
16419	PSP	after	en	en
16420	G_PRP	you	en	en
16421	G_V	get	en	en
16422	G_V	dumped	en	en
16423	G_PRP	they	en	en
16424	G_V	give	en	en
16425	G_PRP	you	en	en
16426	G_V	clich	en	en
16427	G_X	?	univ	en
16428	DT	d	en	univ
16429	G_N	advice	en	en
16430	G_R	like	en	en
16431	G_X	,	univ	en
16432	G_X	\	univ	univ
16433	G_X	double_quotes	univ	univ
16434	G_R	there	en	univ
16435	G_V	are	en	en
16436	G_J	many	en	en
16437	G_N	fish	en	en
16438	PSP	in	en	en
16439	DT	the	en	en
16440	G_N	sea\	en	en
16441	G_X	double_quotes	univ	en
16442	G_R	well	en	univ
16443	PSP	until	en	en
16444	G_PRP	I	en	en
16445	G_V	catch	en	en
16446	G_J	my	en	en
16447	G_R	next	en	en
16448	G_N	fish	en	en
16449	G_N	I'm	en	en
16450	G_V	stuck	en	en
16451	G_R	here	en	en
16452	G_V	holding	en	en
16453	G_J	my	en	en
16454	G_N	rod	en	en
16455	G_X	...	univ	en
16456	#	#216	univ	
16457	G_X	:	univ	univ
16458	G_V	Have	en	univ
16459	G_PRP	you	en	en
16460	G_R	ever	en	en
16461	G_V	gone	en	en
16462	G_R	out	en	en
16463	PSP	on	en	en
16464	DT	a	en	en
16465	G_J	terrible	en	en
16466	G_N	date	en	en
16467	PSP	and	en	en
16468	G_V	came	en	en
16469	G_N	home	en	en
16470	PSP	and	en	en
16471	G_V	thought	en	en
16472	G_X	\	univ	en
16473	G_X	double_quotes	univ	univ
16474	G_V	did	en	univ
16475	G_PRP	I	en	en
16476	G_R	really	en	en
16477	G_V	shave	en	en
16478	DT	my	en	en
16479	G_J	pubic	en	en
16480	G_N	hair	en	en
16481	PSP	for	en	en
16482	DT	this\	en	en
16483	G_X	double_quotes	univ	en
16484	$	#215	univ	
16485	G_X	:	univ	univ
16486	G_R	Back	en	univ
16487	G_R	when	en	en
16488	G_PRP	they	en	en
16489	G_V	didn't	en	en
16490	G_V	note	en	en
16491	G_PRT	down	en	en
16492	G_N	visitor	en	en
16493	G_N	info	en	en
16494	PSP	at	en	en
16495	G_N	H-10	univ	en
16496	G_X	,	univ	univ
16497	G_PRP	I	en	univ
16498	G_V	have	en	en
16499	G_V	lived	en	en
16500	DT	an	en	en
16501	G_J	entire	en	en
16502	G_N	night	en	en
16503	PSP	and	en	en
16504	G_R	half	en	en
16505	DT	a	en	en
16506	G_N	day	en	en
16507	CC	in	en	en
16508	DT	a	en	en
16509	G_N	girl's	en	en
16510	G_N	room	en	en
16511	G_X	(	univ	en
16512	G_V	slipped	en	univ
16513	G_R	out	en	en
16514	PSP	after	en	en
16515	DT	the	en	en
16516	G_N	morning	en	en
16517	G_X	watchie	en	en
16518	G_N	shift	en	en
16519	G_V	changed	en	en
16520	G_X	)	univ	en
16521	G_X	.	univ	univ
16522	E	:-D	univ	
16523	$	#214	univ	
16524	G_X	:	univ	univ
16525	G_N	Yesterday	en	univ
16526	G_PRP	I	en	en
16527	G_V	did	en	en
16528	G_N	something	en	en
16529	G_R	really	en	en
16530	G_J	bad	en	en
16531	CC	to	en	en
16532	G_PRP	my	en	en
16533	G_N	roomie	en	en
16534	G_X	,	univ	en
16535	PSP	but	en	univ
16536	G_V	confessing	en	en
16537	G_PRP	it	en	en
16538	CC	in	en	en
16539	G_N	public	en	en
16540	G_V	will	en	en
16541	G_R	only	en	en
16542	G_V	make	en	en
16543	G_PRP	my	en	en
16544	G_V	roomie	en	en
16545	G_V	realize	en	en
16546	G_R	how	en	en
16547	G_PRP	he	en	en
16548	G_V	was	en	en
16549	G_V	made	en	en
16550	DT	a	en	en
16551	G_N	fool	en	en
16552	PSP	by	en	en
16553	G_PRP	what	en	en
16554	G_PRP	I	en	en
16555	G_V	did	en	en
16556	G_X	.	univ	en
16557	PSP	and	en	univ
16558	G_PRP	I	en	en
16559	G_V	won't	en	en
16560	G_V	be	en	en
16561	G_J	able	en	en
16562	CC	to	en	en
16563	G_V	do	en	en
16564	DT	the	en	en
16565	G_J	same	en	en
16566	G_N	thing	en	en
16567	G_R	again	en	en
16568	G_X	.	univ	en
16569	PSP	So	en	univ
16570	G_N	ditch	en	en
16571	G_X	.	univ	en
16572	E	:D	univ	univ
16573	#	#213	univ	
16574	G_X	:	univ	univ
16575	G_PRP	We	en	univ
16576	G_V	used	en	en
16577	CC	to	en	en
16578	G_V	go	en	en
16579	CC	to	en	en
16580	DT	the	en	en
16581	G_J	top	en	en
16582	G_N	floors	en	en
16583	CC	in	en	en
16584	G_N	MB	acro	en
16585	PSP	and	en	acro
16586	G_V	spit	en	en
16587	G_R	down	en	en
16588	DT	the	en	en
16589	G_J	middle	en	en
16590	CC	of	en	en
16591	DT	the	en	en
16592	G_N	pool	en	en
16593	CC	to	en	en
16594	G_V	see	en	en
16595	G_PRP	who	en	en
16596	G_V	would	en	en
16597	G_V	make	en	en
16598	G_PRP	it	en	en
16599	DT	all	en	en
16600	DT	the	en	en
16601	G_N	way	en	en
16602	G_R	down	en	en
16603	PSP	and	en	en
16604	G_R	once	en	en
16605	G_PRP	we	en	en
16606	G_V	blew	en	en
16607	G_R	up	en	en
16608	DT	a	en	en
16609	G_N	condom	en	en
16610	PSP	and	en	en
16611	G_V	sent	en	en
16612	G_PRP	it	en	en
16613	G_R	down	en	en
16614	G_R	too	en	en
16615	G_X	.	univ	en
16616	#	#212	univ	
16617	G_X	:	univ	univ
16618	G_PRP	I'm	en	univ
16619	DT	a	en	en
16620	G_N	freshie	en	en
16621	PSP	and	en	en
16622	G_PRP	I	en	en
16623	G_V	love	en	en
16624	G_PRP	my	en	en
16625	G_N	afternoon	en	en
16626	G_V	poops	en	en
16627	CC	at	en	en
16628	G_N	MB	acro	en
16629	G_X	.	univ	acro
16630	G_N	Nothing	en	univ
16631	G_V	is	en	en
16632	G_J	better	en	en
16633	CC	than	en	en
16634	G_R	not	en	en
16635	G_V	caring	en	en
16636	PSP	if	en	en
16637	G_PRP	I	en	en
16638	G_V	clog	en	en
16639	DT	the	en	en
16640	G_N	toilet	en	en
16641	PSP	and	en	en
16642	DT	the	en	en
16643	G_J	fat	en	en
16644	PSP	that	en	en
16645	G_PRP	I	en	en
16646	G_V	don't	en	en
16647	G_V	have	en	en
16648	CC	to	en	en
16649	G_V	walk	en	en
16650	DT	the	en	en
16651	G_J	long	en	en
16652	G_N	walk	en	en
16653	G_R	back	en	en
16654	CC	to	en	en
16655	DT	the	en	en
16656	G_N	hostel	en	en
16657	G_X	,	univ	en
16658	G_V	have	en	univ
16659	G_J	less	en	en
16660	G_N	time	en	en
16661	CC	to	en	en
16662	G_V	dump	en	en
16663	G_X	,	univ	en
16664	G_R	then	en	univ
16665	G_V	walk	en	en
16666	DT	all	en	en
16667	DT	the	en	en
16668	G_N	way	en	en
16669	G_R	back	en	en
16670	G_X	...	univ	en
16671	G_X	(	univ	univ
16672	G_V	Sending	en	univ
16673	G_PRP	this	en	en
16674	PSP	from	en	en
16675	G_PRP	my	en	en
16676	G_N	mobile	en	en
16677	PSP	while	en	en
16678	G_PRP	I	en	en
16679	G_V	poop	en	en
16680	G_X	)	univ	en
16681	U	https://www.facebook.com/photo.php?fbid=662245797126916&set=a.653149508036545.1073741825.199625580055609&type=1&theater	univ	
16682	$	211	univ	
16683	G_X	:	univ	univ
16684	PSP	throughout	en	univ
16685	G_PRP	my	en	en
16686	$	4	univ	en
16687	G_N	years	en	univ
16688	CC	at	en	en
16689	G_N	IITB	acro	en
16690	G_PRP	I've	en	acro
16691	G_V	done	en	en
16692	G_N	something	en	en
16693	G_PRP	I'm	en	en
16694	G_R	very	en	en
16695	G_J	proud	en	en
16696	CC	of	en	en
16697	G_X	.	univ	en
16698	G_PRP	I	en	univ
16699	G_V	used	en	en
16700	CC	to	en	en
16701	G_V	turn	en	en
16702	G_V	off	en	en
16703	DT	the	en	en
16704	G_N	lights	en	en
16705	CC	in	en	en
16706	DT	the	en	en
16707	G_N	bogs	en	en
16708	G_R	when	en	en
16709	G_PRP	I	en	en
16710	G_V	saw	en	en
16711	G_N	people	en	en
16712	CC	in	en	en
16713	DT	the	en	en
16714	G_V	cubicles	en	en
16715	G_X	.	univ	en
16716	G_PRP	I'd	en	univ
16717	G_R	always	en	en
16718	G_V	say	en	en
16719	G_N	something	en	en
16720	G_R	like	en	en
16721	G_X	'	univ	en
16722	G_N	LIGHTS	en	univ
16723	PSP	OUT	en	en
16724	G_X	'	univ	en
16725	PSP	or	en	univ
16726	G_X	'	univ	en
16727	G_N	GAME	en	univ
16728	PSP	OVER	en	en
16729	G_X	'	univ	en
16730	PSP	before	en	univ
16731	G_PRP	I	en	en
16732	G_V	would	en	en
16733	G_V	hit	en	en
16734	DT	the	en	en
16735	G_N	switch	en	en
16736	G_X	.	univ	en
16737	G_J	Sorry	en	univ
16738	CC	to	en	en
16739	DT	all	en	en
16740	G_PRP	who	en	en
16741	G_V	were	en	en
16742	G_J	unfortunate	en	en
16743	G_R	enough	en	en
16744	CC	to	en	en
16745	G_V	be	en	en
16746	CC	in	en	en
16747	G_PRP	those	en	en
16748	G_V	cubicles	en	en
16749	G_X	.	univ	en
16750	$	210	univ	
16751	G_X	:	univ	univ
16752	G_PRP	I	en	univ
16753	G_R	just	en	en
16754	G_V	started	en	en
16755	G_N	MS	acro	en
16756	CC	after	en	acro
16757	G_V	leaving	en	en
16758	DT	an	en	en
16759	G_J	unknown	en	en
16760	G_N	college	en	en
16761	PSP	in	en	en
16762	G_N	India	ne	en
16763	G_X	,	univ	ne
16764	PSP	and	en	univ
16765	G_R	everytime	en	en
16766	G_PRP	I	en	en
16767	G_V	visit	en	en
16768	DT	the	en	en
16769	G_X	liby	en	en
16770	PSP	in	en	en
16771	G_J	my	en	en
16772	G_X	uni	en	en
16773	G_PRP	I	en	en
16774	G_V	see	en	en
16775	G_J	this	en	en
16776	G_J	desi	hi	en
16777	G_N	guy	en	hi
16778	G_X	,	univ	en
16779	PSP	and	en	univ
16780	G_PRP	he	en	en
16781	G_V	starts	en	en
16782	G_V	talking	en	en
16783	PSP	to	en	en
16784	G_PRP	me	en	en
16785	G_X	.	univ	en
16786	G_R	How	en	univ
16787	G_J	nice	en	en
16788	G_PRP	I	en	en
16789	G_V	thought	en	en
16790	G_X	,	univ	en
16791	PSP	at	en	univ
16792	G_J	first	en	en
16793	G_X	.	univ	en
16794	G_R	Not	en	univ
16795	G_J	long	en	en
16796	CC	after	en	en
16797	G_V	talked	en	en
16798	PSP	to	en	en
16799	G_PRP	him	en	en
16800	G_X	,	univ	en
16801	G_PRP	he	en	univ
16802	G_V	managed	en	en
16803	PSP	to	en	en
16804	G_V	find	en	en
16805	G_PRP	me	en	en
16806	PSP	on	en	en
16807	$	FB	acro	en
16808	G_X	...	univ	acro
16809	G_PRP	we	en	univ
16810	G_V	have	en	en
16811	DT	no	en	en
16812	G_N	mutual	en	en
16813	G_N	friends	en	en
16814	G_X	,	univ	en
16815	PSP	and	en	univ
16816	G_R	everytime	en	en
16817	G_PRP	I'm	en	en
16818	G_J	online	en	en
16819	G_PRP	he	en	en
16820	G_R	always	en	en
16821	G_V	tries	en	en
16822	PSP	to	en	en
16823	G_V	chat	en	en
16824	PSP	with	en	en
16825	G_PRP	me	en	en
16826	G_X	...	univ	en
16827	PSP	and	en	univ
16828	G_R	everytime	en	en
16829	G_PRP	I	en	en
16830	G_V	visit	en	en
16831	DT	the	en	en
16832	G_X	uni	en	en
16833	G_X	liby	en	en
16834	G_PRP	he	en	en
16835	G_R	always	en	en
16836	G_V	tries	en	en
16837	PSP	to	en	en
16838	G_V	sit	en	en
16839	PSP	beside	en	en
16840	G_PRP	me	en	en
16841	G_X	.	univ	en
16842	G_PRP	He's	en	univ
16843	G_R	just	en	en
16844	G_V	creeping	en	en
16845	G_PRP	me	en	en
16846	G_PRT	out	en	en
16847	G_X	...	univ	en
16848	G_X	[	univ	univ
16849	G_V	turns	en	univ
16850	G_PRT	out	en	en
16851	G_PRP	he	en	en
16852	G_V	is	en	en
16853	G_R	also	en	en
16854	G_V	pursuing	en	en
16855	G_N	MS	acro	en
16856	PSP	and	en	acro
16857	G_V	was	en	en
16858	PSP	from	en	en
16859	G_N	IITB	acro	en
16860	G_X	]	univ	acro
16861	G_R	Maybe	en	
16862	G_R	just	en	en
16863	G_V	trying	en	en
16864	PSP	to	en	en
16865	G_V	be	en	en
16866	G_N	friend	en	en
16867	G_X	.....	univ	en
16868	G_V	Could	en	univ
16869	G_V	be	en	en
16870	PSP	of	en	en
16871	G_J	great	en	en
16872	G_N	help	en	en
16873	G_V	would	en	en
16874	G_V	do	en	en
16875	G_J	your	en	en
16876	G_N	assignments	en	en
